verse_no,en,hmr
1,"At that season Herod the tetrarch heard the report concerning Jesus,","Chu lai tak chun lal Herod chun Isu chanchin a lo hriet a,"
2,"and said unto his servants, This is John the Baptist; he is risen from the dead; and therefore do these powers work in him.","a siehlawhai kuomah, “Chu chu Baptistu Johan kha a ni chu, mithi laia inthawkin a tho nâwk tah a ni chu tie; chuleiin, chuong thilthaw- theinahai chun amaah sin a thaw a ni chu,” a ta."
3,"For Herod had laid hold on John, and bound him, and put him in prison for the sake of Herodias, his brother Philip’s wife.","Herod chun a unaupa Philip nuhmei Herodi leiin Johan chu a man a; a khuop a, intângna inah a khum tah a na;"
4,"For John said unto him, It is not lawful for thee to have her.","Johan chun a kuomah, “Ama i nei hi a thieng nawh,” a ti pêk leiin."
5,"And when he would have put him to death, he feared the multitude, because they counted him as a prophet.","Chun, Johan chu sukhlum a tum leh mipui a ṭih a, zâwlneiin an ruot si leiin."
6,"But when Herod’s birthday came, the daughter of Herodias danced in the midst, and pleased Herod.","Nisienlakhawm, Herod pieng champhaphâk ni chu a hung tlungin Herodi naunu chu a laiah a lâm a, Herod chu a suklâwm tah a."
7,Whereupon he promised with an oath to give her whatsoever she should ask.,"Chuleichun, a ihni taphawt pe dingin inkhâmin ân tiem tah a."
8,"And she, being put forward by her mother, saith, Give me here on a platter the head of John the Baptist.","Chun, ama chun a nu infuiin, “Hiva hin thlêngin Baptistu Johan lu mi pe rawh,” a ta."
9,"And the king was grieved; but for the sake of his oaths, and of them that sat at meat with him, he commanded it to be given;","Chun, lal chu a lungngai tah a; nisienlakhawm, a thutiem le a thlai- thlêng awtpuihai lei chun pêk ding thu a pêk a;"
10,and he sent and beheaded John in the prison.,"chuongchun, mi a tir a, intângna ina Johan lu chu ân tantir a."
11,"And his head was brought on a platter, and given to the damsel: and she brought it to her mother.","Chun, a lu chu thlêngin a hung lâk a, naupangnu kuoma chun an pêk a; ama chun a nu kuomah a fepui tah a."
12,"And his disciples came, and took up the corpse, and buried him; and they went and told Jesus.","Chun, a inchûktirhai chu an hung a, a ruong chu an inhlawm a, an phûm a; chun, an feh a, Isu an va hril tah a."
