verse_no,en,hmr
1,Then Jonah prayed unto Jehovah his God out of the fish’s belly.,"Chun, Jona chu nga phîng sûnga inthawk chun LALPA a Pathien kuoma chun a ṭawngṭai a."
2,"And he said, I called by reason of mine affliction unto Jehovah, And he answered me; Out of the belly of Sheol cried I, And thou heardest my voice.","Hieng ang hin a tih a: “Ka rinumna leiin LALPA chu ka ko a, Ama chun a mi lo dawn a; Seol phîng sûnga inthawk chun ka ko a, Nangin ka râwl chu i hriet a."
3,"For thou didst cast me into the depth, in the heart of the seas, And the flood was round about me; All thy waves and thy billows passed over me.","Inthûktakah tuisuoriet sûngrila chun nang chun i mi peilût a, Tui tamtak chu ka vêlin a um a; I tuifâwnhai le i tui insawkhai po po chun a mi vur pei a."
4,"And I said, I am cast out from before thine eyes; Yet I will look again toward thy holy temple.","Chun, ‘I mithmua inthawka pei suok ka na, Nisienlakhawm, i biekin inthieng tieng ngha nâwk ka tih,’ ka ta."
5,"The waters compassed me about, even to the soul; The deep was round about me; The weeds were wrapped about my head.","Tuihai chun ka hringna chenin an mîn huol vêl a, Tui inthûk chu ka vêlin a um a; Hlohnahai chun ka lu a tuom vêl a nih."
6,"I went down to the bottoms of the mountains; The earth with its bars closed upon me for ever: Yet hast thou brought up my life from the pit, O Jehovah my God.","Tlâng bul tâwp rêthaia chun ka zu feh a, Hnuoi chun kumkhaw ta dingin a kalnahai chun a mi khâr khum a; Amiruokchu, nangin aw LALPA ka Pathien, khursûnga inthawk chun ka hringna chu i lâk suok a nih."
7,"When my soul fainted within me, I remembered Jehovah; And my prayer came in unto thee, into thy holy temple.","Ka hringna chu ka sûnga a chau lai chun, LALPA chu ka hriet zing a; Ka ṭawngṭaina chu i biekin inthienga chun i kuomah a hung tlung a nih."
8,They that regard lying vanities Forsake their own mercy.,"Thil teplo khêl thu mei mei ngaituotuhai chun, An ta dinga ngilneina chu an nghatsan a nih."
9,But I will sacrifice unto thee with the voice of thanksgiving; I will pay that which I have vowed. Salvation is of Jehovah.,"Kei ruok chun lâwmthu hrilna râwl leh i kuomah inthâwina inhlân ka ta; Thu ka tiem ta chu hlen ka ta, Sandamna chu LALPA ta a nih,” tiin."
10,"And Jehovah spake unto the fish, and it vomited out Jonah upon the dry land.","Chun, LALPA chun nga chu a biek a, Jona chu khawmuolah a luok suok tah a."
