verse_no,en,hmr
1,"Oh that my head were waters, and mine eyes a fountain of tears, that I might weep day and night for the slain of the daughter of my people!","Aw ka chipuihai naunu sukhluma um chu a sûn a zâna ka ṭa theina dingin ka lu hi tuihai ni sienla, ka mithai hi mitthli tuikhurhai hung ni sien chu!"
2,"Oh that I had in the wilderness a lodging-place of wayfaring men; that I might leave my people, and go from them! for they are all adulterers, an assembly of treacherous men.","Ka chipuihai hi ka mâksana, an kuoma inthawka ka fe theina dingin, thlalêra hin khuol inzinhai riekna hmun nei lang chu aw! anni chu uirehai le, mi khawhlohai um khâwm an ni vawng el sih a."
3,"And they bend their tongue, as it were their bow, for falsehood; and they are grown strong in the land, but not for truth: for they proceed from evil to evil, and they know not me, saith Jehovah.","Thudik nawa dingin an thalngul ang elin an lei chu an thlep a; chu rama chun thahrâttakin an hung inṭhang a, thudika ruok chun ni loin; thil suola inthawkin thil suola vêk chun an pakai a, kei khawm an mi hriet hlawl nawh, LALPA chun a tih."
4,"Take ye heed every one of his neighbor, and trust ye not in any brother; for every brother will utterly supplant, and every neighbor will go about with slanders.","Mi tinin mâni tuolbâwmhai pawisa seng unla, unau ieng ang khawm chu ring naw ro; unau tinhai chu mâni hmasieltak el, tuolbâwm tinhai khawm chu thukhêl le invâk mi an ni âwm sih a."
5,"And they will deceive every one his neighbor, and will not speak the truth: they have taught their tongue to speak lies; they weary themselves to commit iniquity.","Chuongchun, mi tin chun mâni tuolbâwm chu hlêm a ta, thu dik hril naw ni; an lei chu khêlthu hril dingin an inchûktir tah a; thil suol thaw dingin anni le anni chu an insuk- lungzîng a."
6,"Thy habitation is in the midst of deceit; through deceit they refuse to know me, saith Jehovah.","I chêngna hmun chu inhlêmna lailia chun a na; inhlêmna lei chun kei mi hriet khawm chu an nuom naw a nih, LALPA chun a tih."
7,"Therefore thus saith Jehovah of hosts, Behold, I will melt them, and try them; for how else should I do, because of the daughter of my people?","Chuleiin, sipaihai LALPA chun hieng hin a tih: Ngai ta, anni chu suktui ka ta, ka fie ding a nih; ka chipuihai naunu lei chun ieng dang am thaw tâng ka ta?"
8,"Their tongue is a deadly arrow; it speaketh deceit: one speaketh peaceably to his neighbor with his mouth, but in his heart he layeth wait for him.","An lei chu thi theina thal a na; thukhêl a hril a, mi pakhatin a tuol- bâwm kuomah a bau chun thla- muongumtakin thu a hril a, nisien- lakhawm, a lungril chun ama chu ân chân rûk zing a."
9,Shall I not visit them for these things? saith Jehovah; shall not my soul be avenged on such a nation as this?,Hieng thilhai lei hin ka hrem hrim naw ding am a nih? LALPA chun a tih; hnam hieng ang hai chunga hin ka thlarau chun phuba a lâk naw ding am a nih?
10,"For the mountains will I take up a weeping and wailing, and for the pastures of the wilderness a lamentation, because they are burned up, so that none passeth through; neither can men hear the voice of the cattle; both the birds of the heavens and the beasts are fled, they are gone.","An kâng zo tah a, tukhawm an fe tlang ta ngai naw leiin, tlânghai ta ding chun sûnin ṭapinrûm ka ta, thlalêra tlatna hmunhai ta ding chun sûn ka tih; mihai chun ran ruol râwl khawm chu hre thei ta naw ni hai a; chunglêng vatehai le ramsahai khawm chu an tlânse tah a, an tlân- hmang tah."
