verse_no,en,hmr
1,"Then said Jehovah unto me, Though Moses and Samuel stood before me, yet my mind would not be toward this people: cast them out of my sight, and let them go forth.","Chun, LALPA chun ka kuom- ah, “Mosie le Samuel chu ka hmaah ngîr ta hai sienla khawm, ka lungril chu hi hnam tienga hin ân hêm thei nawh; ka mithmua in- thawkin hnawt suok la, anni chu infe suoktir rawh."
2,"And it shall come to pass, when they say unto thee, Whither shall we go forth? then thou shalt tell them, Thus saith Jehovah: Such as are for death, to death; and such as are for the sword, to the sword; and such as are for the famine, to the famine; and such as are for captivity, to captivity.","Chun, i kuoma chun, ‘Khawtieng am kan fe ding a na?’ an ti pha chun anni chu hi hi hril i tih: ‘LALPA chun hieng hin a tih: Thina ta dinghai chu thinaah, kâwlhnâm ta dinghai chu kâwlhnâmah; ṭâmna ta dinghai chu ṭâmnaah; sala intângna ta dinghai chu salah,’ tîng i tih."
3,"And I will appoint over them four kinds, saith Jehovah: the sword to slay, and the dogs to tear, and the birds of the heavens, and the beasts of the earth, to devour and to destroy.","Chun, an chunga tlung dingin thil chi li ruot ka ta; LALPA chun a tih: kâwlhnâm chu sukhlum dingin, uihai chu keinawitu dingin, chun, chunglêng vatehai le hnuoia ramsa- hai chu fa zotu ding le suksetu dingin."
4,"And I will cause them to be tossed to and fro among all the kingdoms of the earth, because of Manasseh, the son of Hezekiah, king of Judah, for that which he did in Jerusalem.","Chun, anni chu, Juda lal Hezekia naupa Manasse Jerusalema a thil- thawhai lei khan, hnuoi chunga lalram po pohai laia chun hmatieng hnungtienga hnawtlêng dingin inumtir ka tih."
5,"For who will have pity upon thee, O Jerusalem? or who will bemoan thee? or who will turn aside to ask of thy welfare?","Aw Jerusalem, tuin am i chungah lunginsietna nei a ta? Tuin am an sûn ding che a ni leh? Annawleh, i ham- ṭhatna ding thu hni dingin tu am hnungkîr an ta?"
6,"Thou hast rejected me, saith Jehovah, thou art gone backward: therefore have I stretched out my hand against thee, and destroyed thee; I am weary with repenting.","Nang chun i mi lo hnâwl ta a, LALPA chun a tih: hnungtieng i lo fe tah a; chuleiin, i chungah ka kut kân let a, ka suksiet che a nih; lunginsietna inlangtir hi ka nghawk ta a nih."
7,"And I have winnowed them with a fan in the gates of the land; I have bereaved them of children, I have destroyed my people; they returned not from their ways.",Chu ram dai kawtkhârahai chun anni chu hmaizâpin ka zâp a; an nauhai chu ka lâk hmangpêk tâwl a; ka mihai chu ka suksiet tah a; an lampuihaia inthawk chun an lamlêt chuong nawh.
8,Their widows are increased to me above the sand of the seas; I have brought upon them against the mother of the young men a destroyer at noonday: I have caused anguish and terrors to fall upon her suddenly.,"Tuisuorieta phaiphin nêk hman- in an hmeithaihai chu ka sukpung lem a, sûn changlai chun nuhai le tlangvâlhai chunga chun suksetu ka hung intlungtir a, amânu chunga chun ṭitnahai le lunginzîngnahai kân tlâktir thut a."
9,"She that hath borne seven languisheth; she hath given up the ghost; her sun is gone down while it was yet day; she hath been put to shame and confounded: and the residue of them will I deliver to the sword before their enemies, saith Jehovah.","Nau pasari neitunu chu a chau tah a, a chau let dêr a; sûn a ni lai chun a nisa chu a tla tah a; ama chu ân zakin a hamhai a; chun, anni a la mahlahai chu an hmêlmahai kuomah kâwlhnâmah pêng ka tih,” LALPA chun a tih."
10,"Woe is me, my mother, that thou hast borne me a man of strife and a man of contention to the whole earth! I have not lent, neither have men lent to me; yet every one of them doth curse me.","Nu, ka chung a va rik de! hnuoi chung po poa insêl mi le inkhing mia i mi lo nei hi chu! a pung umin kân pûktir ngai nawh a, kei khawm tu- khawma a pung umin an mîn pûktir bawk nawh; amiruokchu, an rêng elin ṭawngsie an mi lân phur ta rawp hi."
