verse_no,en,hmr
1,"Now Korah, the son of Izhar, the son of Kohath, the son of Levi, with Dathan and Abiram, the sons of Eliab, and On, the son of Peleth, sons of Reuben, took men:","Levi naupa Kohath, chu naupa Izhar, chu naupa Kora chun Eliab naupasalhai Dathan le Abiram le Peleth naupa On, Reuben thlahai leh mihai an ṭhuoi a."
2,"and they rose up before Moses, with certain of the children of Israel, two hundred and fifty princes of the congregation, called to the assembly, men of renown;","Israel thlahai, mi inlâr deu deu mipui laia hotu, rorêltu thlanghai laia mi za hni le sâwmngahai leh Mosie hmaah an va feh a."
3,"and they assembled themselves together against Moses and against Aaron, and said unto them, Ye take too much upon you, seeing all the congregation are holy, every one of them, and Jehovah is among them: wherefore then lift ye up yourselves above the assembly of Jehovah?","Mosie le Aron chu sawisêlin an pungkhâwm a, an kuomah, “In insukngêng êm el, mipuihai chu an inthieng seng sih a; LALPA khawm anni lai a um sih a; iengdinga LALPA mipui pungkhâwmhai chunga hin in insie chunghnung bîk am a na?” an ta."
4,"And when Moses heard it, he fell upon his face:",Chu chu Mosien a hang hriet chun a bawkkhup a.
5,"and he spake unto Korah and unto all his company, saying, In the morning Jehovah will show who are his, and who is holy, and will cause him to come near unto him: even him whom he shall choose will he cause to come near unto him.","Kora le a pâwlhai po po kuoma chun, “Zingah zîngkâr LALPAIN a tahai le ân thienghai chu suklangin ama va hnai dingin hung tîng a ta, a thlanghai ngei chu ama va hnai dingin tîng a tih."
6,"This do: take you censers, Korah, and all his company;","Hieng ang hin thaw ro, Kora le a pâwl po po hai;"
7,"and put fire in them, and put incense upon them before Jehovah to-morrow: and it shall be that the man whom Jehovah doth choose, he shall be holy: ye take too much upon you, ye sons of Levi.","zingah meilâkna dâm chawi unla, chutaka chun mei sie unla, LALPA hmaah riminhnik phul ro; chun, LALPAIN a thlang taphawt chu inthieng el a tih. Levi nauhai, in insukngêng êm el,” tiin a hril a."
8,"And Moses said unto Korah, Hear now, ye sons of Levi:","Chun, Mosien Kora kuomah, “Nangni Levi nauhai, ngai ta u,"
9,"seemeth it but a small thing unto you, that the God of Israel hath separated you from the congregation of Israel, to bring you near to himself, to do the service of the tabernacle of Jehovah, and to stand before the congregation to minister unto them;","LALPA biekbûka rawngbâwla, mipuihai hmaa an rawngbâwla ngîr dinga Israelhai Pathienin ama hnai dinga Israel mipuihai laia inthawka a suktum cheu a,"
10,"and that he hath brought thee near, and all thy brethren the sons of Levi with thee? and seek ye the priesthood also?",Levi naupasal in unauhai po po le ama hnai dinga ân umtir cheu hi thil chînah in ngai a ni maw? Thiempu nina khawm in la zawng sa rawp a ni maw?
11,"Therefore thou and all thy company are gathered together against Jehovah: and Aaron, what is he that ye murmur against him?","Chuleiin, nang le i pâwlhai po po chu LALPA chu kalin in pung- khâwm a nih. Aron khawm hin ieng am a thawa a chunga hi chier in ni leh?” a ta."
12,"And Moses sent to call Dathan and Abiram, the sons of Eliab; and they said, We will not come up:","Chun, Mosie chun Eliab nâupa Dathan le Abiram ân kotir a, anni chun, “Hung naw ning ungah!"
13,"is it a small thing that thou hast brought us up out of a land flowing with milk and honey, to kill us in the wilderness, but thou must needs make thyself also a prince over us?",Thlalêra mi sukhlum dingin nênetui le khuoizu luongna rama inthawkin i mi ṭhuoi suok hi thil chîn am a ni hrim luoh a? Kan chungah lalin în sie nâwk nghâl a.
