verse_no,en,hmr
1,And Miriam and Aaron spake against Moses because of the Cushite woman whom he had married; for he had married a Cushite woman.,Miriam le Aron chun Mosien Kus mi nuhmeia a nei leiin an hrilsiet a; Kus mi chu a nei ngei sih a.
2,"And they said, Hath Jehovah indeed spoken only with Moses? hath he not spoken also with us? And Jehovah heard it.","Anni chun, “Mosie kuoma chau hin am a nih LALPAIN thu a hril bîk? Keini kâwla khawm hin a hril naw am a nih?” an tih a. Chu chu LAL- PAIN a lo hriet a."
3,"Now the man Moses was very meek, above all the men that were upon the face of the earth.",Mosie chu hnuoi chunga mihriem po poa zainêm tak a na.
4,"And Jehovah spake suddenly unto Moses, and unto Aaron, and unto Miriam, Come out ye three unto the tent of meeting. And they three came out.","Chun, Mosie le Aron le Miriam kuomah LALPAIN, “In pathumin hung suok unla, intuokna puon inah hung ro,” a ti ta thut el a. Chuong- chun, an pathum chun an va feh a."
5,"And Jehovah came down in a pillar of cloud, and stood at the door of the Tent, and called Aaron and Miriam; and they both came forth.","Puon in kawtkhârah a lo ngir a, Aron le Miriam chu a ko a, an pahni chun an hung suok a."
6,"And he said, Hear now my words: if there be a prophet among you, I Jehovah will make myself known unto him in a vision, I will speak with him in a dream.","Ama chun, “Ka thu hi ngai ro, nangni lai hin zâwlnei in um chun ama chu kei LALPA hi inlârnain inhriettir ka ta, mang tieng bieng ka tih."
7,My servant Moses is not so; he is faithful in all my house:,Ka siehlaw Mosie hi chu chuong ang chu a ni nawh; ka sûngkuo thu po poa chun ring a um a nih;
8,"with him will I speak mouth to mouth, even manifestly, and not in dark speeches; and the form of Jehovah shall he behold: wherefore then were ye not afraid to speak against my servant, against Moses?","ama le chun chu thurûk um loin bauin tlangtakin inbieng kan ta; LALPA hmêl khawm hmûng a tih. Chuleiin, ka siehlaw Mosie hi iengtiziea hrilse ngam am in ni leh?” a lo tih a."
9,And the anger of Jehovah was kindled against them; and he departed.,"Chuongchun, LALPA lung chu an chungah a chawk a, a fe nâwk tah a."
10,"And the cloud removed from over the Tent; and, behold, Miriam was leprous, as white as snow: and Aaron looked upon Miriam, and, behold, she was leprous.","Puon in chunga sûm chu ân kieng tah a; chun, ngai ta, Miriam chu vûr ang ela vârin a hung inphâr tah a; Aron chun Miriam chu a hei en a, inphâr a lo ni ta zing el ti a hmuh a."
11,"And Aaron said unto Moses, Oh, my lord, lay not, I pray thee, sin upon us, for that we have done foolishly, and for that we have sinned.","Chuongchun, Aron chun Mosie kuomah, “Aw pu, kan chungah suol innghat lul naw raw khai, invêttakin kan lo thawh a, kan lo suol tah a nih."
12,"Let her not, I pray, be as one dead, of whom the flesh is half consumed when he cometh out of his mother’s womb.","Mi a nu sula inthawka a hung suok tîra thi sa deuthaw angin Miriam chu um lul naw raw se,” a ta."
13,"And Moses cried unto Jehovah, saying, Heal her, O God, I beseech thee.","Chuongchun, Mosie chun, “Aw Pathien, sukdam nâwk ta khai,” tiin LALPA chu a ko a."
14,"And Jehovah said unto Moses, If her father had but spit in her face, should she not be ashamed seven days? let her be shut up without the camp seven days, and after that she shall be brought in again.","Chun, LALPAIN Mosie kuom- ah, “A pain a hmaia chil a sâk ngawt khawma ni sari chu ân zak naw ding am a nih? Riebûk puoah ni sari khum hmang ni sienla, chu zoa chun ṭhuoi lût nâwk ni raw se,” a tih a."
15,And Miriam was shut up without the camp seven days: and the people journeyed not till Miriam was brought in again.,"Chuongchun, Miriam chu rie- bûk puoah ni sari an khum hmang a. Miriam chu an ṭhuoi lût hma khat chun mipuihai chu an intâwl sawn nawh a."
16,"And afterward the people journeyed from Hazeroth, and encamped in the wilderness of Paran.","Chu zoa chun mipuihai chu Hazerotha inthawk chu an suok a, Paran thlalêrah umhmun an khuor a."
