verse_no,en,hmr
1,"O God, thou art my God; earnestly will I seek thee: My soul thirsteth for thee, my flesh longeth for thee, In a dry and weary land, where no water is.","Aw Pathien, nang chu ka Pathien i na, zîngkâr zawng ka ti che; Ram ṭâwl chautak, tui um nawna hmuna hin, Ka hringna hi nangma ngaiin a dangchâr a, ka tisa hin a ngai che a nih."
2,"So have I looked upon thee in the sanctuary, To see thy power and thy glory.","Chuong ang bawkin hmun inthienga chun ka en zing che kha, I thilthawtheina le i ropuina hmu dingin."
3,"Because thy lovingkindness is better than life, My lips shall praise thee.","I zainêmna hi hringna nêka a ṭhatlem leiin, Ka hmûr hin inpâk a ti che."
4,So will I bless thee while I live: I will lift up my hands in thy name.,"Chuong ang chun ka dam sûng po po chun inpâk ka ti cheh a, I hmingin ka kuthai phar ka tih."
5,My soul shall be satisfied as with marrow and fatness; And my mouth shall praise thee with joyful lips;,"Ka hringna hi thlin le thâua khawp angin khawp a ta, Ka bau hin hlim hmûr putin inpâk bawk a ti che."
6,"When I remember thee upon my bed, And meditate on thee in the night-watches.","Ka khumlaizâwlah ka hriet zing cheh a, Zâna i chungchâng thu ka suongtuo lai chun."
7,"For thou hast been my help, And in the shadow of thy wings will I rejoice.","Nang chu a mi ṭhangpuitu i ni sih a, I thla hnuoia chun hlimin hla ka sak ding a nih."
8,My soul followeth hard after thee: Thy right hand upholdeth me.,"Ka hringna hin a zui tlat cheh a, I kut changtiengin i mi kei hlak."
9,"But those that seek my soul, to destroy it, Shall go into the lower parts of the earth.","Ka hringna sukbo tuma zawngtuhai ruok chu, Hnuoi hmun hnuoi hnungahai chun lût an tih."
10,They shall be given over to the power of the sword: They shall be a portion for foxes.,"Kâwlhnâm thilthawtheina kuoma pêk nîng an ta, Sihalhai chan ni tâng an tih."
11,But the king shall rejoice in God: Every one that sweareth by him shall glory; For the mouth of them that speak lies shall be stopped.,"Lal ruok chu Pathienah hlim a ta, Ama sâla inkhâm taphawt chun ama chu sawng an tih; Khêl hril hmanghai bau chu hipin a um ding a ni sih a."
