verse_no,en,hmr
1,"We give thanks unto thee, O God; We give thanks, for thy name is near: Men tell of thy wondrous works.","Aw Pathien, lâwmthu kan hril che, Lâwmthu kan hril che, i hming a hnai sih a; Mihaiin i thilmakthaw thuhai chu an hril hlak."
2,"When I shall find the set time, I will judge uprightly.","Hun ruot chu ka hmu pha chun, Indiktakin ro rêl ka tih."
3,The earth and all the inhabitants thereof are dissolved: I have set up the pillars of it. [Selah,Hnuoi le a chunga um po pohai chu an intuihmang zo tah: Keiin a banhai chu ka phun a nih.
4,"I said unto the arrogant, Deal not arrogantly; And to the wicked, Lift not up the horn:","Mi uonghai kuoma chun, “Iengleangin um naw ro,” ka tih a, Mi rilohai kuomah, “In ki suk- sâng naw ro,” ka ti bawk a."
5,Lift not up your horn on high; Speak not with a stiff neck.,"In ki chu chungtieng suksâng naw unla, Rîng tlûn pumin ṭawng naw ro."
6,"For neither from the east, nor from the west, Nor yet from the south, cometh lifting up.","Suksângna chu saktienga inthawk a ni nawh, thlangtienga inthawk a ni bawk nawh. Simtienga inthawk hlak a ni bawk nawh."
7,"But God is the judge: He putteth down one, and lifteth up another.","Pathien chu rorêltu a ni lem: Ama chun pakhat a suktlâwm a, pakhat a suksâng hlak."
8,"For in the hand of Jehovah there is a cup, and the wine foameth; It is full of mixture, and he poureth out of the same: Surely the dregs thereof, all the wicked of the earth shall drain them, and drink them.","LALPA kuta chun no a um sih a, a uoin chu a phul a, Thil dang le chawkpawlin a sip a, chutaka inthawk chu a bunsuok a. Matheiloin a nenghai chen chun hnuoia mi rilohai chun dâwn fai rêt an tih."
9,"But I will declare for ever, I will sing praises to the God of Jacob.","Nisienlakhawm, kei chun chu kumkhuoin inhriettir ka ta, Jakob Pathien chu inpâkin hla sak ka tih."
10,All the horns of the wicked also will I cut off; But the horns of the righteous shall be lifted up.,"Mi rilohai ki po po khawm chu tanpêk ka ta, Mi felhai ki ruok chu suksângin um a tih."
