verse_no,en,hmr
1,"Hear my prayer, O Jehovah, And let my cry come unto thee.","Aw LALPA, ka ṭawngṭâina hi lo ngai la, Ka khêkri hi i kuom tlung raw se."
2,Hide not thy face from me in the day of my distress: Incline thine ear unto me; In the day when I call answer me speedily.,"Ka lunginzîng ni chun keia kuomah i hmai thup naw la, Keia tieng hin i na hung sit la, Ka ko pha che chun mi hung dawn vak rawh."
3,"For my days consume away like smoke, And my bones are burned as a firebrand.","Ka dam sûng nihai hi meikhu angin ân zâm hmang a, Ka ruhai hi thingthu angin a sah a,"
4,"My heart is smitten like grass, and withered; For I forget to eat my bread.","Ka lungril hi hlobet anga em hlumin a um a, a vuoi zo tah: Bu fâk khawm ka theinghil sih a."
5,By reason of the voice of my groaning My bones cleave to my flesh.,"Kân rûm rîk leiin, Ka ruhai hi ka tisaah a kawp tlat a nih."
6,I am like a pelican of the wilderness; I am become as an owl of the waste places.,"Thlalêr tuivalawng ang ka na, Khaw hmun hlui simbuk ang el ka lo ni tah a."
7,"I watch, and am become like a sparrow That is alone upon the house-top.","Ka meng zing a, Chawngzawng a khât chaua in chunga um ang ka lo ni tah a."
8,Mine enemies reproach me all the day; They that are mad against me do curse by me.,"A mi dotuhai chun sûnnithlâkin an mi hrilsiet hlak a, Ka chunga ṭiumhai chun vânnikhâmnain an mi hmang a."
9,"For I have eaten ashes like bread, And mingled my drink with weeping,","Vut hi bu angin ka fâk a, Ka dâwn ding chu mitthli leh ka pawl ta sih a."
10,"Because of thine indignation and thy wrath: For thou hast taken me up, and cast me away.","I lungninaw êm êm le i lunginsen leiin, Nangin i mi lâk kâng a, i mi pei ta sih a."
11,My days are like a shadow that declineth; And I am withered like grass.,"Ka dam sûng nihai hi hlim bo tieng intung ta ang a na, Hlobet angin ka vuoi tah a."
12,"But thou, O Jehovah, wilt abide for ever; And thy memorial name unto all generations.","Aw LALPA, nang ruok chu kumkhawtluongin um i ta, Nangma hriet zingna khawm suon po po chenin um bawk a tih."
13,"Thou wilt arise, and have mercy upon Zion; For it is time to have pity upon her, Yea, the set time is come.","Tho i ta, Zion tlâng chu lunginsiet i tih, Ama chu lunginsiet a hun ta sih a, anih, hun ruot chu a tlung tah."
14,"For thy servants take pleasure in her stones, And have pity upon her dust.","I siehlawhai chun a lunghai chu an ngainain, A pilvut chen khawm an lunginsiet sih a."
15,"So the nations shall fear the name of Jehovah, And all the kings of the earth thy glory.","Chuongchun, hnam tinin LALPA hming chu ṭîng an ta, Hnuoia lal po pohai chun i ropuina chu ṭî bawk an tih."
16,For Jehovah hath built up Zion; He hath appeared in his glory.,"LALPA chun Zion khuo chu ân ngîr nâwk ta sih a, A ropuinaa inthuomin ân lang tah."
17,"He hath regarded the prayer of the destitute, And hath not despised their prayer.","Pasiehai ṭawngṭâina chu a ngaisak a, An ṭawngṭâina chu a hmusit nawh."
18,This shall be written for the generation to come; And a people which shall be created shall praise Jehovah.,"Chu chu ruolthar la hung um dinghai ta dingin ziek nîng a ta, Hnam siema la hung um ding chun LALPA chu inpâk an tih."
19,For he hath looked down from the height of his sanctuary; From heaven did Jehovah behold the earth;,"Ama chun a hmun inthieng insângtaka inthawkin a zuk thlîr a, LALPA chun vâna inthawk khin hnuoi hi a hmuh a;"
20,To hear the sighing of the prisoner; To loose those that are appointed to death;,"Mi intâng inrûm chu ngai ding le, Thi dinga ruothai chu sût dingin."
21,"That men may declare the name of Jehovah in Zion, And his praise in Jerusalem;","Mihaiin LALPA hming chu Zion khuoa le, Ama inpâkna thu chu Jerusalem khuoa an hril theina dingin;"
22,"When the peoples are gathered together, And the kingdoms, to serve Jehovah.","LALPA rawngbâwl dinga, Mi tin le ram tin an inkhâwm pha chun."
23,He weakened my strength in the way; He shortened my days.,"Ama chun lam kâra hin ka tha a sukṭhum a, Ka dam sûng hi a suktâwi a."
24,"I said, O my God, take me not away in the midst of my days: Thy years are throughout all generations.","“Aw ka Pathien, ka vânglai nihaia hin mi la hmang naw la, Nanga kumhai chu suon um sûng po po um a tih,” ka tih a."
25,Of old didst thou lay the foundation of the earth; And the heavens are the work of thy hands.,"Leihnuoi innghatsan chu tiena i phûm tah a na, Vânhai khawm i kutsuok an nih."
26,"They shall perish, but thou shalt endure; Yea, all of them shall wax old like a garment; As a vesture shalt thou change them, and they shall be changed:","Chuonghai chu la bohmang a ta, nang ruok chu um zing i tih. Anih, chuong po pohai chu silfên angin la hlui a ta, Puon angin thleng i ta, hung danglam tâng a tih."
27,"But thou art the same, And thy years shall have no end.","Nang ruok chu i pângngai zing a, I kumhai chun bo ni hrim nei naw ni."
28,"The children of thy servants shall continue, And their seed shall be established before thee.","I siehlawhai nauhai chu um zing an ta, An thlahai chu i hmaah sukdetin um an tih."
