verse_no,en,hmr
1,"Strive thou, O Jehovah, with them that strive with me: Fight thou against them that fight against me.","Aw LALPA, a mi thawtuhai chu nangin thaw la, A mi dotuhai chu nangin do rawh."
2,"Take hold of shield and buckler, And stand up for my help.","Phaw chîn le phaw lien chel la, Mi ṭhangpui dingin ngîr rawh."
3,"Draw out also the spear, and stop the way against them that pursue me: Say unto my soul, I am thy salvation.","Fei le hreipui chu inlet la, A mi hnawttuhai lampui chu lo dang la, Ka hringna kuoma hin, “I sandamna ka nih,” ti rawh."
4,Let them be put to shame and brought to dishonor that seek after my soul: Let them be turned back and confounded that devise my hurt.,"Ka hringna sukbo tuma zawngtuhai chu, sukmuolphoa sukzakin umhai sienla, Mi suksietna ding ngaituotuhai chu intlânsiettirin thuokdawngtakin um raw se."
5,"Let them be as chaff before the wind, And the angel of Jehovah driving them on.","LALPA vântirkoin khal peiin, Busî thli ilên angin um raw se."
6,"Let their way be dark and slippery, And the angel of Jehovah pursuing them.","LALPA vântirkoin hnawt pei sien, An lampui chu inthimtak le innâltak ni raw se."
7,For without cause have they hid for me their net in a pit; Without cause have they digged a pit for my soul.,"A san um loin, an mi âwkna dingin an lên chu khura chun an pha inrûk a, A san um loin ka hringna tlâk- na dingin khur an cho sih a."
8,Let destruction come upon him unawares; And let his net that he hath hid catch himself: With destruction let him fall therein.,Ân ringnaw kârin sietna a chungah tlung sienla; A lên pha rûka khan ama ngei âwk bawk sienla: Chutaka chun tla se dêr raw se.
9,And my soul shall be joyful in Jehovah: It shall rejoice in his salvation.,"Chuongchun, ka hringna hi LALPAA chun hlim a ta; A sandamnaa chun lâwm a tih."
10,"All my bones shall say, Jehovah, who is like unto thee, Who deliverest the poor from him that is too strong for him, Yea, the poor and the needy from him that robbeth him?","Ka ru po po hin, “LALPA, mi rimsi, a khing zo ruolloa inthawka sanhimtu, Anih, rimsi le pasie, ama inram hlaktua inthawka sanhimtu, Nang ang hrim tu am um?” tîng a tih."
11,Unrighteous witnesses rise up; They ask me of things that I know not.,"Hretu fel nawtakhai an hung tho a, Ka thil hriet dêr naw thua dâm an mi suosal a."
12,"They reward me evil for good, To the bereaving of my soul.","Ka hringna khawm beidawng dêr khawpin, Thil ṭha thil suolin an mi thung a."
13,"But as for me, when they were sick, my clothing was sackcloth: I afflicted my soul with fasting; And my prayer returned into mine own bosom.","Kei ruok chu, an damnaw lai chun ka silfên chu saiip a na, Ka hringna hi bu ngheiin ka suk rimsi sih a; Lungse taka kûnin ka ṭawngṭai a,"
14,"I behaved myself as though it had been my friend or my brother: I bowed down mourning, as one that bewaileth his mother.","Ka ruol amanih, ka unau amani chunga chun ka um dân ding ang takin ka um a; Kân lawn vêl chu khuo khawm ngha ngam loa ngûiin. Mi a nu ṭâtu angin sûnin ka kûn a."
