verse_no,en,hmr
1,"Praise ye Jehovah. Praise Jehovah, O my soul.","LALPA chu inpâk ro, Aw ka hringna, LALPA chu inpâk rawh."
2,While I live will I praise Jehovah: I will sing praises unto my God while I have any being.,"Ka dam sûng po chun LALPA chu inpâk ka ta, Ka hring sûng po chun ka Pathien inpâkin hla sak ka tih."
3,"Put not your trust in princes, Nor in the son of man, in whom there is no help.","Mi lienhai chu ring naw unla, Mihriem naupa ṭhangpuina hrim hrim um nawna chu, ring bawk naw ro."
4,"His breath goeth forth, he returneth to his earth; In that very day his thoughts perish.","A thuokin a suok san a, ama chu leihnuoiah a kîr nâwk a, Chu ni ngei chun a ngaituona- hai chu a bo nghâl a nih."
5,"Happy is he that hath the God of Jacob for his help, Whose hope is in Jehovah his God:",Jakob Pathien ṭhangpuitua nei chu lâwmtakin a um hlak; LALPA Pathiena beiseina neitu chu.
6,"Who made heaven and earth, The sea, and all that in them is; Who keepeth truth for ever;","Ama chu hnuoi dâm, vân dâm, Tuisuoriet dâm le an sûnga um po po siemtu a nih; Ama chun thutak kumkhuoa dingin a vawng ṭha hlak a nih."
7,Who executeth justice for the oppressed; Who giveth food to the hungry. Jehovah looseth the prisoners;,"Ama chun nêksâwrna tuorhai ta dingin ro a rêl hlak, Ama chun phîngṭâmhai kuomah bu a pêk hlak. LALPA chun mi intânghai chu ân suoktir hlak."
8,Jehovah openeth the eyes of the blind; Jehovah raiseth up them that are bowed down; Jehovah loveth the righteous;,"LALPA chun mitdelhai mit a sukvar hlak a, LALPA chun kûn ngâwi ngâwi hai chu a keitho hlak a; LALPA chun mi felhai chu a hmangai hlak."
9,Jehovah preserveth the sojourners; He upholdeth the fatherless and widow; But the way of the wicked he turneth upside down.,"LALPA chun mikhuolhai chu a vawng ṭha hlak a, Pa neilo le hmeithai chu a chel zing hlak a; Mi rilohai lampui ruok chu a sukletling hlak."
10,"Jehovah will reign for ever, Thy God, O Zion, unto all generations. Praise ye Jehovah.","LALPA chu kumkhawtluongin lalah ṭhung a ta, Aw Zion, i Pathien chu suon po po chenin lalah ṭhung a tih. LALPA chu inpâk ro."
