verse_no,en,hmr
1,My soul waiteth in silence for God only: From him cometh my salvation.,"Ka hringna hin Pathien chau a nghâk a, Amaa inthawk chun ka sandamna a hung suok ding a nih."
2,He only is my rock and my salvation: He is my high tower; I shall not be greatly moved.,"Ama chau chu ka lungpui le a mi sandamtu a nih; Ka kulbîng insâng a na, nasatak chun inhnîng naw ningah."
3,"How long will ye set upon a man, That ye may slay him, all of you, Like a leaning wall, like a tottering fence?","Nangni po poin, sukhlum ding le, Lung bang inâwn thaw ang le, pal tlu vâng vâng thaw angin, Ieng chen am mi pakhat hi in thaw ding a na?"
4,"They only consult to thrust him down from his dignity; They delight in lies; They bless with their mouth, but they curse inwardly. [Selah","A ropuinaa inthawka nam thla ding ngawtin an inrâwn a, Khêl hril hi an lâwm zâwngtak a na, An bauin mal an sâwm a; nisienlakhawm, an lungrilin ṭawngsie an inphur si hlak."
5,"My soul, wait thou in silence for God only; For my expectation is from him.","Ka hringna, Pathien chau nghâk rawh; Ka beiseina hi ama kuoma inthawka suok a ni sih a."
6,He only is my rock and my salvation: He is my high tower; I shall not be moved.,"Ama chau chu ka lungpui le ka sandamna a nih; Ka kulbîng insâng a na, inhnîng naw ningah."
7,"With God is my salvation and my glory: The rock of my strength, and my refuge, is in God.","Pathien kuomah ka sandamna le ka ropuina a um a, Ka hrâtna lungpui le kân humhimna chu Pathienah a um a."
8,"Trust in him at all times, ye people; Pour out your heart before him: God is a refuge for us. [Selah","Nangni mipuihai, ienglai khawmin ama chu ring unla, In lungril chu a hmaa chun bunthla ro: Pathien chu ei ta dinga inhumhimna a nih."
9,"Surely men of low degree are vanity, and men of high degree are a lie: In the balances they will go up; They are together lighter than vanity.","Mi inhnuoihai hi iengkhawm an ni nawh a, mi insânghai khawm hi khêl an nih; Bûknaa chun an inkâng dai a, Iengkhawm ni lo nêk khawmin an zâng lem a nih."
10,"Trust not in oppression, And become not vain in robbery: If riches increase, set not your heart thereon.","Nêksâwrna hi ring naw unla, Inrûkhmang hi sawngah nei bawk naw unla, Hausakna hung pung sien khawm, a chunga chun in lungril innghat bawk naw ro."
11,"God hath spoken once, Twice have I heard this, That power belongeth unto God.","Pathien chun vawikhat a hril a, E! hi hi vawi hni ka hriet tah: Thilthawtheina hi Pathien ta a nih ti hi."
12,"Also unto thee, O Lord, belongeth lovingkindness; For thou renderest to every man according to his work.","Aw LALPA, zainêmna hi i ta bawk a nih, Mi tin an thilthaw ang sengin i thung hlak sih a."
