verse_no,en,hmr
1,"And there was a famine in the days of David three years, year after year; and David sought the face of Jehovah. And Jehovah said, It is for Saul, and for his bloody house, because he put to death the Gibeonites.","Chun, David damlai chun a kum bi sirin kum thum ṭâm a tlah a; chun, David chun LALPA chu a rawn a. Chun, LALPA chun, “Thisen insuotu Saula le a sûnghai lei a nih; Gibeon mihai a that el si a,” a ta."
2,"And the king called the Gibeonites, and said unto them (now the Gibeonites were not of the children of Israel, but of the remnant of the Amorites; and the children of Israel had sworn unto them: and Saul sought to slay them in his zeal for the children of Israel and Judah);","Chun, lal chun Gibeon mihai chu a ko a, an kuomah, (Gibeon mihai chu Israel thlahai an ni nawh a, Amor mi la um sunhai kha an ni lem a; Israel thlahai chun an chunga chun ṭawng an lo inkhâm tah a; Saula chun Juda thlahai le Israel thlahai ta dinga ṭhahnem a ngai leiin that a tum el hlak a nih)."
3,"and David said unto the Gibeonites, What shall I do for you? and wherewith shall I make atonement, that ye may bless the inheritance of Jehovah?","David chun Gibeon mihai kuoma chun, “Iengam thawpêk ka ti cheu a? LALPA ro chu mal in sâwm theina dingin ieng ang inremna am siempêk ka ti cheu a?” a ta."
4,"And the Gibeonites said unto him, It is no matter of silver or gold between us and Saul, or his house; neither is it for us to put any man to death in Israel. And he said, What ye shall say, that will I do for you.","Chun, Gibeon mihai chun a kuomah, “Saula le a sûnghai le kan chungthua hin tangka le rângkachak tieng thu a ni nawh a, Israel mihai lai hin mi sukhlum theina kan nei bawk nawh,” an ta. Chun, ama chun, “In hril ang taphawt chu thawpêk ka ti cheu,” a ta."
5,"And they said unto the king, The man that consumed us, and that devised against us, that we should be destroyed from remaining in any of the borders of Israel,","Chun, lal kuoma chun, “A mi sukbohmangtu le Israel ram sûng hrim hrima khawm um loa, sukbo- hmang dinga a mi phiertu chu,"
6,"let seven men of his sons be delivered unto us, and we will hang them up unto Jehovah in Gibeah of Saul, the chosen of Jehovah. And the king said, I will give them.","a naupasalhai pasari mi pe la, LALPA mi ruot Saula umna khuo Gibea khuoa chun LALPA hmaah khai kan tih,” an ta. Chun, lal chun, “Pe e â,” a ta."
7,"But the king spared Mephibosheth, the son of Jonathan the son of Saul, because of Jehovah’s oath that was between them, between David and Jonathan the son of Saul.","Nisienlakhawm, lal chun LALPA kuomah David le Saula naupa Jonathan kâra, an pahni inkâra ṭawng inkhâmna leiin Saula naupa Jonathan naupa Mephiboseth chu a hum a."
8,"But the king took the two sons of Rizpah the daughter of Aiah, whom she bare unto Saul, Armoni and Mephibosheth; and the five sons of Michal the daughter of Saul, whom she bare to Adriel the son of Barzillai the Meholathite:","Lal chun Aia naunu Rizpain Saula naupasal pahni a neipêk Armoni le Mephiboseth chu a ṭhuoi a; chun, Meholath mi Barzillai naupa Adriel, Saula naunu Mikalin nau- pasal panga a neipêkhai leh;"
9,"and he delivered them into the hands of the Gibeonites, and they hanged them in the mountain before Jehovah, and they fell all seven together. And they were put to death in the days of harvest, in the first days, at the beginning of barley harvest.","chun, Gibeon mihai kuta chun ân hlân a, chun, anni chun LALPA hmaah thingah an khai a, chuong- chun, an pasari chun hmunkhatah an thi seng a, bu sîk hun, buṭei sîk hun vêl laiin an sukhlum a."
10,"And Rizpah the daughter of Aiah took sackcloth, and spread it for her upon the rock, from the beginning of harvest until water was poured upon them from heaven; and she suffered neither the birds of the heavens to rest on them by day, nor the beasts of the field by night.","Chun, Aia naunu Rizpa chun saiip puon a lâk a, bu sîk ṭantira inthawka vâna inthawka tuiin a hung burkhum chena a umna dingin, lungpui chungah ân zar khum a; an chunga sûna chunglêng vatehai fûk le ramsahai um khawm a phal nawh a."
