verse_no,en,hmr
1,"Masters, render unto your servants that which is just and equal; knowing that ye also have a Master in heaven.","Hotuhai, nangni khawm vânah hotu in nei ti hrein, in suokhai chungah a fel le a mâwitâwk chu thaw ro."
2,"Continue stedfastly in prayer, watching therein with thanksgiving;","Ṭawngṭai fan fan unla, chutaka chun lâwmthu hril pumin ngaiven ro."
3,"withal praying for us also, that God may open unto us a door for the word, to speak the mystery of Christ, for which I am also in bonds;","Khuopa ka umna san, Krista thurûk chu hril dinga Pathienin thu ta dinga kawt a mi hawngpêk theina dingin, kei ngei khawm mi ṭawngṭai pêk ro;"
4,"that I may make it manifest, as I ought to speak.",ka hril ding ang taka ka puong theina dingin.
5,"Walk in wisdom toward them that are without, redeeming the time.",Remchângna inchaw peiin puo- tienga mihai lai chun vartakin um ro.
6,"Let your speech be always with grace, seasoned with salt, that ye may know how ye ought to answer each one.","Mi tin iengtina dawn seng ding am a na ti in hriet theina dingin in ṭawng bausuok chu chia saw, lunginsietna ṭhang ni rawp raw se."
7,"All my affairs shall Tychicus make known unto you, the beloved brother and faithful minister and fellow-servant in the Lord:","Lalpaa unau dittak, rawngbâwl- tu ringum, kan suok chanpui Tukik hin ka chanchin po po inhriettir a ti cheu."
8,"whom I have sent unto you for this very purpose, that ye may know our state, and that he may comfort your hearts;","Hi lei tak hin ama chu in kuomah ka hung tir a nih, kan chanchin in hriet theina ding le in lungril a sukthlamuong theina dingin;"
9,"together with Onesimus, the faithful and beloved brother, who is one of you. They shall make known unto you all things that are done here.","Onisema, unau ringum le indiktak, nangni laia mi le hin. Anni chun hieng tienga thil umzie po po hi inhriettir an ti cheu."
10,"Aristarchus my fellow-prisoner saluteth you, and Mark, the cousin of Barnabas (touching whom ye received commandments; if he come unto you, receive him),","Aristarka ka întângpuipa hin chibai a bûk cheu; Marka, Barnaba tupa khawm hin chibai a bûk cheu (ama chungchâng thua thupêkhai in hmu kha, in kuomah a hung chun lo lâwm ro)."
11,"and Jesus that is called Justus, who are of the circumcision: these only are my fellow-workers unto the kingdom of God, men that have been a comfort unto me.","Isu, Justa an ti hin chibai a bûk bawk cheu: chuonghai chu sertan mi an na, chuonghai chau chu Pathien ram thuah ka sinthawpui a mi thlamuontuhai an nih."
12,"Epaphras, who is one of you, a servant of Christ Jesus, saluteth you, always striving for you in his prayers, that ye may stand perfect and fully assured in all the will of God.","Epaphra, nangni laia mi, Krista Isu suokpa hin chibai a bûk cheu; ama chun Pathien dit zâwng ta- phawta puitling le ring tlatna neia in ngîr theina dingin a ṭawngṭaina- haia chun in ta dingin a thaw rawp a nih."
13,"For I bear him witness, that he hath much labor for you, and for them in Laodicea, and for them in Hierapolis.","Nangni ta ding dâmin, Laodi- keia umhai ta ding dâmin, Hierapolia umhai ta ding dâmin ṭhahnem a ngai bêk bêk ti ka hrietpui a nih."
14,"Luke, the beloved physician, and Demas salute you.",Dittak dâktawr Luka le Dema hin chibai an bûk cheu.
15,"Salute the brethren that are in Laodicea, and Nymphas, and the church that is in their house.",Laodikeia unau umhai kha chibai mi hung bûkpêk ro; Numpha le a ina kohran inkhâwmhai chu chibai mi hung bûkpêk bawk ro aw.
16,"And when this epistle hath been read among you, cause that it be read also in the church of the Laodiceans; and that ye also read the epistle from Laodicea.","Chun, hi lekhathawn hi nangni laia in tiem zo hnungin Laodikei ko- hran khawm intiemtir ve ro; nangni khawmin Laodikeia inthawka le- khathawn kha lo tiem ve bawk ro aw."
17,"And say to Archippus, Take heed to the ministry which thou hast received in the Lord, that thou fulfil it.","Chun, Arkippa kuoma khan, “Rawngbâwlna Lalpaa i hmu kha hlen dingin fimkhur rawh,” ti ro aw."
18,The salutation of me Paul with mine own hand. Remember my bonds. Grace be with you.,"Kei Paulain kut ngeia chibai ka bûkna cheu a ni hi, ka kawl bunhai hi hre zing ro. Lunginsietna in kuomah um raw se."
