verse_no,en,hmr
1,"He that dasheth in pieces is come up against thee: keep the fortress, watch the way, make thy loins strong, fortify thy power mightily.","Sukkawinâwitu chu i hmai- hmaa chun a hung suok ie, kul- bîng chu enkawl la, lampui chu vêng rawh, i kâwng chu sukngar la, i thil- thawtheina chu hrâttakin siem ṭha rawh."
2,"For Jehovah restoreth the excellency of Jacob, as the excellency of Israel; for the emptiers have emptied them out, and destroyed their vine-branches.","Israelhai ropuina angin Jakob- hai ropuina chu LALPA chun ân ngîr nâwk sih a; sukruoktuhaiin anni chu an sukruok zo tah a, an grêp kauhai an suksiet zo ta sih a."
3,"The shield of his mighty men is made red, the valiant men are in scarlet: the chariots flash with steel in the day of his preparation, and the cypress spears are brandished.","A mi hrâthai phaw chu a sen a, mi huoisenhai chu a sen inlârin an inthuom a, an inbuotsaina nia chun tawlailîrhai chu kâpathîr tlêtin a tle zawr zawr a, feihai chu râpthlâktakin ân lap zawk zawk a nih."
4,The chariots rage in the streets; they rush to and fro in the broad ways: the appearance of them is like torches; they run like the lightnings.,"Tawlailîrhai chu kawtthlêra chun an tlân bur bur a, lamlien lien- haia chun an insuk sawk sawk a, meiser angin an inlang a, kâwlinlep angin an tlân thuok thuok a nih."
5,"He remembereth his nobles: they stumble in their march; they make haste to the wall thereof, and the mantelet is prepared.","A mi lienhai chu a hrietsuok a, an fe inruol chu an pêm a; kul bang tieng pan chun an inhmawh a, thil phên ding an siem a."
6,"The gates of the rivers are opened, and the palace is dissolved.","Vadung kawtkhârhai chu hawng a na, lal in chu sukramin a um a."
7,"And it is decreed: she is uncovered, she is carried away; and her handmaids moan as with the voice of doves, beating upon their breasts.","Chun, Huzzab chu an hlîp a, an fe hmangpui a, a suoknuhai chun an âwm inchumin vaṭhu inhrâm ang elin an ṭah a."
8,"But Nineveh hath been from of old like a pool of water: yet they flee away. Stand, stand, they cry; but none looketh back.","Tienlaia inthawk tah Ninevi khuo hi dîl ang a na; amiruokchu, an tlân hmang a, “Ngîr ro, ngir ro,” tiin an ko a, nisienlakhawm, tukhawm an ngha kîr nawh."
9,"Take ye the spoil of silver, take the spoil of gold; for there is no end of the store, the glory of all goodly furniture.","Tangkaruo râllâkhai chu lâkpêk unla, rângkachak râllâk sumhai chu lâkpêk ro; thil sêkkhâwl le thuom- hnaw ṭha po po ropuizie chun tâwpintai a nei si nawh."
10,"She is empty, and void, and waste; and the heart melteth, and the knees smite together, and anguish is in all loins, and the faces of them all are waxed pale.","Sukruokin a um a, a ruok dêr a, a rêm dêr a nih, lungril chu ân tui- hmang a, khûphai chu ân vuoktuoh a, kâwng po po chu a na ngawi ngawi a, an rênga hmêl chu a dâng zo vawng a nih."
11,"Where is the den of the lions, and the feeding-place of the young lions, where the lion and the lioness walked, the lion’s whelp, and none made them afraid?","Tukhawm isukṭit loa an umna, sakeibakneichal dâm, sakeibaknei- pui dâm, an fe vêlna sakeibaknei bu zâwl le sakeibakneitehaiin an fâkna hmun chu khâw lai am a na?"
12,"The lion did tear in pieces enough for his whelps, and strangled for his lionesses, and filled his caves with prey, and his dens with ravin.","Sakeibakneichal chun a têhai khawp tâwk a keinâwi a, sakeibak- neipuihai ta dingin a se hlum a, a pûkhai chu a sasein a suksip a, a bu zâwlhai chu saruong kei nâwiin."
13,"Behold, I am against thee, saith Jehovah of hosts, and I will burn her chariots in the smoke, and the sword shall devour thy young lions; and I will cut off thy prey from the earth, and the voice of thy messengers shall no more be heard.","Sipaihai LALPA chun, “Ngai ta, ka do che a nih, i tawlailîrhai chu raw khu hlut hlut ka ta, i sakeibaknei têhai chu kâwlhnâmin bohmang an tih; chun, hnuoia i sase hi suktâwp ka ta, i palaihai râwl chu hriet ni ta naw ni,” a ta."
