verse_no,en,hmr
1,"And when the queen of Sheba heard of the fame of Solomon, she came to prove Solomon with hard questions at Jerusalem, with a very great train, and camels that bare spices, and gold in abundance, and precious stones: and when she was come to Solomon, she communed with him of all that was in her heart.","Seba lalnu chun Solomon chan- chin chu a lo hrietin, indawnna intak takhai le Solomon chu fie dingin rawi nasatak leh; sanghâwng- sei, riminhnik le rângkachak tamtak le lunghluhai phurtuhai le chun Jerusalema chun a hung a; chun, Solomon kuom a hung tlung chun, a lungrila umhai po po thua chun ama chu ân biekpui tah a."
2,And Solomon told her all her questions; and there was not anything hid from Solomon which he told her not.,"Chun, Solomon chun ân dawn- nahai po po chu a dawn a, Solomon ihriet naw thil, a dawn thei naw iengkhawm a um nawh a."
3,"And when the queen of Sheba had seen the wisdom of Solomon, and the house that he had built,","Chun, Seba lalnu chun Solomon varzie le, in a ibâwl ta le,"
4,"and the food of his table, and the sitting of his servants, and the attendance of his ministers, and their apparel, his cupbearers also, and their apparel, and his ascent by which he went up unto the house of Jehovah; there was no more spirit in her.","dawkâna a bu dâm, a siehlaw inṭhunghai le a rawngbâwltuhai ngîrzie dâm le, an incheinahai le, a no chawituhai le an incheinahai le, a kailâwn LALPA in a hang fena chu a hmu chun, amaa chun lungril dang hrim a um ta nawh a."
5,"And she said to the king, It was a true report that I heard in mine own land of thine acts, and of thy wisdom.","Chun, lal kuoma chun, “I varzie le i thilthawhai keia rama ka lo hriet thuthanghai hi ân dik ngei a ni hi."
6,"Howbeit I believed not their words, until I came, and mine eyes had seen it; and, behold, the half of the greatness of thy wisdom was not told me: thou exceedest the fame that I heard.","Kei ngei ka hung a, ka mit ngeia ka hung hmu hma khan chu an thuhai ka lo ring nawh a; ngai ta, i varna nasatzie chenve khawm hi hril ka lo ni naw hi tie; i hminginthangna ka lo hriet hi i khûm dai a nih."
7,"Happy are thy men, and happy are these thy servants, that stand continually before thee, and hear thy wisdom.","I mihai chu an vângnei a nih, i siehlaw i hmaa ngîr zing zinga, i varna thu ngai hlakhai chu an va vângnei de!"
8,"Blessed be Jehovah thy God, who delighted in thee, to set thee on his throne, to be king for Jehovah thy God: because thy God loved Israel, to establish them for ever, therefore made he thee king over them, to do justice and righteousness.","LALPA i Pathien chu inpâkin um raw se; ama chun LALPA i Pathien ta dinga lal ni dinga lalṭhungphaa inṭhungtir che chu a lâwm zâwng tak a na; i Pathien chun Israelhai chu kumkhuoa tungding zing chu a nuom zâwng a ni leiin, indiktaka rorêlna chu nei dingin an chunga lalah a siem che a ni hi,” a ta."
9,"And she gave the king a hundred and twenty talents of gold, and spices in great abundance, and precious stones: neither was there any such spice as the queen of Sheba gave to king Solomon.","Ama chun lal chu rângkachak talent za le sâwmhni le, riminhnik tamtak le, lunghluhai a pêk a; Seba lalnuin Solomon kuoma a pêk ang hrim hrim riminhnik a la um ngai nawh."
10,"And the servants also of Huram, and the servants of Solomon, that brought gold from Ophir, brought algum-trees and precious stones.","Chun, Huram siehlawhai le Solomon siehlawhai Ophira in- thawka rângkachak hung phurtuhai khan algum thing le lunghlu an hung phur a."
