verse_no,en,hmr
1,"Now I make known unto you brethren, the gospel which I preached unto you, which also ye received, wherein also ye stand,","Chun, unauhai, Chanchin Ṭha ka hril cheu kha inhriettir nâwk ka ti cheu; chu Chanchin Ṭha chu in lâwm a, chutaka bawk chun in ngîr a;"
2,"by which also ye are saved, if ye hold fast the word which I preached unto you, except ye believed in vain.","ka thu hril cheu kha in awi mei mei a ni nawh a, in pawm tlat a ni chun, chutaka bawk chun sandam mêkin in um a nih."
3,For I delivered unto you first of all that which also I received: that Christ died for our sins according to the scriptures;,"A hmasatakin, ka ihmu ve bawk chu ka hril sâwng cheu kha; khânga Krista chu Pathien Lekha thu hril ang peia ei suolhai leia a thi a,"
4,and that he was buried; and that he hath been raised on the third day according to the scriptures;,"an phûm a, Pathien Lekha thu ang peiin ni thum nia keithoin a um a."
5,and that he appeared to Cephas; then to the twelve;,"Kipha kuomah a hung inlâr dâm kha; chun, sâwm le pahnihai kuomah ân lâr nâwk a."
6,"then he appeared to above five hundred brethren at once, of whom the greater part remain until now, but some are fallen asleep;",Chu hnunga chun unau za nga nêka tam lai ân lâr nawk a; chuhai laia mi tam lem chu tu chen hin an la dam rawp a; ṭhenkhat ruok chu an in tah a.
7,then he appeared to James; then to all the apostles;,"Chun, Jakob kuomah ân lâr nâwk a, chu hnung chun tirkohai po po kuomah;"
8,"and last of all, as to the child untimely born, he appeared to me also.","chun, a tâwptaka chun, a hun nawa pieng ang keima kuoma khawm ân lâr a."
9,"For I am the least of the apostles, that am not meet to be called an apostle, because I persecuted the church of God.","Kei chu tirko laia chîntak, Pathien kohranhai ka suknawmna leia tirkoa inbûk tlâklo ka ni sih a."
10,"But by the grace of God I am what I am: and his grace which was bestowed upon me was not found vain; but I labored more abundantly than they all: yet not I, but the grace of God which was with me.","Nisienlakhawm, Pathien lung- insietna leiin ka ni ni ka ni tah; chun, a lunginsietna a mi pêk chu a thlâwnin a um nawh a, chuong nêk hmanin anni po po nêkin ka thaw nasa lem kha; nisienlakhawm, keia khâtin ka thaw nawh a, Pathien lunginsietna ka kuoma um khan a thaw lem a nih."
11,"Whether then it be I or they, so we preach, and so ye believed.","Iengkhawm ni sienla, kei khawmin, anni khawmin khâng ang khan kan hril hlak a, nangniin khâng khan in awi bawk a."
12,"Now if Christ is preached that he hath been raised from the dead, how say some among you that there is no resurrection of the dead?","Chun, Krista thu: mithi laia inthawka keithoin a um ti an hril si chun, iengtiziea nangni laia ṭhen- khatin “Mithi thonâwkna hrim hrim a um nawh” in ti?"
13,"But if there is no resurrection of the dead, neither hath Christ been raised:",Mithi thonâwkna hrim hrim a um naw chun Krista khawm kha keithoin um naw ni;
14,"and if Christ hath not been raised, then is our preaching vain, your faith also is vain.","chun, Krista chu keithoa a um si naw chun, kan thu hril hi iengkhawm ni naw nih a, in awi khawm ieng- khawm ni naw ni."
15,"Yea, and we are found false witnesses of God; because we witnessed of God that he raised up Christ: whom he raised not up, if so be that the dead are not raised.","Anih, Krista a keitho ti Pathien kan hrietpui lei khan, Pathien tieng thuah hrietpuitu khelhlip lo ni bawk kan tih — Mithihai keithoa an um naw chun, ama khawm keitho da ni ie."
16,"For if the dead are not raised, neither hath Christ been raised:","Mithihai keithoin an um si naw chun, Krista khawm kha keithoin um si naw ni,"
17,"and if Christ hath not been raised, your faith is vain; ye are yet in your sins.","chun, Krista kha keithoa a um naw chun, in iâwi chu iengkhawm ni naw ni, in suolnaa chun in la um zing nîng a tih."
18,Then they also that are fallen asleep in Christ have perished.,"Chuong chu a ni chun, Kristaa in tahai kha an bohmang tah nîng a tih."
19,"If we have only hoped in Christ in this life, we are of all men most pitiable.",Tulai dam sûng chaua Krista chunga beiseina nei ei ni chun mi po poa lungsietumtak lo nîng ei tih.
20,"But now hath Christ been raised from the dead, the firstfruits of them that are asleep.","Nisienlakhawm, Krista chu mithi laia inthawkin keithoin a um tak zet a nih, a inhai tho hmaṭhuoitu a lo ni tah."
21,"For since by man came death, by man came also the resurrection of the dead.",Mihriem leia thina a lo um leiin mihriem lei bawkin mithi thonâwkna a lo um ta bawk a.
22,"For as in Adam all die, so also in Christ shall all be made alive.","Adama chun mi po po an thi hlak angin, Kristaa chun mi po po sukhringin um bawk an tih."
23,"But each in his own order: Christ the firstfruits; then they that are Christ’s, at his coming.","Nisienlakhawm, mâni hun seng peiah, keitho ning an tih: ahmasa takin Krista, tho hmathuoitu; chu hnungah, a hung phaleh Ama tahai po."
24,"Then cometh the end, when he shall deliver up the kingdom to God, even the Father; when he shall have abolished all rule and all authority and power.","Chu hnunga chun a tâwp chu la hung tlung a tih, chu pha chun rorêlnahai po po le thuneina thil- thawtheina po pohai a sukbo hnungin, Pathien kuomah, Pa kuoma ngei chun ram chu pêng a tih;"
25,"For he must reign, till he hath put all his enemies under his feet.",a hmêlmahai po po a ke hnuoia a sie hmakhat chu ama chu lala um ding hrim a ni sih a.
26,The last enemy that shall be abolished is death.,Hmêlma nuhnungtak sukboa um ding chu thina hi a nih.
27,"For, He put all things in subjection under his feet. But when he saith, All things are put in subjection, it is evident that he is excepted who did subject all things unto him.","“Ama chun a ke hnuoiah iengkim a sie sih a”; nisienlakhawm, “A hnuoiah iengkim siein a um”, ti hin, a hnuoia iengkim sietu chu a ṭhang ve nawh ti ân lang zing a nih."
28,"And when all things have been subjected unto him, then shall the Son also himself be subjected to him that did subject all things unto him, that God may be all in all.","Chun, a hnuoia iengkim siea a um pha chun, Naupa ngei khawm chu a hnuoia iengkim sietu hnuoia siein um bawk a tih, Pathien chu iengkima iengkim a ni theina dingin."
29,"Else what shall they do that are baptized for the dead? If the dead are not raised at all, why then are they baptized for them?","Chuong ang a ni naw chun, mithi puola baptisma changhai chu iengtin am thâwng an ta? Mithihai chu keithoa an um dêr si naw ding chun, iengdinga anni puola baptisma an chang hlak?"
