verse_no,en,hmr
1,"Hear ye now what Jehovah saith: Arise, contend thou before the mountains, and let the hills hear thy voice.","LALPA thu hril chu tuhin lo ngai ta u: Tho la, tlâng lienhai hmaa chun khing la, tlâng chînhai chun i râwl ngai raw se."
2,"Hear, O ye mountains, Jehovah’s controversy, and ye enduring foundations of the earth; for Jehovah hath a controversy with his people, and he will contend with Israel.","Aw tlâng lienhai, LALPA khing- na chu ngai unla, nangni leihnuoi innghatna hlunhai, lo ngai ro; LALPA chu a mihai leh an inkhing a, Israelhai chu khing a tih."
3,"O my people, what have I done unto thee? and wherein have I wearied thee? testify against me.","“Aw ka mihai, in chungah ieng am ka thawh a? Ieng kawng âm ka suksâwl cheu a? Mi hung khing ta u."
4,"For I brought thee up out of the land of Egypt, and redeemed thee out of the house of bondage; and I sent before thee Moses, Aaron, and Miriam.","Aigupta rama inthawk chun ka ṭhuoi suok cheu a, suoka inthawkin kân tlansuok cheu a, in hmaah Mosie hai le, Aron hai le Miriam hai ka hung tir kha."
5,"O my people, remember now what Balak king of Moab devised, and what Balaam the son of Beor answered him; remember from Shittim unto Gilgal, that ye may know the righteous acts of Jehovah.","Aw ka mihai, LALPA thilthaw fel chu in hriet theina dingin, Moab lal Balak thu rawt le Beor naupa Balaamin a dawn dân, Sittima in- thawka Gilgal chenin thil umziehai kha, tuhin hre zing ro.”"
6,"Wherewith shall I come before Jehovah, and bow myself before the high God? shall I come before him with burnt-offerings, with calves a year old?","Ieng lêm LALPA hmaa chun hung ka ta, Pathien chunghnung hmaa chun kûn ka ta? Pumraw- hmang thilinhlânhai, bâwngte kum khat mihai leh a hmaa chun ka hung ding am a nih?"
7,"will Jehovah be pleased with thousands of rams, or with ten thousands of rivers of oil? shall I give my first-born for my transgression, the fruit of my body for the sin of my soul?","LALPA chu berâmchal sâng tamtak amanih, hriek vadung sîng- haia dâm chun a lungawi ding am a nih? Ka bawsietna leiin ka nau lutîr chu ka pêkin, ka thlarau suolna leiin ka taksa ra chu ka pêk ding am a nih?"
8,"He hath showed thee, O man, what is good; and what doth Jehovah require of thee, but to do justly, and to love kindness, and to walk humbly with thy God?","Aw mihriem, a ṭha chu ân entir ta che a nih; LALPAIN a phût che chu ieng am a na? Indiktaka thaw le lunginsietna ngainat le i Pathien le thuhnuoirawltaka lêng hmunkhat chu a ni naw am a nih?"
9,"The voice of Jehovah crieth unto the city, and the man of wisdom will see thy name: hear ye the rod, and who hath appointed it.","LALPA chun khawpui chu a khêkkhum a nih, varna nei mi chun i hming chu ṭîng a tih; “Hembâwk le a buotsaitu chu hre ro."
10,"Are there yet treasures of wickedness in the house of the wicked, and a scant measure that is abominable?",Mi rilo ina chun rîtlona robâwmhai chu a la umin inkhina dawrâwm tirdakumtakhai chu a la um rawp am?
11,"Shall I be pure with wicked balances, and with a bag of deceitful weights?",Bûkna indik nawhai le ip rik dân dawhahai leh inthieng ka ni thei ding am a nih?
12,"For the rich men thereof are full of violence, and the inhabitants thereof have spoken lies, and their tongue is deceitful in their mouth.","Chutaka mi hausahai chu pâwngnêknain an sip sih a, chutaka chênghai chun khêl an hril a, an bau sûnga an lei chu mi hlêm hmang a nih."
13,Therefore I also have smitten thee with a grievous wound; I have made thee desolate because of thy sins.,"Chuleiin, kei khawma nataka hliemin ka vuok ta cheh a, i suolna- hai leiin râusanah ka siem ta che a nih."
14,"Thou shalt eat, but not be satisfied; and thy humiliation shall be in the midst of thee: and thou shalt put away, but shalt not save; and that which thou savest will I give up to the sword.","Fâk chu fâng i ta, nisienla- khawm, khawp naw ti ni; i kuoma chun i tlâwmna chu um a ta, sawn i ta, nisienlakhawm, himin thak hmang naw ti ni; i fe hmangpuihai khawm chu kâwlhnâmah pe suok tho ka tih."
15,"Thou shalt sow, but shalt not reap; thou shalt tread the olives, but shalt not anoint thee with oil; and the vintage, but shalt not drink the wine.","Chîng chu chîng i ta, sîk naw ti ni, oliv rahai chu sirsâwr i ta, nisien- lakhawm, a hriek chu nâl naw ti ni; grêp ra chu sâwr la khawm, a uoin chu dâwn naw ti ni."
16,"For the statutes of Omri are kept, and all the works of the house of Ahab, and ye walk in their counsels; that I may make thee a desolation, and the inhabitants thereof a hissing: and ye shall bear the reproach of my people.","Omri thuruothai chu vawng zing a ni sih a, Ahab sûngkuo thil- thaw po pohai leh; an remruothaia chun in fe a nih; chuleiin, hmun râusanah ka siem ta ding che a nih, a sûnga chênghai hi nuizatbûr dingin; chun, ka mihai hmingsietna chu phur in tih.”"
