verse_no,en,hmr
1,"Woe is me! for I am as when they have gathered the summer fruits, as the grape gleanings of the vintage: there is no cluster to eat; my soul desireth the first-ripe fig.",Ka chung a va rik de! nisapui thei an sîkkhâwm laia um ang le grêp lo hun laia grêp hmu ṭhel lo ding ang ka ni sih a; ra bâwr fâk ding a um nawh; ka hringna hin theichang hmin hmasa a châk a nih;
2,"The godly man is perished out of the earth, and there is none upright among men: they all lie in wait for blood; they hunt every man his brother with a net.","Pathien ngaisak mi chu hnuoia inthawk hin an bohmang a, mihriem lai hin mi indiktak hrim an um nawh; thisen insuo dingin an inchân vawng a, mi tinin mâni unau chu lênin an ve a nih."
3,"Their hands are upon that which is evil to do it diligently; the prince asketh, and the judge is ready for a reward; and the great man, he uttereth the evil desire of his soul: thus they weave it together.","An kuthai chu thil ṭha naw chungah taimataka thaw dingin an innghat a; lal chun thamna a ngên a, rorêltu chun lâwmman a ngiet a; milien chun a lungril thil suksuolna a hril suok a; chuong ang chun an inthuruol tâwl a nih."
4,"The best of them is as a brier; the most upright is worse than a thorn hedge: the day of thy watchmen, even thy visitation, is come; now shall be their perplexity.","Anni laia mi ṭhatak khawm chu buor ang a na, mi indiktak khawm chu hlohlingnei nêkin a se lem; i vêngtuhai ni, fanga i um ni ngei chu a hung tlung tah, chu chu an lungin- zîngna ni nîng a tih."
5,Trust ye not in a neighbor; put ye not confidence in a friend; keep the doors of thy mouth from her that lieth in thy bosom.,"Ruol chu ring naw unla, ṭhuoitua chun ringna innghat naw ro; i âng- sûnga umnu kuom ngeia khawm chun i bau kawtkhârhai chu vêng ṭha rawh."
6,"For the son dishonoreth the father, the daughter riseth up against her mother, the daughter-in-law against her mother-in-law; a man’s enemies are the men of his own house.","Naupa chun pa hming a suksiet a, naunu chun a nu a do a, moin a tarpi a do sih a; mihriem hmêlmahai chu ama sûnghai ngei an nih."
7,"But as for me, I will look unto Jehovah; I will wait for the God of my salvation: my God will hear me.",Kei ruok chun chu LALPA en ka ta; ka sandamna Pathien chu nghâk ka tih; ka Pathien chun a mi ngai ding a nih.
8,"Rejoice not against me, O mine enemy: when I fall, I shall arise; when I sit in darkness, Jehovah will be a light unto me.","Aw ka hmêlma, mi diriem el naw rawh, ka tlûk pha khawm tho nâwk ka tih; inthima ka ṭhung khawmin LALPA chu ka ta dinga var nîng a tih."
9,"I will bear the indignation of Jehovah, because I have sinned against him, until he plead my cause, and execute judgment for me: he will bring me forth to the light, and I shall behold his righteousness.","LALPA chunga chun thil ka suksuol ta leiin, a lungninawna nasa- tak chu phur ka tih, ka chungthu a mi hrilpui a, ka ta dinga rorêlna chu a muolsuo hmakhat chun: vara chun mi ṭhuoi suok a ta, a felna chu hmûng ka tih."
10,"Then mine enemy shall see it, and shame shall cover her who said unto me, Where is Jehovah thy God? Mine eyes shall see my desire upon her; now shall she be trodden down as the mire of the streets.","Chuongchun, ka hmêlma ka kuoma, “Khâwlai am LALPA i Pathien?” titu chun hmûng a ta, muolphonain ama chu inkhum a tih. Ka mithai hin ama chu en a ta; tuhin chu kawthlêr chirhak anga sirde ni tâng a tih."
