verse_no,en,hmr
1,"And David the king said unto all the assembly, Solomon my son, whom alone God hath chosen, is yet young and tender, and the work is great; for the palace is not for man, but for Jehovah God.","Chun, lal David chun mipui inkhâwmhai po po kuoma chun, “Ka naupa Solomon Pathienin ama ngei a hung thlang hi, a la naupangin a la dâwng a, sin hlak chu a nasa hle a; a in chu mihriem ta ding ni loin, LALPA Pathien ta ding a ni sih a."
2,"Now I have prepared with all my might for the house of my God the gold for the things of gold, and the silver for the things of silver, and the brass for the things of brass, the iron for the things of iron, and wood for the things of wood; onyx stones, and stones to be set, stones for inlaid work, and of divers colors, and all manner of precious stones, and marble stones in abundance.","Tuhin, ka Pathien in ta ding chun ka thei ang tâwp po po chu ka lo buotsai tah a; rângkachak thilhai dinga chun rângkachak, tangkaruo thilhai dinga chun tangkaruo, dârsen thilhai dinga chun dârsen dâm, thîr thilhai dinga chun thîr dâm, thing thilhai dinga chun thing dâm, berul lunghai, lung inbûk dinghai, lung a phûma phûm dinghai le, ze tum tum dinghai dâm, lunghlu chi tinrênghai le sailungvâr chihai leh; tam tâwk takin."
3,"Moreover also, because I have set my affection on the house of my God, seeing that I have a treasure of mine own of gold and silver, I give it unto the house of my God, over and above all that I have prepared for the holy house,","Chu nawa khawm chun, ka Pathien in dinga ditsakna tak ka nei leiin, rângkachak le tangkaruohai keima ta ngei siekhawl ka nei ti ka hmu chun, chu in inthieng ta dinga ka buotsaihai po po bâka chun, ka Pathien in ta ding chun ka pêk sa bawk a;"
4,"even three thousand talents of gold, of the gold of Ophir, and seven thousand talents of refined silver, wherewith to overlay the walls of the houses;","chu chu rângkachak talent sâng thum, Ophir rângkachak chu; tang- karuo inthieng, a in bang chu sûng- tienga zûtna dingin talent sâng sari: rângkachak thilhaia dingin rângka- chak,"
5,"of gold for the things of gold, and of silver for the things of silver, and for all manner of work to be made by the hands of artificers. Who then offereth willingly to consecrate himself this day unto Jehovah?","tangkaruo thilhaia dingin tang- karuo, themthiemhai kuta siem dinga sin iengkima dinga hmang ding po pohai chu. LALPA kuomah vawi- sûn hin tu am inpumpêk dingin inphaltakin inhlân a ta?” a ta."
6,"Then the princes of the fathers’ houses, and the princes of the tribes of Israel, and the captains of thousands and of hundreds, with the rulers over the king’s work, offered willingly;","Chun, pahnam laia hotuhai le, Israel hnam laia hotuhai le, za khat le sâng khat pâwl chunga hotuhai leh, lal sin chunga rorêltuhai le chun phaltakin an inpêk tah a."
7,"and they gave for the service of the house of God of gold five thousand talents and ten thousand darics, and of silver ten thousand talents, and of brass eighteen thousand talents, and of iron a hundred thousand talents.","Chuongchun, Pathien in rawng- bâwlna ding chun rângkachak talent sâng nga le, darik sîng khat le, tangkaruo talent sîng khat le dârsen talent sîng khat le, sâng riet le, thîr talent nuoi khat an pêk a."
8,"And they with whom precious stones were found gave them to the treasure of the house of Jehovah, under the hand of Jehiel the Gershonite.","Chun, lunghlu lo neituhai chun LALPA in ro ina dingin Gerson mi Jehiel kuta chun an pêk bawk a."
9,"Then the people rejoiced, for that they offered willingly, because with a perfect heart they offered willingly to Jehovah: and David the king also rejoiced with great joy.","Chun, mipuihai chu phaltaka an inhlân lei chun an hlim a, lung- ril tluongtaka LALPA kuoma an inhlân lei chun; chun, lal David ngei khawm chu namênin a lâwm nawh a."
10,"Wherefore David blessed Jehovah before all the assembly; and David said, Blessed be thou, O Jehovah, the God of Israel our father, for ever and ever.","Chuleichun, David chun mipui inkhâwmhai po po hmaa chun LALPA chu ân pâk a; David chun a hril a, “Aw LALPA, kan thlatu Israel Pathien, chatuon chatuonin nang chu inpâkin um la;"
