verse_no,en,hmr
1,"Moreover David and the captains of the host set apart for the service certain of the sons of Asaph, and of Heman, and of Jeduthun, who should prophesy with harps, with psalteries, and with cymbals: and the number of them that did the work according to their service was:","Chunawa khawm David le sipai hotuhai chun dârbenthek le, perkhuong le ṭingṭanghai le thu hril duol duola rawngbâwltu dingin Jeduthun le Heman le Asaph nau- pasalhai chu an ṭheh a; chun, an rawngbâwlna ang peia chuong sin- thawhai sinthawtuhai nizât chu hi hi a nih:"
2,"of the sons of Asaph: Zaccur, and Joseph, and Nethaniah, and Asharelah, the sons of Asaph, under the hand of Asaph, who prophesied after the order of the king.","Asaph naupasalhai chu: Zakkur, Josef, Nethania le Asarela hai hi Asaph naupasalhai chu an nih, lal thupêk anga Asaph hnuoia thuhril- tuhai chu."
3,"Of Jeduthun; the sons of Jeduthun: Gedaliah, and Zeri, and Jeshaiah, Hashabiah, and Mattithiah, six, under the hands of their father Jeduthun with the harp, who prophesied in giving thanks and praising Jehovah.","Jeduthun pâwl chu, Jeduthun naupasalhai chu Gedalia, Zeri, Jesaia, Simei, Hasabia le Mattithia hai, paruk hi an pa Jeduthun rawia ṭingṭang le LALPA chu inpâka lâwmthu hriltuhai chu an nih."
4,"Of Heman; the sons of Heman: Bukkiah, Mattaniah, Uzziel, Shebuel, and Jerimoth, Hananiah, Hanani, Eliathah, Giddalti, and Romamti-ezer, Joshbekashah, Mallothi, Hothir, Mahazioth.","Heman pâwl chu: Heman nau- pasalhai chu: Bukkia, Mattania, Uzziel, Sebuel, Jerimoth, Hanania, Hanani, Eliatha, Giddalti, Romamti- ezer, Josbekasa, Mallothi, Hothir le Mahazioth hai an na;"
5,"All these were the sons of Heman the king’s seer in the words of God, to lift up the horn. And God gave to Heman fourteen sons and three daughters.",hienghai po po hi Pathien thua saki mûta lal zâwlnei Heman nau- pasalhai an nih. Pathien chun Heman chu naupasal sâwmpali le naunuhmei pathum a pêk a.
6,"All these were under the hands of their father for song in the house of Jehovah, with cymbals, psalteries, and harps, for the service of the house of God; Asaph, Jeduthun, and Heman being under the order of the king.","Hienghai po po hi Pathien ina rawngbâwlnaa, ṭingṭanghai le dâr- benthekhai le perkhuonghai le LALPA ina hla pâwl dinga an pa hnuoia um an nih; Asaph hai, Jedu- thun hai, Heman hai chu lal thuhnuoiah an um sih a."
7,"And the number of them, with their brethren that were instructed in singing unto Jehovah, even all that were skilful, was two hundred fourscore and eight.","Chun, anni le an unauhai LAL- PA ta dinga hla sak dinga inchûk- tira uma, sak thiem tahai nizât chu za hni sâwmriet pariet an nih."
8,"And they cast lots for their offices, all alike, as well the small as the great, the teacher as the scholar.","Chun, a chîn ni leh, a lien ni leh, inchûktirtu le inchûktu khawm, angkhat vawngin, an thil thaw ding chu aisânin an en hlak a."
9,Now the first lot came forth for Asaph to Joseph: the second to Gedaliah; he and his brethren and sons were twelve:,Asaph ta dinga aisân pakhatna chu Josef chungah a tluh a; a pahnina chu Gedalia chungah; ama le a unauhai le a naupasalhai leh sâwm pahni an nih:
10,"the third to Zaccur, his sons and his brethren, twelve:","a pathumna chu Zakkur chungah, a naupasalhai le a unauhai leh sâwmpahni an nih."
11,"the fourth to Izri, his sons and his brethren, twelve:","a palina chu Izri chungah, a naupasalhai le a unauhai le chun sâwmpahni an nih;"
12,"the fifth to Nethaniah, his sons and his brethren, twelve:","a pangana chu Nethania chungah, a naupasalhai le a unauhai chu sâwmpahni an nih;"
13,"the sixth to Bukkiah, his sons and his brethren, twelve:","a parukna chu Bukkia chungah, a naupasalhai le a unauhai leh sâwmpahni an nih:"
14,"the seventh to Jesharelah, his sons and his brethren, twelve:","a pasarina chu Jesarela chung- ah, a naupasalhai le a unauhai leh sâwmpahni an nih;"
15,"the eighth to Jeshaiah, his sons and his brethren, twelve:","a parietna chu Jesaia chungah, a naupasalhai le a unauhai leh sâwmpahni an nih;"
16,"the ninth to Mattaniah, his sons and his brethren, twelve:","a pakuona chu Mattania chung- ah, a naupasalhai le a unauhai leh sâwmpahni an nih;"
17,"the tenth to Shimei, his sons and his brethren, twelve:","a sâwmna chu Simei chungah, a naupasalhai le a unauhai leh sâwmpahni an nih;"
18,"the eleventh to Azarel, his sons and his brethren, twelve:","a sâwmpakhatna chu Azarel chungah, a naupasalhai le a unauhai leh sâwmpahni an nih;"
19,"the twelfth to Hashabiah, his sons and his brethren, twelve:","a sâwmpahnina chu Hasabia chungah, a naupasalhai le a unauhai leh sâwmpahni an nih;"
20,"for the thirteenth, Shubael, his sons and his brethren, twelve:","a sâwmpathumna chu Subael chungah, a naupasalhai le a unauhai leh sâwmpahni an nih;"
21,"for the fourteenth, Mattithiah, his sons and his brethren, twelve:","a sâwmpalina chu Mattithia chungah, a naupasalhai le a unauhai leh sâwmpahni an nih;"
22,"for the fifteenth to Jeremoth, his sons and his brethren, twelve:","a sâwmpangana chu Jeremoth chungah, a naupasalhai le a unauhai leh sâwmpahni an nih;"
23,"for the sixteenth to Hananiah, his sons and his brethren, twelve:","a sâwmparukna chu Hanania chungah, a naupasalhai le a unauhai leh sâwmpahni an nih;"
24,"for the seventeenth to Joshbekashah, his sons and his brethren, twelve:","a sâwmpasarina chu Josbekasa chungah, a naupasalhai le a unauhai leh sâwmpahni an nih;"
25,"for the eighteenth to Hanani, his sons and his brethren, twelve:","a sâwmparietna chu Hanani chungah, a naupasalhai le a unauhai leh sâwmpahni an nih;"
26,"for the nineteenth to Mallothi, his sons and his brethren, twelve:","a sâwmpakuona chu Mallothi chungah, a naupasalhai le a unauhai leh sâwmpahni an nih;"
27,"for the twentieth to Eliathah, his sons and his brethren, twelve:","a sâwmhnina chu Eliatha chungah, a naupasalhai le a unauhai leh sâwmpahni an nih;"
28,"for the one and twentieth to Hothir, his sons and his brethren, twelve:","a sâwmhni pakhatna chu Hothir chungah, a naupasalhai le a unauhai leh sâwmpahni an nih;"
29,"for the two and twentieth to Giddalti, his sons and his brethren, twelve:","sâwmhni pahnina chu Giddalti chungah, a naupasalhai le a unauhai leh sâwmpahni an nih;"
30,"for the three and twentieth to Mahazioth, his sons and his brethren, twelve:","a sâwmhni pathumna chu Mahazioth chungah, a naupasalhai le a unauhai leh sâwmpahni an nih;"
31,"for the four and twentieth to Romamtiezer, his sons and his brethren, twelve.","a sâwmhni palina chu Romam- ti-ezer chungah, a naupasalhai le a unauhai leh sâwmpahni an nih."
