verse_no,en,hmr
1,"And as for me, in the first year of Darius the Mede, I stood up to confirm and strengthen him.","“Chun, kei chu, Median mi Daria kum khatna kum chun ama chu sukhrâta sukdet dingin ka ngîr tah a."
2,"And now will I show thee the truth. Behold, there shall stand up yet three kings in Persia; and the fourth shall be far richer than they all: and when he is waxed strong through his riches, he shall stir up all against the realm of Greece.","“Chun, tuhin thudik chu inentir ka ti che. Ngai ta, Persiaa hin lal pathum la hung ngîrsuok an ta; a palina chu anni po po nêk chun nasatakin hausa lem a tih: chun, a hausakna leia a hung hrât chun, Grik ram do dingin mi po po chawktho a tih."
3,"And a mighty king shall stand up, that shall rule with great dominion, and do according to his will.","Chun, lal thilthawtheitak, ram ropuitaka rorêltu ding chu hung ngîrsuok a ta, a nuom ang ang chu hung thâwng a tih."
4,"And when he shall stand up, his kingdom shall be broken, and shall be divided toward the four winds of heaven, but not to his posterity, nor according to his dominion wherewith he ruled; for his kingdom shall be plucked up, even for others besides these.","A hung ngîrsuok phingle chun a ram chu sukkhawi nîng a ta, kawlkil palihai anga chun sem dar nîng a tih; a thlahai amani le a rorêlna ram dungzui chun ni chuong naw nih a, a ram chu hieng mihai titâk lo khawm mi danghai ta ding khawma suk- thlawng a ni ding a ni sih a."
5,"And the king of the south shall be strong, and one of his princes; and he shall be strong above him, and have dominion; his dominion shall be a great dominion.","“Chun, simtieng lal chu hung hrât a ta, a lalhai laia pakhat leh; ama nêk chun hung hrât a ta, lal ram chu hung nei a tih; a lal ram chu ram ropuitak hung ni bawk a tih."
6,"And at the end of years they shall join themselves together; and the daughter of the king of the south shall come to the king of the north to make an agreement: but she shall not retain the strength of her arm; neither shall he stand, nor his arm; but she shall be given up, and they that brought her, and he that begat her, and he that strengthened her in those times.","Kum iengzât amani hnunga chun anni chu hung inzawm khâwm an ta, simtienga lal naunu chu hmârtienga lal kuoma chun inremna siem dingin hung a tih; nisienlakhawm, a kut hrâtna chu nei sawng naw nih; amapa chu ngîr naw nih a, a kut khawm châng bawk naw ni; nisien- lakhawm, chuong nihaia amanu lo sukhrâttu le amanu lo thlatupa le, ama hung ṭhuoituhai chu amanu le chun bânsanin um an tih."
7,"But out of a shoot from her roots shall one stand up in his place, who shall come unto the army, and shall enter into the fortress of the king of the north, and shall deal against them, and shall prevail.","Nisienlakhawm, a zunghai puok- suoka inthawkin mi pakhat a hmuna chun hung ngîrsuok a ta, ama chu sipai pâwl leh hung a ta, hmârtieng lal kula chun hung lût a ta, anni chu do a ta, hne bawk a tih;"
8,"And also their gods, with their molten images, and with their goodly vessels of silver and of gold, shall he carry captive into Egypt; and he shall refrain some years from the king of the north.","an pathienhai le, an milim sunga sunghai le, an tangkaruo le rângka- chak bûrlebêl ṭhatak takhai chu râllâkin Aigupta rama chun phur hmang bawk a tih; chun, kum tam lem sûng chu hmârtieng lal nêkin inlal a tih."
9,"And he shall come into the realm of the king of the south, but he shall return into his own land.","“Chun, simtieng lal rama chun hung lût a ta, nisienlakhawm, ama rama bawk kîr nâwk a tih."
10,"And his sons shall war, and shall assemble a multitude of great forces, which shall come on, and overflow, and pass through; and they shall return and war, even to his fortress.","A naupasalhai chun sipai ropui- tak tamtak el khâwm an ta, do an ta, chu chu hung an ta, a luongin hung luong liem an ta, fe thleng an tih; chun, hung kîr nâwk an ta, a kul ngei chu hung do an tih."
