verse_no,en,hmr
1,Every wise woman buildeth her house; But the foolish plucketh it down with her own hands.,"Nuhmei var taphawt chun a in chu a bâwl a, Nuhmei invêt ruok chun a kuthaiin a ṭhiek hlak."
2,He that walketh in his uprightness feareth Jehovah; But he that is perverse in his ways despiseth him.,"Mi, felnaa fe chun LALPA chu a ṭih a, A lampuihaia khêlinhlip ruok chun ama a hmusit hlak."
3,In the mouth of the foolish is a rod for his pride; But the lips of the wise shall preserve them.,"Mi invêt baua chun chapona hmawl a um a, Mi var hmûrhai ruok chun hla lem a tih."
4,"Where no oxen are, the crib is clean; But much increase is by the strength of the ox.","Bâwngchalhai um nawnaa chun ran in chu a fai a, Amiruokchu, hlâwkna nasatak chu bâwngchal hrâtna lei a nih."
5,A faithful witness will not lie; But a false witness uttereth lies.,"Thuhretu ringum chu inkhêl naw nih a, Thuhretu indik naw ruok chun khêl hril a tih."
6,"A scoffer seeketh wisdom, and findeth it not; But knowledge is easy unto him that hath understanding.","Hmusittu chun varna a zawng hlak a, a hmu ngai nawh, Hrietthiemna neitu ta ding ruok chun thiemna chu a awlsam hlak."
7,"Go into the presence of a foolish man, And thou shalt not perceive in him the lips of knowledge.","Mi invêt hmaihmaa inthawk chun fe hmang rawh, Amaa inthawk chun thiemna hmûrhai hmu chuong naw ti nih."
8,The wisdom of the prudent is to understand his way; But the folly of fools is deceit.,"Mi var varna chu a lampui hrietthiem chu a na, Mi invêt invêtna ruok chu khêlthu chu a nih."
9,A trespass-offering mocketh fools; But among the upright there is good will.,"Mi suol chun suolna chu an nuisan a, Mi tluonghai laia ruok chun Pathien ditsakna chu a um."
10,The heart knoweth its own bitterness; And a stranger doth not intermeddle with its joy.,"Lungril chun ama khâkna tak chu a hriet a, Hmêlmak mi chun an hlimna chu a sukbuoi ngai nawh."
11,The house of the wicked shall be overthrown; But the tent of the upright shall flourish.,"Mi khawhlo in chu nam thlûk nîng a ta, Mi tluong puon in ruok chu um rân a tih."
12,There is a way which seemeth right unto a man; But the end thereof are the ways of death.,"Mihriem kuoma indik âwmtak- a inlang lampui chu a um a, Chu tâwpna ruok chu thina lampuihai a nih."
13,Even in laughter the heart is sorrowful; And the end of mirth is heaviness.,"Innuinaa ngei khawm lungril chu a lungngai a, Chu hlimna tâwpna chu chungrikna a nih."
14,The backslider in heart shall be filled with his own ways; And a good man shall be satisfied from himself.,"Lungrila hnungtawltu chu ama lampuihai ngeia suksip nîng a ta, Chun, mi ṭha chu amaa inthawk ngei chun suktlai nîng a tih."
15,The simple believeth every word; But the prudent man looketh well to his going.,"Mi mâwl chun thu tinrêng el hi a ring a, Mi var ruok chun a fena chu a en ngun hlak."
16,"A wise man feareth, and departeth from evil; But the fool beareth himself insolently, and is confident.","Mi var chun suol chu a ṭih a, a fe hmangsan hlak a, Mi invêt ruok chun chaponain a hmang a, ama ân ring tlat hlak."
