verse_no,en,hmr
1,"And Jehovah spake unto Moses, saying,","LALPA chun Mosie a biek a,"
2,"Command the children of Israel, that they bring unto thee pure olive oil beaten for the light, to cause a lamp to burn continually.","“Israel thlahai chu oliv hriek inthiengtak, sit dinga sâwr, khâwn- var sukchawk zingna dinga i kuoma hung la dingin thu pe rawh."
3,"Without the veil of the testimony, in the tent of meeting, shall Aaron keep it in order from evening to morning before Jehovah continually: it shall be a statute for ever throughout your generations.","Intuokna puon ina thuinhriettir- na puonzâr puotienga chun, zân- tienga inthawka zingkâr chena dingin, LALPA hmaah Aron chun sie fel raw se; hi hi in thlahai chena kumkhaw dân ding a nih."
4,He shall keep in order the lamps upon the pure candlestick before Jehovah continually.,LALPA hmaah khâwnvar siena inthiengtak chunga chun khâwnvar- hai chu sie fel hlak raw se.
5,"And thou shalt take fine flour, and bake twelve cakes thereof: two tenth parts of an ephah shall be in one cake.","“Chun, beiphit indi mi la la, chu chu bei sâwmpahnia siemin ur la, bei pakhat chu epha hmun sâwma ṭheha hmun hni peia siem ding a nih."
6,"And thou shalt set them in two rows, six on a row, upon the pure table before Jehovah.","LALPA hmaa dawkân inthieng chunga chun tlar hniin, tlar khata paruk ve vein în tlar ding a nih."
7,"And thou shalt put pure frankincense upon each row, that it may be to the bread for a memorial, even an offering made by fire unto Jehovah.","A tlar hnia chun beraw inthieng- tak i sie ve ve ding a nih, chu chu bei le chun hriet zingna, LALPA kuoma mei hmanga thilinhlân ang a hung ni theina dingin."
8,"Every sabbath day he shall set it in order before Jehovah continually; it is on the behalf of the children of Israel, an everlasting covenant.","Châwlni taphawtah LALPA hmaah Aron chun a sie fel hlak ding a nih, kumkhaw thuthlungna, Israel thlahai ta ding a nih."
9,And it shall be for Aaron and his sons; and they shall eat it in a holy place: for it is most holy unto him of the offerings of Jehovah made by fire by a perpetual statute.,"Chun, Aron le a naupasalhai chanpuol nîng a ta, hmun inthiengah an fâk ding a nih; kumkhaw dâna LALPA kuoma mei hmanga thilin- hlânhai laia mi, a chanpuol inthieng tak a ni sih a,” tiin."
10,"And the son of an Israelitish woman, whose father was an Egyptian, went out among the children of Israel; and the son of the Israelitish woman and a man of Israel strove together in the camp:","Israel nuhmei naupa, a pa chu Aigupta mi, pakhat chu Israel thlahai lai a va feh a; chu Israel nuhmei naupa le Israel mi pakhat riebûka chun an insuol a;"
11,"and the son of the Israelitish woman blasphemed the Name, and cursed; and they brought him unto Moses. And his mother’s name was Shelomith, the daughter of Dibri, of the tribe of Dan.","Israel nuhmei naupa chun ṭawngsie inphurin Pathien hming a hrilsiet a; chuongchun, ama chu Mosie kuomah an hung ṭhuoi a. A nu hming chu Selomith a na. Dan chi Dibri naunu a nih."
12,"And they put him in ward, that it might be declared unto them at the mouth of Jehovah.",LALPA baua thu suok nghâkna dingin intângna inah an khum a.
13,"And Jehovah spake unto Moses, saying,","Chun, LALPA chun Mosie a biek a,"
14,"Bring forth him that hath cursed without the camp; and let all that heard him lay their hands upon his head, and let all the congregation stone him.","“Ṭawngsiea inkhâmtu chu rie- bûk puoah ṭhuoi unla, a hretuhai po po chun a luah an kut innghat hai sienla, mi po po chun lungin dêng raw hai se."
15,"And thou shalt speak unto the children of Israel, saying, Whosoever curseth his God shall bear his sin.","Chun, Israel thlahai chu hril la, an kuomah, ‘Tukhawm a Pathien ṭawngsie inphur taphawt chun a suol maw chu phur a tih."
16,"And he that blasphemeth the name of Jehovah, he shall surely be put to death; all the congregation shall certainly stone him: as well the sojourner, as the home-born, when he blasphemeth the name of Jehovah, shall be put to death.","Chun, LALPA hming hrilsetu taphawt chu sukhlum ngei ding a nih; mi po poin lungin dêng an ta; LALPA hming an hrilsiet chun ram dang mi khawm, a ram mi khawm sukhlum ding an nih."
17,And he that smiteth any man mortally shall surely be put to death.,Tuolthattu chu sukhlum ngei ding a nih.
18,"And he that smiteth a beast mortally shall make it good, life for life.","Ran thattu taphawt chun a thung ding a nih, hringna aiah hringna."
19,"And if a man cause a blemish in his neighbor; as he hath done, so shall it be done to him:","Miin a tuolbâwm a sukhmêlhem chun, a thaw angtak chun a chungah thaw ve ding a nih; ru tliek aiah ru tliek, mit aiah mit, ha aiah ha;"
20,"breach for breach, eye for eye, tooth for tooth; as he hath caused a blemish in a man, so shall it be rendered unto him.",mi a sukhmêlhem angin ama chunga khawm thaw ve ding a nih.
21,And he that killeth a beast shall make it good: and he that killeth a man shall be put to death.,Ran sukhlumtu chun a thung ding a nih; mi sukhlumtu chu suk- hlum ve ding a nih.
22,"Ye shall have one manner of law, as well for the sojourner, as for the home-born: for I am Jehovah your God.","Ram dang mihai le a ram mihai ta dingin dân hmunkhat in nei ding a nih; kei hi LALPA in Pathien chu ka ni sih a,’ ti rawh,” tiin."
23,"And Moses spake to the children of Israel; and they brought forth him that had cursed out of the camp, and stoned him with stones. And the children of Israel did as Jehovah commanded Moses.","Chuongchun, Mosie chun Israel thlahai chu a biek a; ṭawngsiea inkhâmtu chu riebûk puoah an ṭhuoi suok a, lungin an dêng a. Israel thla- hai chun LALPAIN Mosie thu a pêk ang chun an thaw tah a."
