verse_no,en,hmr
1,"In that day Jehovah with his hard and great and strong sword will punish leviathan the swift serpent, and leviathan the crooked serpent; and he will slay the monster that is in the sea.","Chu nia chun LALPA chun a kâwlhnâm ngei ṭhatak, lien- tak, ringumtak chun leviathan rûlpui hrâttak le leviathan rûlpui kâwi ngul chu hrem a ta, tuipuia dragon um chu that bawk a tih."
2,"In that day: A vineyard of wine, sing ye unto it.","Chu nia chun, “Uoin grêp huon pakhat chu, chu chu chawimawiin hla sak ro."
3,"I Jehovah am its keeper; I will water it every moment: lest any hurt it, I will keep it night and day.","Kei LALPA hi a vêngtu ka nih; mitkhapkâr tinin tui buok ka ta, tukhawma an tâwk nawna dingin a sûn a zânin vêng ka tih."
4,"Wrath is not in me: would that the briers and thorns were against me in battle! I would march upon them, I would burn them together.","Keimaa hin lunginsenna a um nawh ie; buor le hlohlingneihai chun mi doin mi hung thaw hrim hai sien aw! anni chu thaw dingin fêng ka ta, hmun khatah ka raw hlut hlut ding bah."
5,"Or else let him take hold of my strength, that he may make peace with me; yea, let him make peace with me.","An naw vêk leh, keima le inremna dingin ka hrâtna hi chel raw se; anih, mîn rempui ro.”"
6,In days to come shall Jacob take root; Israel shall blossom and bud; and they shall fill the face of the world with fruit.,"Hun la hung tlung dinga chun Jakobhai chun zung kei an ta; Israelhai chu kumûmin pâr an tih; chuongchun, hnuoi chung hi rain suksip an tih."
7,Hath he smitten them as he smote those that smote them? or are they slain according to the slaughter of them that were slain by them?,"Ama vawtuhai a vuok ang takin ama chu a vuok vêm a nih? annawleh, ama thathai that ang takin ama chu thatin a um vêm a nih?"
8,"In measure, when thou sendest them away, thou dost contend with them; he hath removed them with his rough blast in the day of the east wind.",Ama chu în fe hmangtir laiin a hun charin ama chu i sêl a; khawsak thli hrâng ni chun ân thli natak chun ama chu a lên sawn tah a.
9,"Therefore by this shall the iniquity of Jacob be forgiven, and this is all the fruit of taking away his sin: that he maketh all the stones of the altar as chalkstones that are beaten in sunder, so that the Asherim and the sun-images shall rise no more.","Chuleiin, hi hin Jakobhai rîtlona chu sâwpfai nîng a ta, hi hi an suol fe hmangpuina ra ruok a nih; Aserahai le nisa limhai chu tho nâwk ta lo ding khawpin mâichâm lung po po chu tlak lung suknawi rem rum ang elin an siem hi."
10,"For the fortified city is solitary, a habitation deserted and forsaken, like the wilderness: there shall the calf feed, and there shall he lie down, and consume the branches thereof.","Khuo kulpui nei chu a khaw- sâwt a, umna, mi hnungsawn le fesan hnung a ni ta sih a, thlalêr ang elin; chutaka chun bâwngtê tlâng a ta, chutaka bawk chun bawk a ta, a kauhai chu fâng a tih."
11,"When the boughs thereof are withered, they shall be broken off; the women shall come, and set them on fire; for it is a people of no understanding: therefore he that made them will not have compassion upon them, and he that formed them will show them no favor.","A kauhai chu a vuoi pha chun thliekin um a ta, nuhmeihai hung an ta, raw el an tih; hriet theina hrim hrim nei naw mihai an ni sih a; chuleiin, anni siemtu chun anni chu lunginsiet naw nih a, anni inngîrtu chun anni chu a ditin ditsak hrim hrim bawk naw nih."
12,"And it shall come to pass in that day, that Jehovah will beat off his fruit from the flood of the River unto the brook of Egypt; and ye shall be gathered one by one, O ye children of Israel.","Chu nia chun LALPA chun Vadung a kuong sipa luong dûl dûla inthawkin, Aigupta vadungtê chenin a ra vaw thlâng a ta; chuongchun, aw Israel thlahai, a khât khâta rûtin um in tih."
13,"And it shall come to pass in that day, that a great trumpet shall be blown; and they shall come that were ready to perish in the land of Assyria, and they that were outcasts in the land of Egypt; and they shall worship Jehovah in the holy mountain at Jerusalem.","Chu nia chun tawtawrâwt lientak mût an ta; chuongchun, Assuria rama bohmang vâng vânghai le, Aigupta rama hnawtdawka umhai chu hung an ta; Jerusalem khuoa tlâng inthienga chun, LALPA chu chibai bûk an tih."
