verse_no,en,hmr
1,"The burden of the valley of vision. What aileth thee now, that thou art wholly gone up to the housetops?","Inlârna ruom phurrik chu. Ieng am in ti a ni leh, in chunga dâm in lâwn vawng leh?"
2,"O thou that art full of shoutings, a tumultuous city, a joyous town; thy slain are not slain with the sword, neither are they dead in battle.","Aw khêk ria sip, khawpui sa mur mur, khaw hlimtak, i sûnga an that- hai chu kâwlhnâma that an ni nawh a, indonaa thi an ni bawk nawh."
3,"All thy rulers fled away together, they were bound by the archers; all that were found of thee were bound together; they fled afar off.","I rorêltuhai po po chu an tlân hmang tâwl a, thal kâp mihai khuop- in an um a; i ta an hmu po po chu khuop hlawmin an um a, hlataka inthawka hung tlân hmanghai chu."
4,"Therefore said I, Look away from me, I will weep bitterly; labor not to comfort me for the destruction of the daughter of my people.","Chuleiin, kei chun, “Mi en loin, khingtieng en ro, ka ṭap rak rak ding a nih; ka mihai naunuhai râllâka an lâk thua chun mi thlêm inkhaw nuom naw ro,” ka tih a."
5,"For it is a day of discomfiture, and of treading down, and of perplexity, from the Lord, Jehovah of hosts, in the valley of vision; a breaking down of the walls, and a crying to the mountains.","LALPA, sipaihai LALPAA in- thawk chun, inlârna ruoma hin buoina le sirdena le lunginzîngna ni a ni sih a; kulpui bang suksietna le tlânghai kona chu."
6,"And Elam bare the quiver, with chariots of men and horsemen; and Kir uncovered the shield.","Chuongchun, Elam mihai chun thal bâwm an chawi a, mihriem chuongna tawlailîrhai le sakawr chung chuong mihai leh; Kir mihai chun phaw tuomna chu an sût a."
7,"And it came to pass, that thy choicest valleys were full of chariots, and the horsemen set themselves in array at the gate.","Chun, i ruom ṭhatakhai chu taw- lailîrhaiin a sip tah a, sakawr chung chuong mihai chu kul kawtkhâr bula chun an intlim hmur a."
8,And he took away the covering of Judah; and thou didst look in that day to the armor in the house of the forest.,"Chun, Judahai inkhumna chu a lâk hmang a; chu nia chun rampui hmuna râl inthuomna chu in en tah a."
9,"And ye saw the breaches of the city of David, that they were many; and ye gathered together the waters of the lower pool;","David khaw kul a se laihai chu in en bawk a; a tam ti in hriet a, chun, dîl thlanghnung lem tuihai chu in inluong khâwmtir tah a."
10,"and ye numbered the houses of Jerusalem, and ye brake down the houses to fortify the wall;","Chun, Jerusalem inhai in tiem a, kulpui bang siem ṭhatna dingin inhai chu in ṭhiek a."
11,"ye made also a reservoir between the two walls for the water of the old pool. But ye looked not unto him that had done this, neither had ye respect unto him that purposed it long ago.","Dîl hlui tui umna dingin kulpui pahni inkâra chun tui intling khâwm- na in siem a; nisienlakhawm, chuong thawtu tieng chu in en si nawh a, inhmaa lo siemtu chu in ngaisak bawk nawh."
12,"And in that day did the Lord, Jehovah of hosts, call to weeping, and to mourning, and to baldness, and to girding with sackcloth:","Chu nia chun LALPA, sipaihai LALPA chun, ṭap ding le, âwm inchum ding le, lu sukkawl ding le, saiip puon dierkei dingin a ko a;"
13,"and, behold, joy and gladness, slaying oxen and killing sheep, eating flesh and drinking wine: Let us eat and drink, for to-morrow we shall die.","nisienlakhawm, ngai ta, hlimna le lâwmna dâm, bâwng thatna le berâm thatna dâm, sa fâkna le uoin dâwnna dâm a um ta lem a. “Fain dâwn ei tiu khai, zinga chun ei thi el ding a ni sih a,” an tih a."
14,"And Jehovah of hosts revealed himself in mine ears, Surely this iniquity shall not be forgiven you till ye die, saith the Lord, Jehovah of hosts.","Chuongchun, sipaihai LALPA chun ka naah ân hriettir a, “Mathei- loin hi suolna hi in thi hmakhat chun nangni laia hi sukfai ni ta naw nih, LALPA, sipaihai LALPA chun a tih,” tiin."
15,"Thus saith the Lord, Jehovah of hosts, Go, get thee unto this treasurer, even unto Shebna, who is over the house, and say,","LALPA, sipaihai LALPA chun, hieng ang hin a tih, “Fe la, hi sum enkawltu hrep kuoma hin, Sebnaa, lal in chunga hotua um ngei kuoma chun fe rawh."
16,"What doest thou here? and whom hast thou here, that thou hast hewed thee out here a sepulchre? hewing him out a sepulchre on high, graving a habitation for himself in the rock!","Chun, a kuomah hieng ang hin hril rawh: Hitaka hin ieng am i thawh a? Hitaka hin tuhai am i nei a, thlân hi i kerkuok kher a ni leh? Nangma ta dingin insângtakah thlân i kerkuoh a, i ta dinga lungpuia umna i siem hrim hi!"
17,"Behold, Jehovah, like a strong man, will hurl thee away violently; yea, he will wrap thee up closely.","Ngai ta, LALPA chun mi hrâtna a pei angin pei rak a ti che; anih, a fûnin fûn tlat a ti che."
18,"He will surely wind thee round and round, and toss thee like a ball into a large country; there shalt thou die, and there shall be the chariots of thy glory, thou shame of thy lord’s house.","Ama chun matheiloin thil hlûm angin sukvir a ti cheh a, ram lientak- ah vawr lût a ti che; chutaka chun thîng i ta, chutaka bawk chun, nang mâni lal insûng sukmuolphotupa, i ropuina tawlailîrhai chu um a tih."
19,And I will thrust thee from thine office; and from thy station shalt thou be pulled down.,"I sinthawnaa inthawk chun hnawt suok ka ti cheh a, ama chun i hotu ninaa inthawk chu hnûk thlâng a ti che."
