verse_no,en,hmr
1,The word that Isaiah the son of Amoz saw concerning Judah and Jerusalem.,Amoz naupa Isaiin Judahai le Jerusalem chungchâng thu a hmu chu.
2,"And it shall come to pass in the latter days, that the mountain of Jehovah’s house shall be established on the top of the mountains, and shall be exalted above the hills; and all nations shall flow unto it.","Ni nuhnungahai chun LALPA in umna tlâng chu tlâng lien chungahai chun sukdetin um a ta, tlâng chînhai chunga chun dawm sângin um bawk a ta, chutaka chun hnam tinrênghai chu fe nguoi nguoi an tih."
3,"And many peoples shall go and say, Come ye, and let us go up to the mountain of Jehovah, to the house of the God of Jacob; and he will teach us of his ways, and we will walk in his paths: for out of Zion shall go forth the law, and the word of Jehovah from Jerusalem.","Chun, chi tamtakhai chu fêng an ta, “Hung unla, LALPA tlângah, Jakob Pathien ina chun, hang fêng ei tiu; chuongchun, ama chun a lampui chanchinhai chu mîn chûktir a ta, a lampuiahai chun fêng ei tih,” tîng an tih. Ziona inthawk chun dân thu chu a hung suok ding a ni sih a. LALPA thu chu Jerusalema inthawkin a hung suok ding a nih."
4,"And he will judge between the nations, and will decide concerning many peoples; and they shall beat their swords into plowshares, and their spears into pruning-hooks; nation shall not lift up sword against nation, neither shall they learn war any more.","Ama chun hnam tin kârah ro rêl a ta, chi tamtak khawm kâwk bawk a tih; chun, an kâwlhnâmhai chu hnuoi inletna hmawr zumahai sut an ta, an feihai chu thei kûng âtbawngna chem inkuoiahai sut an ta, hnam dangin hnam dang chungah kâwlhnâm inlet ta naw nih a, indo dân khawm inchûk ta bawk naw ni hai."
5,"O house of Jacob, come ye, and let us walk in the light of Jehovah.","Aw Jakob sûnghai, hung unla, LALPA vara hin lêng ei tiu khai."
6,"For thou hast forsaken thy people the house of Jacob, because they are filled with customs from the east, and are soothsayers like the Philistines, and they strike hands with the children of foreigners.","Khawsak tienga dân hung suokhaiin an hung sip a, Philistin mihai anga aisânthiemhai an nih a, ram dang mi nauhai leh kut le kut an inben leiin, i mi Jakob sûnghai chu i mâksan ta sih a."
7,"And their land is full of silver and gold, neither is there any end of their treasures; their land also is full of horses, neither is there any end of their chariots.","An ram chu tangka le râng- kachakin a sip a, an sumhai chu tiem sêng ruol a ni bawk nawh; an ram chu sakawrin a sip a, an tawlailîr- hai chu tiem sêng ruol an ni bawk nawh."
8,"Their land also is full of idols; they worship the work of their own hands, that which their own fingers have made.","An ram chu milimin a sip a, anni kuta thaw suok, anni kutpârhaia siem chu an biek hlak."
9,"And the mean man is bowed down, and the great man is brought low: therefore forgive them not.","Mi chînhai chu sukhnuoiin an um a, mi lienhai chu suktlâwmin an um bawk a, chuleiin, anni chu ngaidam naw rawh."
10,"Enter into the rock, and hide thee in the dust, from before the terror of Jehovah, and from the glory of his majesty.","LALPA ṭiumnaa inthawk le a mawina ropuinaa inthawk chun lung- puia chun lût unla, pilvutah inbi- hmang ro."
11,"The lofty looks of man shall be brought low, and the haughtiness of men shall be bowed down, and Jehovah alone shall be exalted in that day.","Mihriem inditnahai chu suk- tlâwmin um a ta, mihai chapona chu sukhnuoiin um a tih; chu nia chun LALPA chau chu chawisângin um a tih."
12,"For there shall be a day of Jehovah of hosts upon all that is proud and haughty, and upon all that is lifted up; and it shall be brought low;","Sipaihai LALPA ni chu inngai- sâng le, chapo po po chunga le chawisânga um po pohai chunga chun a la um ding a ni sih a; chuongchun, suktlâwmin um a tih;"
13,"and upon all the cedars of Lebanon, that are high and lifted up, and upon all the oaks of Bashan,","Lebanon tlânga sidar thing insângtak le chawisânga umhai po po chunga dâm, Basan rama thingsaisuo po po chunga dâm;"
14,"and upon all the high mountains, and upon all the hills that are lifted up,","tlâng lien insângtak chunga dâm, tlâng chîn dawm sânga um po po chunga dâm;"
15,"and upon every lofty tower, and upon every fortified wall,","in insâng insângtak tak chunga dâm, kul tlângpui bang nei po po chunga dâm;"
16,"and upon all the ships of Tarshish, and upon all pleasant imagery.","Tarsis lawng lien po po chunga dâm, thil tehlêm ditum po po chunga dâm khawm la um a tih."
17,"And the loftiness of man shall be bowed down, and the haughtiness of men shall be brought low; and Jehovah alone shall be exalted in that day.","Mihriem inditnahai chu suk- hnuoiin um a ta, mihai chapona chu suktlâwmin um bawk a tih; chu nia chun LALPA chau chu chawisângin um a tih."
18,And the idols shall utterly pass away.,"Chun, milimhai chu bohmang dai an tih."
19,"And men shall go into the caves of the rocks, and into the holes of the earth, from before the terror of Jehovah, and from the glory of his majesty, when he ariseth to shake mightily the earth.","Chun, hnuoi hi nasatak taka sukhnîng dinga a tho pha chun, LALPA ṭiumnaa inthawk le a mawina ropuinaa inthawk chun mihai chu lungpui pûkahai le hnuoi kuoahai chun lût an tih."
20,"In that day men shall cast away their idols of silver, and their idols of gold, which have been made for them to worship, to the moles and to the bats;","Chuong niahai chun mihai chun an tangka milimhai le an rângkachak milimhai, biek dinga an insiem- pêkhai chu, buikelet kuoma le bâk kuoma chun pei an ta,"
21,"to go into the caverns of the rocks, and into the clefts of the ragged rocks, from before the terror of Jehovah, and from the glory of his majesty, when he ariseth to shake mightily the earth.","hnuoi hi nasatak taka sukhnîng dinga a tho pha, LALPA ṭiumnaa in- thawk le, a mawina ropuinaa inthawk chun, lungpui pûkahai le râwl lungpui kakahai chun lût an tih."
22,"Cease ye from man, whose breath is in his nostrils; for wherein is he to be accounted of?","An hnâr chaua thuok um, mihriem ring hi bânsan ta ro, ieng kawng âm ring tlâk an ni hrim leh?"
