verse_no,en,hmr
1,"The burden of Tyre. Howl, ye ships of Tarshish; for it is laid waste, so that there is no house, no entering in: from the land of Kittim it is revealed to them.","Tura khaw phurrik chu. Tarsis lawng lienhai, khêk rak rak ro; in hrim hrim um naw khawp le lûtna hrim hrim um naw khawp rauin Tura chu suksietin a um ta hi, chu chu Kupra rama inthawk chun an kuoma suklangin a um a."
2,"Be still, ye inhabitants of the coast, thou whom the merchants of Sidon, that pass over the sea, have replenished.","Thlierkâra umhai, to ṭhiep ro, Zidon khaw sumdâwng tuisuorieta fehai isukmuk chu."
3,"And on great waters the seed of the Shihor, the harvest of the Nile, was her revenue; and she was the mart of nations.","Tuipuia Sihor chi, Nile vadung bu sîk chu, a hlâwkna a ni hlak a, hnam tin sumdâwngna hmun a ni hlak."
4,"Be thou ashamed, O Sidon; for the sea hath spoken, the stronghold of the sea, saying, I have not travailed, nor brought forth, neither have I nourished young men, nor brought up virgins.","Aw Zidon, inzak rawh: tuisuoriet, tuisuoriet kulpui chun, thu a hril ta sih a, “Nauha se kân vawi ngai nawh a, nau ka nei ngai bawk nawh, tlang- vâl hlak ka châwm ngai bawk nawh a, nunghâk khawm ka vailien ngai nawh,” tiin."
5,"When the report cometh to Egypt, they shall be sorely pained at the report of Tyre.",Thuthang chu Aigupta ram a tlung pha chun Tura thuthang chu nasatakin invawi an tih.
6,"Pass ye over to Tarshish; wail, ye inhabitants of the coast.","Tarsisah va kai unla; thlierkâra umhai, khêk rak rak ro."
7,"Is this your joyous city, whose antiquity is of ancient days, whose feet carried her afar off to sojourn?","Hi hi maw in khaw hlim tak, a hlunzie khawṭoṭima mi tah, a kein hlataka um dinga a iṭhuoi hlak chu?"
8,"Who hath purposed this against Tyre, the bestower of crowns, whose merchants are princes, whose traffickers are the honorable of the earth?","Lallukhum inkhumtirtu khuo Tura chunga hin tuin am hi hi tlung dingin a ruot a? Chutaka sumdâwng- tuhai chu mi lienhai an na, chutaka sumdâwngtuhai chu hnuoi mi inzaumhai an ni sih a."
9,"Jehovah of hosts hath purposed it, to stain the pride of all glory, to bring into contempt all the honorable of the earth.","Sipaihai LALPA chun ropuina po po chapona chu sukmawi lo ding le, hnuoia mi inzaumhai po po hmusit- uma inumtir dingin a ruot a nih."
10,"Pass through thy land as the Nile, O daughter of Tarshish; there is no restraint any more.","Aw Tarsis naunu, Nile vadung angin i rama chun luong liem rawh; i kâwngkhitna hrim hrim a um ta naw hi."
11,"He hath stretched out his hand over the sea, he hath shaken the kingdoms: Jehovah hath given commandment concerning Canaan, to destroy the strongholds thereof.","Tuisuoriet chungah a kut a phar a, ramhai chu a sukhnîng a, LALPA chun Kanaan ram chungchâng thuah thu a pêk a, a kulbînghai sukse ding- in."
12,"And he said, Thou shalt no more rejoice, O thou oppressed virgin daughter of Sidon: arise, pass over to Kittim; even there shalt thou have no rest.","Chun, ama chun, “Aw Zidon nau nunghâk, mi nêksâwr, hlim nâwk ta naw ti nih; tho la, Kittim ramah kai rawh; chutaka khawm chun châwlna hrim hrim hmu chuong naw ti nih,” a ta."
13,"Behold, the land of the Chaldeans: this people was not; the Assyrian founded it for them that dwell in the wilderness; they set up their towers; they overthrew the palaces thereof; they made it a ruin.","En ta, Kaldaihai ram hi, hieng mihai hi an um ta nawh; Assuria mi chun thlalêra ramsahai ta dingin a ruot tah a nih; an in insânghai chu a bâwl a, chutaka lal inhai chu an sukbohmang a, in sieah a siem tah a."
14,"Howl, ye ships of Tarshish; for your stronghold is laid waste.","Tarsis lawng lienhai, khêk rak rak ro, in kulbîng chu suksietin a um ta hi."
15,"And it shall come to pass in that day, that Tyre shall be forgotten seventy years, according to the days of one king: after the end of seventy years it shall be unto Tyre as in the song of the harlot.","Chun, chu nia chun, Tura khuo chu, lal pakhat kum tiem a, kum sâwmsari sûng chu theinghilin um a tih; kum sâwmsari bo hnung chun nawchizawr hlaa an hril angin Tura khaw chunga chun la tlung a tih:"
16,"Take a harp, go about the city, thou harlot that hast been forgotten; make sweet melody, sing many songs, that thou mayest be remembered.","“Nang nawchizawr mihai theinghil ta hnung! ṭingṭang la la, tuol fang rawh, ṭingṭang kei la, hla tamtak sak rawh, hrieta i um nâwk theina dingin.”"
17,"And it shall come to pass after the end of seventy years, that Jehovah will visit Tyre, and she shall return to her hire, and shall play the harlot with all the kingdoms of the world upon the face of the earth.","Chun, kum sâwmsari bo hnung chun, LALPA chun Tura khuo chu hung sir a ta, chuongchun, ama chu a hlaw hnawtin um nâwk a tih, hnuoi chunga khawvêl ram po poa nawchizawrin um a tih."
18,"And her merchandise and her hire shall be holiness to Jehovah: it shall not be treasured nor laid up; for her merchandise shall be for them that dwell before Jehovah, to eat sufficiently, and for durable clothing.","Chun, a sum themsuok le a hlaw chu LALPA ta dinga thil inthieng nîng a ta, chu chu inkhâwlin amanih, sie khâwlin amanih um naw nih a; a sum themsuok chu LALPA hmaa umhai ta dingin a ni ding a ni sih a; hnienghnâra an fâk ding le, silfên ropuitak an nei theina dingin."
