verse_no,en,hmr
1,"My spirit is consumed, my days are extinct, The grave is ready for me.","“Ka thlarau chu a kawidar a, ka nihai chu a hung bo tah a, thlân chu keia ta dingin inzosa a nih."
2,"Surely there are mockers with me, And mine eye dwelleth upon their provocation.","Matheiloin, ka kuoma hin nuisantuhai an um a nih, An suklungsennaa chun ka mit chu a châm zing a nih."
3,"Give now a pledge, be surety for me with thyself; Who is there that will strike hands with me?","“Tuhin intiemna siem la, nangma chu ring tlat ngamna che mi siempêk rawh. Chutaka chun tu am kuthai mi benpui ding an um a?"
4,For thou hast hid their heart from understanding: Therefore shalt thou not exalt them.,"An lungril chu nangin hrietnaa inthawkin i thuppêk sih a, Chuleiin, nangin anni chu chawimawi naw ti nih."
5,"He that denounceth his friends for a prey, Even the eyes of his children shall fail.","Fâk dinga a ruolhai inthlim chu, A nauhai mithai ngei khawm chu la hlawsam a tih."
6,But he hath made me a byword of the people; And they spit in my face.,Ama chun mihai hrilinsîmah a mi siem a; Mî chil sâk khum ka hung ni ta hi.
7,"Mine eye also is dim by reason of sorrow, And all my members are as a shadow.",Lungngaina leiin ka mit khawm a hung inthim a; Ka taksaa bunghai po po khawm chu hlim ang an nih.
8,"Upright men shall be astonished at this, And the innocent shall stir up himself against the godless.","Mi tluong chu hitaka hin mak tîng a ta, Mi pawitâwklo chu Pathien ngaisak lo chungah insukthatho a tih."
9,"Yet shall the righteous hold on his way, And he that hath clean hands shall wax stronger and stronger.","Mi fel chun a lampui chu chel zing a ta, Kut faihai neitu chu hung hrât deu deu a tih."
10,"But as for you all, come on now again; And I shall not find a wise man among you.","Amiruokchu, in rêngin kîr unla, tuhin hung ro: Nangni lai mi var ka hmu thei si nawh a,"
11,"My days are past, my purposes are broken off, Even the thoughts of my heart.","Ka nihai chu a liem a, ka thiltumhai chu a hung seh a, Ka lungril ngaituohai ngei chu."
12,"They change the night into day: The light, say they, is near unto the darkness.","Zân chu sûnah an inchangtir a: ‘Var chun inthim a hnai tah,’ an tih a."
13,If I look for Sheol as my house; If I have spread my couch in the darkness;,"Seol chu ka in anga ka en chun, Inthima chun ka ṭhunghmun chu ka rem chun;"
14,"If I have said to corruption, Thou art my father; To the worm, Thou art my mother, and my sister;","Khur kuoma chun, ‘Ka pa i nih’ ka tih a, Nge kuoma chun, ‘Ka nu le ka farnu i nih’ ka ti bawk chun,"
15,"Where then is my hope? And as for my hope, who shall see it?",Ka beiseina chu khâwlai am ni tâng a ta? Ka beiseina chu tuin am hmu tâng a ta?
16,"It shall go down to the bars of Sheol, When once there is rest in the dust.","Seol kawt bulahai chun fe thlâng a ta, Pilvutah châwl hmunkhat tâng kan tih,” tiin."
