verse_no,en,hmr
1,"Then Job answered and said,","Chun, Job chun a dawn a, a hril tah a:"
2,"Oh that my vexation were but weighed, And all my calamity laid in the balances!","“Aw ka lungzîngnahai hi bûk vawng thei ni sien, Ka vângduoinahai hi bûknahaia bûk vawng ni sien chu aw!"
3,For now it would be heavier than the sand of the seas: Therefore have my words been rash.,"Tuisuoriet phâiphin nêkin a rik âwm sih a; Chuleiin, ka thuhai hi a rawp ta a ni hi."
4,"For the arrows of the Almighty are within me, The poison whereof my spirit drinketh up: The terrors of God do set themselves in array against me.","Iengkimthawthei thalhai chu keimaa hin a um a, Chutaka a tûr chu ka thlarau hin a dâwn sih a; Pathien ṭiumnahai chu kei mi epin an intlar a."
5,Doth the wild ass bray when he hath grass? Or loweth the ox over his fodder?,"Ram sabengtung chu hlobet a hmu sûng chun ân hrâm hlak am a nih? Annawleh, bâwngchal chu a hlo pet ding chungah ân bu hlak am a nih?"
6,Can that which hath no savor be eaten without salt? Or is there any taste in the white of an egg?,"Thil alna nei lo chu chi boin fâk thei a ni hlak am a nih? Annawleh, ârtui puovâra hin inhnikna hrim a um am a nih?"
7,My soul refuseth to touch them; They are as loathsome food to me.,"Ka lungrilin anni a tâwk nuom nawh a, Ka ta dingin bu tirdakumtak ang an nih."
8,Oh that I might have my request; And that God would grant me the thing that I long for!,"“Aw ka ihni hi nei thei lang, Pathienin thil ka ichâk hi mi phalpêk sien chu aw!"
9,"Even that it would please God to crush me; That he would let loose his hand, and cut me off!",Kei mi nuoihâwp dingin Pathien suklungâwi ni sien chu; A kut hung inletin mi sât thla el sienla!
10,"And be it still my consolation, Yea, let me exult in pain that spareth not, That I have not denied the words of the Holy One.","Chuongchun, lungmuongna la nei ka ta; Anih, natna a chuong a liem um ta loa khawm hin insukpasal ka tih; Mi inthieng thuhai chu kân phat ngai si nawh a."
11,"What is my strength, that I should wait? And what is mine end, that I should be patient?","Ka hrâtna chu ieng am a na, ka la nghâk phawt ding chu? Ka tâwpna khawm chu ieng am a na, ka tuor ṭâl ṭâlna ding chu?"
12,Is my strength the strength of stones? Or is my flesh of brass?,"Ka hrâtna hi lunghai hrâtna am a nih? Annawleh, ka taksa hi dârsen am a nih?"
13,"Is it not that I have no help in me, And that wisdom is driven quite from me?","Hrâtna ti ding êm ka nei nawh a, Ṭhangpuina hmuna ding hrim khawm ka nei nawh,"
14,To him that is ready to faint kindness should be showed from his friend; Even to him that forsaketh the fear of the Almighty.,“Châu dêra um ṭêp chunga chun a ruol chun lunginsietna a nei ding a nih; Iengkimthawthei ṭîna nghatsantu ngei kuoma chun.
15,"My brethren have dealt deceitfully as a brook, As the channel of brooks that pass away;","Ka unauhai chun vadungtê angin khawhlotakin an thawh a, Vadung tui inrelhmang hlakhai ang el chun."
16,"Which are black by reason of the ice, And wherein the snow hideth itself:",Chuong chu tuikhal leiin an dum a; Chutaka chun vûr chu ân thup a nih.
17,"What time they wax warm, they vanish; When it is hot, they are consumed out of their place.","A hung lum pha chun an bohmang a; A lum pha chun, an hmuna inthawkin an bohmang hlak."
18,"The caravans that travel by the way of them turn aside; They go up into the waste, and perish.","An fêna lampuiahai sanghâwngsei ruol inzinhai chu an fe pêt a; Iengkhawm ni loah an feh a, an bohmang a."
19,"The caravans of Tema looked, The companies of Sheba waited for them.",Tema sanghâwngsei pâwlruol chun an en a; Seba pâwlhai chun an lo nghâk zing a.
20,"They were put to shame because they had hoped; They came thither, and were confounded.","Beiseina an nei leiin an inzak a; Chutaka chun an hung a, an beidawng tah a."
21,"For now ye are nothing; Ye see a terror, and are afraid.","Ka chungah chuong ang chau chu in nih; Ka siet tuok in hmuh a, in ṭih a."
22,"Did I say, Give unto me? Or, Offer a present for me of your substance?","‘Ka kuomah mi pe unla,’ Annawleh, in thilneihaia hin thilpêk mi pe ro, ka ti cheu am a nih?"
23,"Or, Deliver me from the adversary’s hand? Or, Redeem me from the hand of the oppressors?","Annawleh, ‘hmêlma kuta inthawkin mi sansuok unla,’ Annawleh, ‘nêksâwrtuhaia inthawkin mîn tlan ro,’ ka ti am a nih?"
24,"Teach me, and I will hold my peace; And cause me to understand wherein I have erred.","Nangnîn mîn chûktir unla, chuongchun, to ṭawk el ka tih; Ka sukdik nawnahaia chun hre dingin mi siem bawk unla."
25,"How forcible are words of uprightness! But your reproof, what doth it reprove?","Felna thuhai chu a va hrât ngei de! Amiruokchu, in sêlkalnahai chun ieng am a sukfie a?"
26,"Do ye think to reprove words, Seeing that the speeches of one that is desperate are as wind?",Thu ringawt chu zil thei in inring am a nih? Mi beidawng thuhrilhai chu thli ang chau ni si chu.
27,"Yea, ye would cast lots upon the fatherless, And make merchandise of your friend.","Anih, fahra chunga chun âihai in sân a; In ruolhai chu sumhlâwknain in nei a."
28,Now therefore be pleased to look upon me; For surely I shall not lie to your face.,"Tuhin mi en hman unla, In hmaisana hin inkhêl tawp si naw ning a."
29,"Return, I pray you, let there be no injustice; Yea, return again, my cause is righteous.","Hung ngha ta u, ka ngên cheu hi, indik nawna hrim um naw raw se; Anih, hung ngha kîr ro, ka chungthu hi ân dik sih a."
30,Is there injustice on my tongue? Cannot my taste discern mischievous things?,Ka leia hin indik nawna hrim a um am a nih? Ka bau intemna hin thil khawhlohai chu a thlier thei naw am a nih?”
