verse_no,en,hmr
1,"Then answered Eliphaz the Temanite, and said,","Chun, Eliphaz Teman mi chun a dawn a, a hril tah a:"
2,Can a man be profitable unto God? Surely he that is wise is profitable unto himself.,“Mihriem chu Pathien ta dingin a ṭhahnem thei ding am a nih? Matheiloin mi var chun ama le ama ân ṭhathnempui hlak ngei a.
3,"Is it any pleasure to the Almighty, that thou art righteous? Or is it gain to him, that thou makest thy ways perfect?","Mi fel i ni hi Iengkimthawthei ta ding chun ieng am lâwmna ding a um a? Annawleh, i lampuihai chu i sukṭha famkim hin ama ta dingin hlâwkna a um am a nih?"
4,"Is it for thy fear of him that he reproveth thee, That he entereth with thee into judgment?","Ama i ṭi leiin a hrem chein, Rorêlnaah a ṭhuoi lût che am a nih?"
5,Is not thy wickedness great? Neither is there any end to thine iniquities.,I rîtlona hi a nasa êm êm a ni naw am a nih? I suolnahai chun tâwp chin a nei bawk si nawh a.
6,"For thou hast taken pledges of thy brother for nought, And stripped the naked of their clothing.","I unau thuomhnaw chu teplo khatin i lâk a, Saruokhai chu an silfên i hlîppêk bawk sih a."
7,"Thou hast not given water to the weary to drink, And thou hast withholden bread from the hungry.","Mi chauhai kuoma chun tui dâwn ding i pêk nawh a, Mi phîngṭamhai ta dingin bei în ro bawk a."
8,"But as for the mighty man, he had the earth; And the honorable man, he dwelt in it.","“Amiruokchu, mi thahrât chun chu hnuoi hi a nei a, Mi inzaum chu a sûnga chun a chêng a nih."
9,"Thou hast sent widows away empty, And the arms of the fatherless have been broken.","Hmeithaihai chu kut ruokin în fe hmangtir a, Naufahrahai kuthai chu sukthliekin a um bawk a."
10,"Therefore snares are round about thee, And sudden fear troubleth thee,","Chuleiin, chânghai chu i sîrvêlah a um vawng a nih. Ṭit thutna chun a sukbuoi bawk cheh a."
11,"Or darkness, so that thou canst not see, And abundance of waters cover thee.","I hmu thei nawna dingin i var chu sukthimin a um a, Tui tamtak chun ân khum che a nih."
12,"Is not God in the height of heaven? And behold the height of the stars, how high they are!","Pathien chu vân insânga chun a um a ni naw am a nih? Arasihai insângzie chu ngaituo ta, an insângzie chu!"
13,"And thou sayest, What doth God know? Can he judge through the thick darkness?","Nang chun, ‘Pathien chun ieng am a hriet a? Inthim sâmupah ro a rêl thei ding am a nih?"
14,"Thick clouds are a covering to him, so that he seeth not; And he walketh on the vault of heaven.","Sûm sâmuphai chu ama inkhumna a na, a hmu thei nawh, Vân vêla chun a fe hlak a nih,’ i ta."
15,Wilt thou keep the old way Which wicked men have trodden?,"Lampui hlui kha i hraw zing ding maw, Mi rilohai lo fena ta kha?"
16,"Who were snatched away before their time, Whose foundation was poured out as a stream,","Chuonghai chu an hun hmain lâk hmangin an um a, Chuonghai lungphûm chu tuihnâr anga bunthlâk a ni ta kha."
17,"Who said unto God, Depart from us; And, What can the Almighty do for us?","Pathien kuomah, ‘Keini mi mâksan rawh, Iengkimthawthei chun kan chungah ieng am thaw thei a ta?’ tituhai chu."
18,Yet he filled their houses with good things: But the counsel of the wicked is far from me.,"An inhai chu thil ṭhahaiin a la suksip rawp a, Amiruokchu, mi rilo thurâwn chu keimaa inthawkin hlatakah a um a nih."
19,"The righteous see it, and are glad; And the innocent laugh them to scorn,","Mi felhai chun, chu chu an hmu a, an lâwm a, Mi pawitâwklohai chun hmusitin an nuisan a,"
20,"Saying, Surely they that did rise up against us are cut off, And the remnant of them the fire hath consumed.","‘Eini mi kaltuhai kha sât thlâk an ni ta ngei el a, Anni a la mahlahai khawm chu meiin a kâng hmang a,’ tiin."
21,"Acquaint now thyself with him, and be at peace: Thereby good shall come unto thee.","Tuhin ama le chun inhmêlhriettir la, inremin um rawh, Chuongchun, i ta dingin thil ṭha a hung tlung ding annâwm."
22,"Receive, I pray thee, the law from his mouth, And lay up his words in thy heart.","A baua inthawka inchûktirna chu pawm la, A thuhai chu i lungrilah sie khâwl rawh."
23,"If thou return to the Almighty, thou shalt be built up, If thou put away unrighteousness far from thy tents.","Iengkimthawthei kuomah i kîr nâwk chun, tung ding nîng i ta, I puon inhaia inthawka fel nawna chu hlatakah i sie hmang phawt chun."
24,"And lay thou thy treasure in the dust, And the gold of Ophir among the stones of the brooks;","I hausakna chu pilvuta siein, Ophir rângkachakhai khawm chu vadungtê lunghai lai chun sie rawh."
25,"And the Almighty will be thy treasure, And precious silver unto thee.","Chuongchun, Iengkimthawthei chu i ro hung nîng a ta, I ta dingin tangkaruo hlutak hung nîng a tih."
26,"For then shalt thou delight thyself in the Almighty, And shalt lift up thy face unto God.","Chun, nang chu Iengkimthawtheia chun hlim tâng i ta, Chun, i hmai chu Pathien tieng ngha tâng i tih."
27,"Thou shalt make thy prayer unto him, and he will hear thee; And thou shalt pay thy vows.","I ṭawngṭaina chu ama kuomah siem i ta, ama chun dawn a ti che; Chun, thutiemhai chu ama pe tâng i tih."
28,"Thou shalt also decree a thing, and it shall be established unto thee; And light shall shine upon thy ways.","Thil hung ngiet i ta, chu chu nanga ta dinga thaw ni tâng a tih: Chun, i lampuihaia chun var ta bawk a tih."
29,"When they cast thee down, thou shalt say, There is lifting up; And the humble person he will save.","Pathienin mi chapo chu a sukhnuoi a, Mi inngaitlâwm ruok chu a sandam a."
30,"He will deliver even him that is not innocent: Yea, he shall be delivered through the cleanness of thy hands.","Ama chun pawitâwklo mi ni lo khawm chu sanhim a ta, I kuthai inthiengna leiin sanhim a ni ding a nih,” tiin."
