verse_no,en,hmr
1,"Now there were some present at that very season who told him of the Galilæans, whose blood Pilate had mingled with their sacrifices.","Chun, chulaitak chun, tuhai amanih an lo um a, anni chun Galili rama mi, Pilatin an thisen an Pathien biekna sathathai laia a ipawlpêkhai chanchin Isu an hril a."
2,"And he answered and said unto them, Think ye that these Galilæans were sinners above all the Galilæans, because they have suffered these things?","Chun, ama chun a kuomah, “Chu Galili rama mihai chu, chuong ang thil an tuor lei chun Galili rama mi po po nêkin mi suol bîk ni dingin in ring am a nih?"
3,"I tell you, Nay: but, except ye repent, ye shall all in like manner perish.","Ni lo e, ka hril cheu hi, nangni khawm in sim naw chun, chuong ang bawk chun bohmang vawng in tih."
4,"Or those eighteen, upon whom the tower in Siloam fell, and killed them, think ye that they were offenders above all the men that dwell in Jerusalem?","Chun, Siloam in insângin mi sâwm le pariet a del hlumhai khawm kha, Jerusalema um po po nêkin mi suol bîk ni dingin in ring am a nih?"
5,"I tell you, Nay: but, except ye repent, ye shall all likewise perish.","Ni lo e, ka hril cheu hi, nangni khawm in sim naw chun, chuong ang bawk chun bohmang vawng in tih,” a ta, a dawn a."
6,"And he spake this parable; A certain man had a fig tree planted in his vineyard; and he came seeking fruit thereon, and found none.","Chun, hi tekhithu hi a hril a, “Tûin amanih a grêp huonah theichang phun pakhat a nei a; chun, a kûnga chun a ra a hung zawng a, pakhat khawm a hmu nawh a."
7,"And he said unto the vinedresser, Behold, these three years I come seeking fruit on this fig tree, and find none: cut it down; why doth it also cumber the ground?","Chuongchun, grêp huon enkawltu kuomah, ‘Ngai rawh, kum thum sûng hin hi theichang kûnga hin a ra ka zawng hlak a, pakhat khawm ka hmu si nawh; phûr rawh; iengdinga hmun hluo saka a um zing am a na?’ a ta."
8,"And he answering saith unto him, Lord, let it alone this year also, till I shall dig about it, and dung it:","Chun, ama chun a kuomah, ‘Pu, tu kum bêk hi um sienla, a vêlin cho ka ta, êkin vur phawt ka tih;"
9,"and if it bear fruit thenceforth, well; but if not, thou shalt cut it down.","chun a hung ra chun ṭhâng a ta, a ra naw ruok chun phûr el rawh,’ a tih a,” a ta."
10,And he was teaching in one of the synagogues on the sabbath day.,"Chun, Châwlni chun ama chun inkhâwmna in pakhatah ân chûktir a."
11,"And behold, a woman that had a spirit of infirmity eighteen years; and she was bowed together, and could in no wise lift herself up.","Chun, ngai ta, kum sâwmpariet hrâtnawna khawhri iman nuhmei pakhat a um a; ama chu a kûn zing a, a khât chun a ngîr tlûn thei nawh a."
12,"And when Jesus saw her, he called her, and said to her, Woman, thou art loosed from thine infirmity.","Chun, Isûn a hmu phingleh a ko a, a kuomah, “Nuhmei, i hrât nawna chun ân thla ta che,” a ta."
13,"And he laid his hands upon her: and immediately she was made straight, and glorified God.","Chun, a chungah a kut ân nghat a; chuongchun, kârloin a ngîr tlûn nghâl tah a, Pathien ân pâk tah a."
