verse_no,en,hmr
1,"And Jehovah said unto Moses, Go in unto Pharaoh: for I have hardened his heart, and the heart of his servants, that I may show these my signs in the midst of them,","LALPA chun Mosie kuomah, “Pharao kuomah va lût la, hieng ka inchiknahai hi anni lai ngeia kân entir theina dingin a siehlawhai le ama lungril ngei khawm chu ka sukngar tah a nih;"
2,"and that thou mayest tell in the ears of thy son, and of thy son’s son, what things I have wrought upon Egypt, and my signs which I have done among them; that ye may know that I am Jehovah.","anni lai ngeia inchikna ka thawhai le, Aigupta mihai chu ieng angin am an chungah thil ka thawha ti i naupa le i tupa hrieta ngei khawm i hril theina dingin le; LALPA chu ka ni ngei ti i hriet theina dingin, ti rawh,” a tih a."
3,"And Moses and Aaron went in unto Pharaoh, and said unto him, Thus saith Jehovah, the God of the Hebrews, How long wilt thou refuse to humble thyself before me? let my people go, that they may serve me.","Chun, Mosie le Aron chu Pharao kuomah an va lût a, a kuomah, “Hebraihai Pathien LALPA chun hieng hin a tih: ‘Ka hmaa insiehnuoi ieng chen am i nuom naw ding a nih a? Ka rawng an bâwl theina dingin ka mihai chu infetir rawh."
4,"Else, if thou refuse to let my people go, behold, to-morrow will I bring locusts into thy border:","Ka mihai în fetir phal naw chun, ngai rawh, i ram sûngah, zinga leh khâuhai hung ṭhuoi ka ta;"
5,"and they shall cover the face of the earth, so that one shall not be able to see the earth: and they shall eat the residue of that which is escaped, which remaineth unto you from the hail, and shall eat every tree which groweth for you out of the field:","hnuoi chung po po chu a dâpin hung dâp an ta, hnuoi chu mi hmu theilo khawp hielin um a tih. Riel isuksietnaa i la chang a mahla la umhai chu fa vawng an ta, i ta dinga loa thing mâwng tinrênghai khawm chu fa vawng bawk an tih."
6,"and thy houses shall be filled, and the houses of all thy servants, and the houses of all the Egyptians; as neither thy fathers nor thy fathers’ fathers have seen, since the day that they were upon the earth unto this day. And he turned, and went out from Pharaoh.","I inhai le i siehlaw po po inhai le Aigupta mi po po inhai chu sip vawng an ta, i pahai le i thlatuhai khawmin, hi hnuoi chunga an uma inthawk vawisûn ni chen hin chuong ang chu la hmu ngai naw bawk an tih,’ a tih,” a tih a. Chun ân her a, Pharao kuoma inthawk chun a fe suok tah a."
7,"And Pharaoh’s servants said unto him, How long shall this man be a snare unto us? let the men go, that they may serve Jehovah their God: knowest thou not yet that Egypt is destroyed?","Chun, Pharao siehlawhai chun a kuomah, “Hi mipa hi ei ta dingin ieng chen am châng a ni ding a ni leh? An Pathien LALPA chu a rawng an bâwlpêk theina dingin mihai chu infetir ta la: Aigupta hi suksiet vawng a ni tah ti hi i la hriet naw rawp am a nih?” an tih a."
8,"And Moses and Aaron were brought again unto Pharaoh: and he said unto them, Go, serve Jehovah your God; but who are they that shall go?","Chun, Mosie le Aron chu Pharao kuomah an hung ṭhuoi nâwk a, ama chun an kuomah, “Fe unla, in Pathien LALPA rawng chu va bâwl ro le; amiruokchu, a fe ding chu tu tuhai am an nih a?” a tih a."
9,"And Moses said, We will go with our young and with our old; with our sons and with our daughters, with our flocks and with our herds will we go; for we must hold a feast unto Jehovah.","Mosie chun, “LALPA kuoma chun ruoi kan ṭhe ding a ni sih a, kan naupanghai le kan tarhai leh, kan naupasalhai kan naunuhmeihai leh, kan bâwng ruolhai le kan berâm ruolhai leh fêng kan tih,” a tih a."
10,"And he said unto them, So be Jehovah with you, as I will let you go, and your little ones: look to it; for evil is before you.","Pharao chun, “LALPA chu in kuomah um raw se; nangni le in nauhai le chu kân fetir tâk cheu leh! En ta u, thiltum ṭhanawtak in nei a ni hi."
