verse_no,en,hmr
1,"And bring thou near unto thee Aaron thy brother, and his sons with him, from among the children of Israel, that he may minister unto me in the priest’s office, even Aaron, Nadab and Abihu, Eleazar and Ithamar, Aaron’s sons.","“I unaupa Aron hi Israel thlahai laia inthawkin ama le a naupasalhai hi, thiempu sina ka hmaha rawng an bâwl theina dingin Aron le Aron naupasalhai, Nadab le Abihu, Eleazar le Ithamar hi i kuomah la tum rawh."
2,"And thou shalt make holy garments for Aaron thy brother, for glory and for beauty.",I unaupa Aron ta dingin mawina ding le ropuina dingin silfên inthieng i siempêk ding a nih.
3,"And thou shalt speak unto all that are wise-hearted, whom I have filled with the spirit of wisdom, that they make Aaron’s garments to sanctify him, that he may minister unto me in the priest’s office.","Mi, lungrila varna nei, varna thlaraua ka suksiphai po chu, Aron silfênhai siem dingin hril rawh, ama chu thiempu sina ka kuoma rawng a bâwl theina dinga inhlânthieng a ni theina dingin."
4,"And these are the garments which they shall make: a breastplate, and an ephod, and a robe, and a coat of checker work, a mitre, and a girdle: and they shall make holy garments for Aaron thy brother, and his sons, that he may minister unto me in the priest’s office.","“Hieng hi silfên an siem dinghai chu a nih: âwmbel, zakawsîng, zakaw fuol le zakawchung ṭhuimawi, lu- kâwm le kâwngkhi hi; chun, i unaupa Aron le a naupasalhai chu thiempu sina ka kuoma rawng an bâwl theina dingin silfên inthienghai siempêk an tih."
5,"And they shall take the gold, and the blue, and the purple, and the scarlet, and the fine linen.","Chun, rângkachak zai le sahmul dumpâwl, a êm le seninlâr le pat zai inhmi kawp hmang an tih."
6,"And they shall make the ephod of gold, of blue, and purple, scarlet, and fine twined linen, the work of the skilful workman.","“Chun, rângkachak zai le sahmul dumpâwl le, a êm le seninlârin kut- thiemtakin zakawsîng chu siem an tih."
7,"It shall have two shoulder-pieces joined to the two ends thereof, that it may be joined together.","An khai detna dingin a dârbel pahni, a hmawr hniha ṭhui mat a ni ding a nih."
8,"And the skilfully woven band, which is upon it, wherewith to gird it on, shall be like the work thereof and of the same piece; of gold, of blue, and purple, and scarlet, and fine twined linen.","Chun, zakawsîng chunga a khitna ṭhuimawi chu siem dân thu- hmun bawka siem, zawm khat a ni ding a na; rângkachak zai le sahmul dumpâwl, a êm le seninlâr le pat zai inhmi kawp ṭhataka siem bawk a ni ding a nih."
9,"And thou shalt take two onyx stones, and grave on them the names of the children of Israel:","Chun, onik lung pahni lâng i ta, chuhaia chun Israel thlahai hming chu ker i tih;"
10,"six of their names on the one stone, and the names of the six that remain on the other stone, according to their birth.","an piengzie indawt ang peiin hming paruk chu lung pakhatah, hming paruk dang chu lung danga chun ker i tih."
11,"With the work of an engraver in stone, like the engravings of a signet, shalt thou engrave the two stones, according to the names of the children of Israel: thou shalt make them to be inclosed in settings of gold.","Lungkertuin hming namna a ker angin, lung pahnia chun Israel thlahai hming indawt ang peiin ker i ta, rângkachak kerkuokhaia thun dingin siem i tih."
12,"And thou shalt put the two stones upon the shoulder-pieces of the ephod, to be stones of memorial for the children of Israel: and Aaron shall bear their names before Jehovah upon his two shoulders for a memorial.","Israel thlahai ta dinga hriet zingna lunghai dingin, chu lung pahni chu thiempu zakawsîng dâr belhaia chun sieng i ta; chuongchun, Aron chun hriet zingna dingin a liengko pahni chunga chun an hminghai chu LALPA hmaa chun put zing a tih."
13,"And thou shalt make settings of gold,","“Rângkachak kerkuokhai siem i ta, rângkachak inthieng khaidiet pahni hruol anga inherthlawp leh;"
14,"and two chains of pure gold; like cords shalt thou make them, of wreathen work: and thou shalt put the wreathen chains on the settings.","chun, khaidiet herthlawphai chu kerkuokhaia chun thun i tih."
15,"And thou shalt make a breastplate of judgment, the work of the skilful workman; like the work of the ephod thou shalt make it; of gold, of blue, and purple, and scarlet, and fine twined linen, shalt thou make it.","“Kutthiem takin rorêlna âwm- bel siem i ta, zakawsîng siem dân ang bawk khan siem i tih: rângkachak zai, sahmul dumpâwl, a êm, senin- lâr le pat zai inhmi-kawpin siem i tih."
16,"Foursquare it shall be and double; a span shall be the length thereof, and a span the breadth thereof.","Kil li nei a thuo a ni ding a na, a sei tieng khâp khat, a lien tieng khâp khat bawk a ni ding a nih."
17,"And thou shalt set in it settings of stones, four rows of stones: a row of sardius, topaz, and carbuncle shall be the first row;","A sûnga chun lung phûm chihai tlar liin phûm i ta, a tlar hmasa tak chu sardion, topaz le karbankle lung,"
18,"and the second row an emerald, a sapphire, and a diamond;","a tlar hnina chu emeral, sapphir le endonuk (lunghlu),"
19,"and the third row a jacinth, an agate, and an amethyst;","a tlar thumna chu jasinth, agate le amethust,"
20,"and the fourth row a beryl, and an onyx, and a jasper: they shall be inclosed in gold in their settings.","a palina chu birul, onik le jasper lung nîng a ta, a phûmna chu râng- kachaka tuom khum seng ni bawk an tih."
21,"And the stones shall be according to the names of the children of Israel, twelve, according to their names; like the engravings of a signet, every one according to his name, they shall be for the twelve tribes.","Lunghai chu sawmpahni, Israel naupasalhai hming indawt ang peiin nîng an ta, hmingnamna kerhai angin Israel hnam sâwmpahni hming chu ker ning a tih."
22,"And thou shalt make upon the breastplate chains like cords, of wreathen work of pure gold.","Âwmbel chunga chun rângka- chak inthieng khaidiet, hruol anga inherthlawp siem i tih;"
23,"And thou shalt make upon the breastplate two rings of gold, and shalt put the two rings on the two ends of the breastplate.","chun, âwmbel chunga chun rângkachak kuol pahni siem i ta; chu kuolhai pahni chu âwmbel hmawr pahnia chun inbûk i tih."
24,And thou shalt put the two wreathen chains of gold in the two rings at the ends of the breastplate.,Rângkachak khaidiet pahni chu âwmbel hmawra kuol pahnia chun inbûk i tih.
25,"And the other two ends of the two wreathen chains thou shalt put on the two settings, and put them on the shoulder-pieces of the ephod in the forepart thereof.","Khaidiet pahni hmawrhai chu kerkuok pahnia chun thun i ta, zakawsîng dârbelhai hmatieng panga chun khai i tih."
26,"And thou shalt make two rings of gold, and thou shalt put them upon the two ends of the breastplate, upon the edge thereof, which is toward the side of the ephod inward.","Rângkachak kuol pahni siem i ta, zakawsîng deptieng pang sûng, a tlâng sîr chunga âwmbel pahni hmawrhaia chun inbûk i tih."
27,"And thou shalt make two rings of gold, and shalt put them on the two shoulder-pieces of the ephod underneath, in the forepart thereof, close by the coupling thereof, above the skilfully woven band of the ephod.","Rângkachak kuol pahni bawk siem i ta, zakawsîng hmatieng panga dârbel pahni hnuoitieng pang, a thuo sûnghnung lem hnuoitienga ân tuokna, zakawsîng hrui thiemtaka khâwng inbûkna chung taka khan inbûk i tih."
28,"And they shall bind the breastplate by the rings thereof unto the rings of the ephod with a lace of blue, that it may be upon the skilfully woven band of the ephod, and that the breastplate be not loosed from the ephod.","Chun, âwmbel chu zakawsînga kawp thlapna dingin le, zakawsîng hrui thiemtaka khâwng chunga chun a um theina dingin âwmbela a kuolhai le zakawsînga a kuolhaia chun hrui dumpâwlin khit mat an tih."
29,"And Aaron shall bear the names of the children of Israel in the breastplate of judgment upon his heart, when he goeth in unto the holy place, for a memorial before Jehovah continually.","Chun, Aron chun LALPA hmah- a hriet zingna dingin Hmun In- thienga a fe po leh, a lungkhur chunga rorêlna âwmbela chun Israel thlahai hming chu phur zing a tih."
30,"And thou shalt put in the breastplate of judgment the Urim and the Thummim; and they shall be upon Aaron’s heart, when he goeth in before Jehovah: and Aaron shall bear the judgment of the children of Israel upon his heart before Jehovah continually.","Rorêlna âwmbela chun Urim le Thummim inbûk i ta, LALPA hmaha a fe laiin Aron lung chung taka chun an um ding a nih; chuongchun, Aron chun Israel thlahai rorêlpêkna chu LALPA hmaah a lung chunga chun a phur zing zing ding a nih."
31,And thou shalt make the robe of the ephod all of blue.,“Chu zakawfuol chu a dumpâwl vawngin i siem ding a nih.
32,"And it shall have a hole for the head in the midst thereof: it shall have a binding of woven work round about the hole of it, as it were the hole of a coat of mail, that it be not rent.","A hmawr a lai zâwnah a lu âwng a um ding a na, a lu âwng chu a vêl tuok chun ân ek nawna dingin, indona phâw zakuo angin puon a khâwnga khâwnga tuom ding a nih."
33,"And upon the skirts of it thou shalt make pomegranates of blue, and of purple, and of scarlet, round about the skirts thereof; and bells of gold between them round about:","A hmawr tlânghaia chun thei- bufai dumpâwl, a êm le seninlârin, a hmawr tlâng vêl po poa chun i siem ding a nih; an inkârah rângkachak telnênghai leh,"
34,"a golden bell and a pomegranate, a golden bell and a pomegranate, upon the skirts of the robe round about.","zakawfuol hmawr tlâng vêl tuoka chun rângkachak telnêng, theibufai, rângkachak telnêng le theibufai ti anga inkârthlâkin a um ding a nih."
35,"And it shall be upon Aaron to minister: and the sound thereof shall be heard when he goeth in unto the holy place before Jehovah, and when he cometh out, that he die not.","Aronin rawng a bâwl pha chun chuong ang chun inthuom a ta, a ri chu LALPA hmaa Hmun Inthienga a fe lai le a hung suok lai chun hriet a ni ding a nih, a thi nawna dingin."
36,"And thou shalt make a plate of pure gold, and grave upon it, like the engravings of a signet, HOLY TO JEHOVAH.","“Chun, rângkachak inthieng phêk siem i ta, a chunga chun hmingnamna kerhai angin, ‘LALPA TA DINGA INTHIENG,’ ti ker i tih."
37,"And thou shalt put it on a lace of blue, and it shall be upon the mitre; upon the forefront of the mitre it shall be.","Chu chu hrui dumpâwlin lu- kâwm chungtienga chun khitdêng i ta, lukhim hmatieng panga chun a um ding a nih."
38,"And it shall be upon Aaron’s forehead, and Aaron shall bear the iniquity of the holy things, which the children of Israel shall hallow in all their holy gifts; and it shall be always upon his forehead, that they may be accepted before Jehovah.",Aron bâwk chunga chun a um ding a na. Aron chun Israel thlahaiin thilpêk inthienga an ipêk thil inthienghaia suolna um phawt chu phur a tih: LALPA hmaa pawm a ni theina dingin a bâwka chun a um zing ding a nih.
39,"And thou shalt weave the coat in checker work of fine linen, and thou shalt make a mitre of fine linen, and thou shalt make a girdle, the work of the embroiderer.","“Chun, zakawchung puonzaiin- hmi kil li neia ṭiel khâwng i ta, puonzaiinhmi bawk lukhimin siem i ta; chun, kâwngkhi puon ṭhuimawi- takin siem bawk i tih."
40,"And for Aaron’s sons thou shalt make coats, and thou shalt make for them girdles, and head-tires shalt thou make for them, for glory and for beauty.","“Aron naupasalhai ta dinga mawina le ropuina dingin zakaw- chunghai, kâwngkhihai le lukhimhai siempêk i tih."
41,"And thou shalt put them upon Aaron thy brother, and upon his sons with him, and shalt anoint them, and consecrate them, and sanctify them, that they may minister unto me in the priest’s office.","I unaupa Aron le a naupasalhai chu inhâktir i ta, anni chu ka hmaa thiempu sina rawng an bâwl theina dingin hriek nâl i ta, namdet i ta, inhlân thieng i tih."
42,And thou shalt make them linen breeches to cover the flesh of their nakedness; from the loins even unto the thighs they shall reach:,"Chun, an taksa saruokna inkhum dingin kekawr hnuoi siem- pêk i ta, kâwnga inthawka êlpui chen tlung an tih;"
43,"and they shall be upon Aaron, and upon his sons, when they go in unto the tent of meeting, or when they come near unto the altar to minister in the holy place; that they bear not iniquity, and die: it shall be a statute for ever unto him and unto his seed after him.","chuong chu Aron le a naupa- salhai chun an bun ding a nih, intuokna puon ina an hung lût phain amanih, Hmun Inthienga rawng bâwl dinga mâichâm an hung hnai phain amanih, suolna phura an thi nawna dingin. Ama le ama hnunga a thlahai chena khawm hi hi dân nîng a tih."
