verse_no,en,hmr
1,"Moreover thou shalt make the tabernacle with ten curtains; of fine twined linen, and blue, and purple, and scarlet, with cherubim the work of the skilful workman shalt thou make them.","“Chu nawa khawm biekbûk chu puonzâr sâwm, puonzaiin- hmi kawp, sahmul dumpâwl le a êm le a seninlârin, kutthiemtaka siem cherubhai lim leh i siem ding a nih."
2,"The length of each curtain shall be eight and twenty cubits, and the breadth of each curtain four cubits: all the curtains shall have one measure.","Puonzâr tin seitieng chu tawng sawmhni pariet, puonzâr tin lien- tieng chu tawng li nîng a tih; puonzâr po po chu intie seng an ni ding a nih."
3,Five curtains shall be coupled together one to another; and the other five curtains shall be coupled one to another.,"Puonzâr panga chu ṭhui zawm vawng ding a na, a dang panga khawm chu ṭhui zawm vawng ding a nih."
4,And thou shalt make loops of blue upon the edge of the one curtain from the selvedge in the coupling; and likewise shalt thou make in the edge of the curtain that is outmost in the second coupling.,"Puonzâr pakhat a thuo laia kâwlhnung tak tlânga chun valbahai dumpâwlin siem i ta, chuong ang bawkin a zawm hninaa puonzâr puo tak tlânga chun siem bawk i tih."
5,"Fifty loops shalt thou make in the one curtain, and fifty loops shalt thou make in the edge of the curtain that is in the second coupling; the loops shall be opposite one to another.","Puonzâr pakhata chun valba sâwmnga siem i ta, chun, a zawm hninaa puonzâr tlânga chun valba sâwmnga bawk siem i tih; valbahai chu an inzawm seng ding a nih."
6,"And thou shalt make fifty clasps of gold, and couple the curtains one to another with the clasps: and the tabernacle shall be one whole.","Rângkachakin puonchepna sâwm- nga siem i ta, puonchepnahai chun puonzârhai chu chepdêng i ta; biekbûk chu pakhat hung nîng a tih."
7,And thou shalt make curtains of goats’ hair for a tent over the tabernacle: eleven curtains shalt thou make them.,"Biekbûk chunga inkhumna ding- in kêl hmul puonzârhai siem i ta, puonzâr chu sâwm le pakhat siem i tih."
8,"The length of each curtain shall be thirty cubits, and the breadth of each curtain four cubits: the eleven curtains shall have one measure.","Puonzâr tin seitieng chu tawng sâwmthum, puonzâr tin lientieng chu tawng li nîng a tih: puonzârhai sawm le pakhat chu intie seng an ni ding a nih."
9,"And thou shalt couple five curtains by themselves, and six curtains by themselves, and shalt double over the sixth curtain in the forefront of the tent.","Puonzârhai panga chu anni le anni ṭhui zawm i ta, puonzârhai paruk chu anni le anni ṭhui zawm bawk i ta, puon in tuoltienga chun puonzâr parukna chu thlep i tih."
10,"And thou shalt make fifty loops on the edge of the one curtain that is outmost in the coupling, and fifty loops upon the edge of the curtain which is outmost in the second coupling.","A thuo hmasaa puonzâr kâwl- hnung tak tlânga chun valba sâwmnga siem i ta, chun, a thuo hninaa puonzâr kâwlhnung tak tlânga chun valba sâwmnga bawk siem i tih."
11,"And thou shalt make fifty clasps of brass, and put the clasps into the loops, and couple the tent together, that it may be one.","“Chun, dârsenin puonchepna sâwmnga siem i ta, puonchepnahai chu valbahai sûnga chun thun i ta, puonzârhai chu pakhat an ni theina dingin chelmat a tih."
12,"And the overhanging part that remaineth of the curtains of the tent, the half curtain that remaineth, shall hang over the back of the tabernacle.","Puon in puonzârhaia chung inkhum tâwk bâk, puonzâr chenve la chuong kaithla chu biekbûk châwr- tieng chun inzâr a tih."
13,"And the cubit on the one side, and the cubit on the other side, of that which remaineth in the length of the curtains of the tent, shall hang over the sides of the tabernacle on this side and on that side, to cover it.","Sîr khingah tawng khat, sîr dangah tawng khat bawk puon in inkhumna puonzârhai lienziea la chuong chu, biekbûk hitieng sîr le sawtieng sîr zuk inkhum dingin inzâr ve vêng a tih."
14,"And thou shalt make a covering for the tent of rams’ skins dyed red, and a covering of sealskins above.","Chun, chu bûk chung inkhumna ding chun berâmchal vun suksenhai siem i ta, chu chunga chun a chung inkhumna seal vunhai siem bawk i tih."
15,"And thou shalt make the boards for the tabernacle of acacia wood, standing up.","“Chun, biekbûk bang chu shit- tim thingphêk intungin siem i tih."
16,"Ten cubits shall be the length of a board, and a cubit and a half the breadth of each board.","Thingphêk seizie chu tawng sâwm nîng a ta, thingphêk tin lien- tieng chu tawng khat le a chenve nîng a tih."
17,"Two tenons shall there be in each board, joined one to another: thus shalt thou make for all the boards of the tabernacle.","Thingphêk tina chun a rek pahni, a dang le sukzawmna ding um seng a ta, biekbûk thingphêkhai po po chu chuong ang seng chun i siem ding a nih."
18,"And thou shalt make the boards for the tabernacle, twenty boards for the south side southward.","Chun, biekbûk ding thingphêk- hai chu simsawngah thingphêk sâwmhni siem i tih."
