verse_no,en,hmr
1,"Israel is a luxuriant vine, that putteth forth his fruit: according to the abundance of his fruit he hath multiplied his altars; according to the goodness of their land they have made goodly pillars.","Israel chu grêp hrui inbuktak, ra hautak a nih; A ra tam hu ang peiin a mâichâm a sukpung a, A ram ṭhatzie ang peiin lung inser phun ṭhatak tak a siem a,"
2,"Their heart is divided; now shall they be found guilty: he will smite their altars, he will destroy their pillars.","A lungril chu sukṭhein a um a, Tuhin chu thiemnaw changin um tâng an tih. An mâichâmhai chu amân vaw chim a ta, An lung inser phunhai chu suksieng a tih."
3,"Surely now shall they say, We have no king; for we fear not Jehovah; and the king, what can he do for us?","“Lal tak tak chu ei nei nawh, LALPA chu ei ṭi si nawh a; Chu lal chun ieng am mi thawpêk thei a ta?” tiin, tuhin chu hril ta ngei an tih."
4,"They speak vain words, swearing falsely in making covenants: therefore judgment springeth up as hemlock in the furrows of the field.","Thuthlung an siemna tienga chun khêla inkhâmin. Thu teplo an hril a; Chuleiin, lo inlet changkuong thlûra hlohna tûr nei ang elin Rorêlna a hung inder suok a nih."
5,"The inhabitants of Samaria shall be in terror for the calves of Beth-aven; for the people thereof shall mourn over it, and the priests thereof that rejoiced over it, for the glory thereof, because it is departed from it.",Samaria rama chênghai chu Beth-aven bâwngtê lei chun thlaphângin um an tih; A kuoma inthawka a bo ta leiin chutaka mihai chu lungngai an ta; Chutaka thiempuhai a ropuina chunga lo lâwm hlakhai khawm.
6,"It also shall be carried unto Assyria for a present to king Jareb: Ephraim shall receive shame, and Israel shall be ashamed of his own counsel.","Ama ngei khawm chu Laltak Jareb kuoma pêk dingin, Assuria rama fe hmangpui nîng a tih. Ephraim chun inzakna hmûng a ta. Israel khawm chun ama thurawt ngei chu inzâpui a tih."
7,"As for Samaria, her king is cut off, as foam upon the water.","Samaria ram hlak chu tui chunga thing hlek nawi ang el hin, A lal chu sukbohmang a na."
8,"The high places also of Aven, the sin of Israel, shall be destroyed: the thorn and the thistle shall come up on their altars; and they shall say to the mountains, Cover us; and to the hills, Fall on us.","Israel suolna Aven hmun insânghai khawm chu suksiet nîng a tih, An mâichâmahai chun hling le hlohlingnei hung ṭo a tih. Tlâng kuoma chun, “Mîn khum rawh,” tîng an ta; Muol kuoma chun, “Mi del rawh,” tîng an tih."
9,"O Israel, thou hast sinned from the days of Gibeah: there they stood; the battle against the children of iniquity doth not overtake them in Gibeah.","Aw Israel, Gibea nia inthawk ta khan i suol a nih; Chutaka chun an la ngîr zing a; Rîtlona nauhai chunga dona chun Gibea ngeia chun a hnawtphâk tâwl naw ding maw?"
10,"When it is my desire, I will chastise them; and the peoples shall be gathered against them, when they are bound to their two transgressions.","Ka nuom pha chun anni chu hrem ka ta, Chun, an bawsietna pahnia an intâng pha chun, An chungah mipuihai chu pungkhâwm an tih."
11,"And Ephraim is a heifer that is taught, that loveth to tread out the grain; but I have passed over upon her fair neck: I will set a rider on Ephraim; Judah shall plow, Jacob shall break his clods.","Ephraim chu bâwngla inchûktir tah, Bu chîl hrâttak a nih; Nisienlakhawm, kei ngei hin a rîng mawitaka chun Rîngkawl inbâttir tâng ka ta; Ephraim chunga chun mi inchuongtir ka tih; Juda khawm chun hnuoi inlet a ta, Jakob chun a pil tlanghai chu suknâwi a tih."
12,"Sow to yourselves in righteousness, reap according to kindness; break up your fallow ground; for it is time to seek Jehovah, till he come and rain righteousness upon you.","Mâni ta dingin felnain tu unla, Chuongchun, lunginsietna ang peiin sîk ro; In hnuoi chuongtlâihai chu inlet ro, LALPA chu a hunga in chunga felna ân sûrtir chenin Ama chu zawng hun a ni sih a."
13,"Ye have plowed wickedness, ye have reaped iniquity; ye have eaten the fruit of lies; for thou didst trust in thy way, in the multitude of thy mighty men.","Rîtlona hnuoi in inlet a, khawhlona in sîk a, Khêlhlip ra in fâk a nih. I tawlailîrhai le i mi hrâthai tam hi i ring vei a."
14,"Therefore shall a tumult arise among thy people, and all thy fortresses shall be destroyed, as Shalman destroyed Beth-arbel in the day of battle: the mother was dashed in pieces with her children.","Chuleiin, i mihai laia chun buoi mup mupna hung suok a ta, Salman chun indona nia Beth- arbel a suksiet ang khan, I kulhai po po chu suksiet nîng a tih; Nu chu a nauhai leh peinawiin an um a nih."
15,So shall Beth-el do unto you because of your great wickedness: at daybreak shall the king of Israel be utterly cut off.,"I rîtlona nasatak leiin, Chuong ang chun Bethel chun thâwng a ti che; Israel lal chu vârṭien laiin sukbohmangdêr nîng a tih."
