verse_no,en,hmr
1,"When Israel was a child, then I loved him, and called my son out of Egypt.","Israel chu a naupang lai chena inthawk ka hmangai a, Aigupta rama inthawkin ka naupa dinga ka ko suok a nih."
2,"The more the prophets called them, the more they went from them: they sacrificed unto the Baalim, and burned incense to graven images.","Ka ko râwn po leh an mi hlat zuol det a, Baalhai kuomah an inthâwi lem a. Mi lim siem fâwmhai kuomah riminhnik an raw a nih."
3,Yet I taught Ephraim to walk; I took them on my arms; but they knew not that I healed them.,"Kei ruok chun Ephraim chu ka kuta chelin lâwn kân chûk- tir a, Anni ka înthawtir a nih ti ruok chu an hriet nawh."
4,"I drew them with cords of a man, with bands of love; and I was to them as they that lift up the yoke on their jaws; and I laid food before them.","Mihriem hruihruol, hmangaina hruihai chun anni ka kei a, An ta ding chun an khâka kawl hlîppêktu ang chu ka na, Duottakin an hmaah fâk ding ka pêk a."
5,"They shall not return into the land of Egypt; but the Assyrian shall be their king, because they refused to return to me.","Aigupta rama chun kîr nâwk ta naw ni; Nisienlakhawm, hnungkîr an nuom naw leiin, Assuria chu a lal nîng a tih."
6,"And the sword shall fall upon their cities, and shall consume their bars, and devour them, because of their own counsels.","A khawpuihaia chun kâwlhnâm inletin um a ta, A kulhai chu sukbohmang a tih, Anni thu lo râwn ang ngeiin sukbohmang a tih."
7,"And my people are bent on backsliding from me: though they call them to him that is on high, none at all will exalt him.","Ka mihai chun mi nghatsan an tum zing a, Chuongchun, an ta dingin rîngkawl ruotpêk an nih, Chu chu tukhawma hlîppêk naw nih."
8,"How shall I give thee up, Ephraim? how shall I cast thee off, Israel? how shall I make thee as Admah? how shall I set thee as Zeboiim? my heart is turned within me, my compassions are kindled together.","Aw Ephraim, iengtin am thlauthla thei ka ti che a? Aw Israel, iengtin am inthla thei ka ti che a? Iengtin am Adma angin siem thei ka ti che a? Iengtin am Zeboiim angin inumtir thei ka ti che a? Ka sûnga hin ka lung hi ân lêt a, Ka lunginsietnahai chu ân mûtâi nâwk ta lem a."
9,"I will not execute the fierceness of mine anger, I will not return to destroy Ephraim: for I am God, and not man; the Holy One in the midst of thee; and I will not come in wrath.","Ka lunginsen nasatak chu hlen naw ning a, Ephraim chu sukbohmang tum nâwk ta naw ning. Kei chu mihriem ni loin, Pathien ka ni sih a, Nangmaa um Mi Inthieng chu, Khawpui chu hung lûtkhum naw ning."
10,"They shall walk after Jehovah, who will roar like a lion; for he will roar, and the children shall come trembling from the west.","LALPA chu zui an ta, Sakeibaknei anga inrûm ding chu; Anih, inrûm ngei a ta, Khaw thlang tienga inthawkin a nauhai chu Inthin pumin hung an tih."
11,"They shall come trembling as a bird out of Egypt, and as a dove out of the land of Assyria; and I will make them to dwell in their houses, saith Jehovah.","Aiguptaa inthawk chun chawngzawng angin, Assuriaa inthawk chun vaṭhu angin thla zâp sieu sieuin hung an tih; Chun, an in lum inhluotir ka ta, ti hi LALPA thu suok a nih."
12,"Ephraim compasseth me about with falsehood, and the house of Israel with deceit; but Judah yet ruleth with God, and is faithful with the Holy One.","Ephraim chun khêl thuin a mîn huol vêl a, Israel sûnghai chun hlêmnain; Juda ruok chu Pathien ihriet zingin a um a, Mi Inthieng chunga chun ring a um a nih."
