verse_no,en,hmr
1,Cast thy bread upon the waters; for thou shalt find it after many days.,"Tuihai chunga chun i bei chu pei la, Ni tamtak hnunga chun i hmu nâwk ding a ni sih a."
2,"Give a portion to seven, yea, even unto eight; for thou knowest not what evil shall be upon the earth.","Chan chu hmun sariah sem lem la, anih, hmun rieta khawm; Hnuoi chunga hin thil ṭha naw ieng am a hung ding ti i hriet si nawh a."
3,"If the clouds be full of rain, they empty themselves upon the earth; and if a tree fall toward the south, or toward the north, in the place where the tree falleth, there shall it be.","Sûmhai chu ruoa an sip hle chun hnuoi chungah an insukruok hlak a, Thing hi chu hmârtienga manih, simtienga manih a tlu chun, A tlûkna hmuna chun thing chu um a tih."
4,He that observeth the wind shall not sow; and he that regardeth the clouds shall not reap.,"Thli nghâktu chun thlaichi thlâk naw nih a, Sûmhai pawisatu chun sîk ngai bawk naw nih."
5,"As thou knowest not what is the way of the wind, nor how the bones do grow in the womb of her that is with child; even so thou knowest not the work of God who doeth all.","Thli lampui chu khâwtieng am ti i hriet naw angin le, nau vawntu phîng sûnga chun iengtin am ruhai chu an inṭhanga ti i hriet naw angin, thil po po thawtu Pathien sinthaw chu i hriet nawh."
6,"In the morning sow thy seed, and in the evening withhold not thy hand; for thou knowest not which shall prosper, whether this or that, or whether they both shall be alike good.","Zingkâr chun i thlaichi chu thlâk la, zântienga khawm i kut chu la kîr naw rawh; a ieng lem am a hung hlawtling ding, a hi am a nih a kha am a nih, an pahni ve vein angkhat an ni ding am khawm i hriet si nawh a."
7,"Truly the light is sweet, and a pleasant thing it is for the eyes to behold the sun.","Var chu ân hawi a, mithai ta dinga thil inhawi chu nisa hmu hi a nih."
8,"Yea, if a man live many years, let him rejoice in them all; but let him remember the days of darkness, for they shall be many. All that cometh is vanity.","Anih, mi chu kum tamtak a dam chun, chuonga po po chun ama chu hlim raw se; amiruokchu, inthim lai nihai chu hre zing raw se, tamtak an ni ding a ni sih a. Chuong a hung tlunghai po po chu teplo el a nih."
9,"Rejoice, O young man, in thy youth, and let thy heart cheer thee in the days of thy youth, and walk in the ways of thy heart, and in the sight of thine eyes; but know thou, that for all these things God will bring thee into judgment.","Aw tlangvâl, i tlangvâlnaa chun hlim rawh; i vânglai nihaia chun i lungril chu hlim sienla, i lungril lampui chu hraw la, i mithmu ngeia chun; amiruokchu, hieng thil po poa ding hin Pathien chun rorêlnaah a ṭhuoilût ding che a nih ti hre rawh."
10,"Therefore remove sorrow from thy heart, and put away evil from thy flesh; for youth and the dawn of life are vanity.","Chuleiin, i lungrila inthawkin lungngaina chu sie hmang la, i tisaa inthawk chun thil ṭha naw chu sie hmang bawk la, tlangvâl lai le vânglai nihai hi teplo el a ni sih a."
