verse_no,en,hmr
1,"I charge thee in the sight of God, and of Christ Jesus, who shall judge the living and the dead, and by his appearing and his kingdom:","Pathien mithmu le, mi hring le mithi ngaituotu ding, Krista Isu mithmua chun, ân lârna le a ram sâlin, ṭhahnemngaitakin kân hriettir che:"
2,"preach the word; be urgent in season, out of season; reprove, rebuke, exhort, with all longsuffering and teaching.","Thu chu hril rawh, a huna khawm, a hun nawa dâm khawm thaw pei rawh; dawtheitaka inchûk- tir peiin an thiem nawna inhriettir la, infui la, kâwk rawh."
3,"For the time will come when they will not endure the sound doctrine; but, having itching ears, will heap to themselves teachers after their own lusts;",Inchûktirna indik an ngai pei naw hun a la tlung ding a ni sih a; an nahai ân za leiin anni dit zâwng angin inchûktirtuhai an kuomah inkhâwm lem an tih.
4,"and will turn away their ears from the truth, and turn aside unto fables.","An na chu thutak tieng chun suksêt an ta, tienami thu tieng pêt tâng an tih."
5,"But be thou sober in all things, suffer hardship, do the work of an evangelist, fulfil thy ministry.","Nang ruok chu iengkimah fim- khur la, rinum tuor la, Chanchin Ṭha hriltu tieng sin thaw la, i rawng- bâwlna kha hlen rawh."
6,"For I am already being offered, and the time of my departure is come.","Kei chu tu khawm hin inhlânin ka um zing ta sih a, ka suok pha a tlung tah."
7,"I have fought the good fight, I have finished the course, I have kept the faith:","Inruolsiekna ṭha chu ka thaw zo tah a, kân tlânsiekna lampui chu ka suo tah a, ringna chu ka vawng zing ta a nih."
8,"henceforth there is laid up for me the crown of righteousness, which the Lord, the righteous judge, shall give to me at that day; and not to me only, but also to all them that have loved his appearing.","Tuhin chu felna lallukhum chu ka ta dingin siein a um tah a, chu chu Lalpa, ngaituotu feltak chun chu nia chun mi pêng a tih; ka kuoma chau ni loin, a hung inlang nâwkna ngaituhai po kuoma khawm."
9,Give diligence to come shortly unto me:,Inhmawtakin ka kuomah hung hrâm hrâm rawh.
10,"for Demas forsook me, having loved this present world, and went to Thessalonica; Crescens to Galatia, Titus to Dalmatia.","Dema chun tulai khawvêl hi a ngainat leiin a mi mâksan tah a. Thessalonikaah a fe ta sih a; Kreske chu Galati ramah a fe tah a, Tita chu Dalmati ramah a fe ta bawk a, Luka chau ka kuomah a um tah."
11,"Only Luke is with me. Take Mark, and bring him with thee; for he is useful to me for ministering.","Marka kha fiel la, hung ṭhuoi ve rawh; ama chu rawngbâwl tieng ka ta dingin a ṭangkai sih a."
12,But Tychicus I sent to Ephesus.,Tukik chu Ephesiah ka tir tah a.
13,"The cloak that I left at Troas with Carpus, bring when thou comest, and the books, especially the parchments.","I hung pha leh Troasa Karpa kuoma zakuo fuol ka mâksan kha, lekhabuhai le khan hung chawi la, savun lekha mawl kha hung chawi rawh."
14,Alexander the coppersmith did me much evil: the Lord will render to him according to his works:,"Alexander, dâr sung thiem kha ka chungah a suol bêk bêk hlak a nih;"
15,of whom do thou also beware; for he greatly withstood our words.,"Lalpa chun a thil thaw ang peiin thung a tih. A kuoma khan nang khawm fimkhurtakin um rawh, ei thu a kal nasa hle sih a."
16,"At my first defence no one took my part, but all forsook me: may it not be laid to their account.","Ka thiemna thu ka hril hmasak ṭum chun tûkhawmin an mi ṭhangpui nawh, an mi thlathlam ta vawng lem a nih; a maw chu phurin um tâwl naw raw hai se."
17,"But the Lord stood by me, and strengthened me; that through me the message might be fully proclaimed, and that all the Gentiles might hear: and I was delivered out of the mouth of the lion.","Chanchin Ṭha keima leia hril kima a um theina ding le, Jentailhai po poin an hriet theina dingin, Lalpa chun a mi ṭan a, a mi sukhrât ta lem a nih; chun sakeibaknei baua inthawk kha sansuokin ka lo um ta a nih."
18,"The Lord will deliver me from every evil work, and will save me unto his heavenly kingdom: to whom be the glory for ever and ever. Amen.","Lalpa chun suolna po poa inthawkin mi sansuok a ta, a vân rama chun himtakin mîn tlung a tih; ama chu chatuona ropuiin um raw se. Amen."
19,"Salute Prisca and Aquila, and the house of Onesiphorus.","Priska le Akuila, Onesiphora sûnghai le khan, chibai mi bûkpêk rawh."
20,Erastus remained at Corinth: but Trophimus I left at Miletus sick.,"Erasta chu Korintha chun a um zing tah a, Trophim ruok chu Miletiah damnawin ka mâksan tah."
21,"Give diligence to come before winter. Eubulus saluteth thee, and Pudens, and Linus, and Claudia, and all the brethren.","Thlasik hmain hung hrâm hrâm rawh aw. Eubul hai, Puden hai, Lina hai, Klaudi hai, unau po pohai leh chibai an bûk che."
22,The Lord be with thy spirit. Grace be with you.,Lalpa chu i thlarau kuomah um raw se. Lunginsietna in kuomah um raw se.
