verse_no,en,hmr
1,"Ask ye of Jehovah rain in the time of the latter rain, even of Jehovah that maketh lightnings; and he will give them showers of rain, to every one grass in the field.","LALPA kâwlinlephai siemtu ngei chu, LALPA kuoma chun ruo nuhnung huna hin ruo ngên ro; chun ama chun ruopui sûr chu pêng a tih, loa thlaihna tin kuoma chun."
2,"For the teraphim have spoken vanity, and the diviners have seen a lie; and they have told false dreams, they comfort in vain: therefore they go their way like sheep, they are afflicted, because there is no shepherd.","Milim chun teplo mei mei a hril a, a lo dawngtuhai khawm chun khêl thu chu an hmu sih a; manga mang- tuhai khawm chun khêl mei mei an mang a, a thlâwn elin an insukthla- muong a nih; chuleiin, berâm angin anni lampui chu an hrawh a, sukrimsikin an um hlak, berâmpu a um naw leiin."
3,"Mine anger is kindled against the shepherds, and I will punish the he-goats; for Jehovah of hosts hath visited his flock, the house of Judah, and will make them as his goodly horse in the battle.","Berampuhai chunga chun ka lunginsenna chu a chawk a, kêlchal- hai chu ka hrem ngei ding a nih; sipaihai LALPA chun a berâmruol Juda sûngkuohai chu a hung sir tah a, indonaa sakawr ṭhatak angin a siem ngei ding a nih."
4,"From him shall come forth the corner-stone, from him the nail, from him the battle bow, from him every ruler together.","Amaa inthawkin a kiha lung dâm, amaa inthawkin a kilna dâm, amaa inthawkin indona thalngul dâm, amaa inthawkin rorêltu dâm an hung suok tlâng vawng ding a ni sih a."
5,"And they shall be as mighty men, treading down their enemies in the mire of the streets in the battle; and they shall fight, because Jehovah is with them; and the riders on horses shall be confounded.","Chun, indona chun an hmêlma- hai chu kawtthlêra chirhak chîl anga chîlin mi thilthawtheitakhai hung nîng an ta, LALPA chu an kuomah a um zing leiin, anni chu do an tih; chun, sakawr chunga chuong mihai khawm chu sukhamhaiin um an tih."
6,"And I will strengthen the house of Judah, and I will save the house of Joseph, and I will bring them back; for I have mercy upon them; and they shall be as though I had not cast them off: for I am Jehovah their God, and I will hear them.","Chun, Juda insûng chu hung sukhrât ka ta, Josef insûng chu sandam ka tih; chun, anni chu hung ṭhuoi kîr nâwk ka tih, an chungah lunginsietna ka nei sih a; chun, anni chu ka lo pei thlâk naw ang hrimin um tâng an tih; chun, an thu chu ngai bawk ka ta, LALPA an Pathien ka ni sih a."
7,"And they of Ephraim shall be like a mighty man, and their heart shall rejoice as through wine; yea, their children shall see it, and rejoice; their heart shall be glad in Jehovah.","Chun, Ephraimhai kha chu mi thilthawtheitak ang nîng an ta, uoin leiin an lungril chu hlim a tih; anih, an thlahai chu hmûng an ta, lâwm an tih; an lungril khawm chu LALPAA chun lâwm bawk a tih."
8,"I will hiss for them, and gather them; for I have redeemed them; and they shall increase as they have increased.","An ta dingin faifûk ka ta, anni ko khâwm ka tih; anni chu kân tlan ta sih a; a lo pung ta ang bawk khan hung insukpung an tih."
9,"And I will sow them among the peoples; and they shall remember me in far countries; and they shall live with their children, and shall return.","Chun, anni chu mipuihai laia chun tûng ka ta; ram hlataka khawm mi hre zing an tih; chun, an nau le têhai leh um an ta, hung kîr nâwk an tih."
10,"I will bring them again also out of the land of Egypt, and gather them out of Assyria; and I will bring them into the land of Gilead and Lebanon; and place shall not be found for them.",Aigupta rama inthawk khawm- in anni chu hung ṭhuoi suok nâwk ka ta. Assuria rama inthawkin la khâwm nâwk ka tih; Gilead le Lebanon rama chun ṭhuoi lût ka ta; an ta dinga hmun indai naw hielin.
11,"And he will pass through the sea of affliction, and will smite the waves in the sea, and all the depths of the Nile shall dry up; and the pride of Assyria shall be brought down, and the sceptre of Egypt shall depart.","Chun, ama chun sukrinumna tuisuoriet chu fe thleng a ta, tui- suorieta chun a fâwnhai chu thâwng a ta. Nile li inthûkhai po po khawm chu kang intan a tih; chun, Assuria chapona chu sukhnuoi nîng a ta, Aigupta lalhmawl chu fe hmang tâng a tih."
12,"And I will strengthen them in Jehovah; and they shall walk up and down in his name, saith Jehovah.","Chun, anni chu LALPAA chun sukhrât ka ta, chun, ama hmingin a suk a tungin fe tâng an tih, LALPA chun a tih."
