verse_no,en,hmr
1,"And I lifted up mine eyes, and saw, and, behold, a man with a measuring line in his hand.","Chun, ka mithai chu ka hang inlên a, ka en a, mi a kuta inkhina hmawl chawi hi ka hmuh a."
2,"Then said I, Whither goest thou? And he said unto me, To measure Jerusalem, to see what is the breadth thereof, and what is the length thereof.","Chun, keiin, “Khawtienga fe ding am i na?” ka ta. Ama chun ka kuom- ah, “Jerusalem chu inkhi dingin, a khang chu ieng ruol am a na, a dungtieng ieng chen am a na ti hre dingin,” a ta."
3,"And, behold, the angel that talked with me went forth, and another angel went out to meet him,","Chun, ngai ta, vântirko a mi betu chu a fe suok tah a, chun, vântirko dangin ama chu ân tuokpui a, a kuomah,"
4,"and said unto him, Run, speak to this young man, saying, Jerusalem shall be inhabited as villages without walls, by reason of the multitude of men and cattle therein.","“Tlân la, hi tlangvâl kuoma hin, ‘mipui tam lei le ranruol leiin Jerusalem chu khuohai kulhai um lo anga hluo el nîng a tih,’ tiin hril rawh."
5,"For I, saith Jehovah, will be unto her a wall of fire round about, and I will be the glory in the midst of her.","A vêlin kei a mei kul bang nîng ka ta, a sûnga chun kei chu a ropuina ka ni ding a ni sih a, LALPA chun a tih,” a ta."
6,"Ho, ho, flee from the land of the north, saith Jehovah; for I have spread you abroad as the four winds of the heavens, saith Jehovah.","“Hung ro, hung ro, hmâr rama inthawk dâm chun hung tlân suok ro, LALPA chun a tih: vân kil liahai chena chun ka lo sukdar ta si cheu a, LALPA chun a tih."
7,"Ho Zion, escape, thou that dwellest with the daughter of Babylon.","Babulon naunu le chêng hmun- khat Zion, hung la, hung suok rawh."
8,For thus saith Jehovah of hosts: After glory hath he sent me unto the nations which plundered you; for he that toucheth you toucheth the apple of his eye.,LALPA chun hieng hin a ti sih a: A ropuina ding ang peiin ama chun nangni suksetu cheu hnamhai kuom- a chun a mi tir a; nangni tâwktu cheu chun ama mit nautê a tâwk a ni sih a:
9,"For, behold, I will shake my hand over them, and they shall be a spoil to those that served them; and ye shall know that Jehovah of hosts hath sent me.","Ngai ta u, anni chunga chun ka kut chu thin ka ta, chuongchun, anni rawng bâwlpêktuhai ta dingin râllâk sum hung ni tâng an tih; chun, sipaihai LALPA chun kei a mi tir a nih ti hre tâng in tih."
10,"Sing and rejoice, O daughter of Zion; for, lo, I come, and I will dwell in the midst of thee, saith Jehovah.","Aw Zion naunu, hlim la, hla sak rawh, en ta, ka hung mêk a, nangni lai chun ka chêng ding a ni sih a, LALPA chun a tih."
11,"And many nations shall join themselves to Jehovah in that day, and shall be my people; and I will dwell in the midst of thee, and thou shalt know that Jehovah of hosts hath sent me unto thee.","Chun, chu nia chun hnam tamtakhai chu LALPA tieng hung kawp an ta, ka mihai an hung ni ding a nih; chun, kei chu nangmaa chun chêng ka ta, chuongchun, sipaihai LALPA chun i kuomah a mi hung tir a nih ti hre tâng i tih."
12,"And Jehovah shall inherit Judah as his portion in the holy land, and shall yet choose Jerusalem.","Chun, ram inthienga chun LALPA chun a chanpuol dingin Juda chu hluong a ta, Jerusalem chu thlang tâng a tih.”"
13,"Be silent, all flesh, before Jehovah; for he is waked up out of his holy habitation.","Mi po pohai, LALPA hmaa chun to ṭhiep ro khai: a chêngna inthienga inthawk chun a hung thohar ta sih a."
