verse_no,en,hmr
1,"And the man knew Eve his wife; and she conceived, and bare Cain, and said, I have gotten a man with the help of Jehovah.","Chun, Adam chun a nuhmei Evi chu a pâwl a; chuongchun, ân rai a, Kaina a hung nei a, “LALPA ṭhangpuinain pasal ka nei tah,” a ta."
2,"And again she bare his brother Abel. And Abel was a keeper of sheep, but Cain was a tiller of the ground.","Chun, a sang Abel a hung nei nâwk a. Abel chu berâm vêngtuah a um a, Kaina ruok chu hnuoi inlettuin."
3,"And in process of time it came to pass, that Cain brought of the fruit of the ground an offering unto Jehovah.","Chun, a nakie chun hieng ang hi a na, Kaina chun LALPA kuoma inhlân dingin loa inthawkin a hung lâk a."
4,"And Abel, he also brought of the firstlings of his flock and of the fat thereof. And Jehovah had respect unto Abel and to his offering:",Abel khawm chun a berâm ruol laia a pieng hmasatakhai le a thau chu a hung lâk a. LALPA chun Abel le a thilinhlân chu a lâwm a;
5,"but unto Cain and to his offering he had not respect. And Cain was very wroth, and his countenance fell.","Kaina le a thilinhlân ruok chu a lâwm ve nawh a. Chuongchun, Kaina chu a lunginsen êm êm a, a hmêl a hung inthim khup el tah a."
6,"And Jehovah said unto Cain, Why art thou wroth? and why is thy countenance fallen?","LALPA chun Kaina kuoma chun, “Iengdinga i lung a sen am? Ieng- dinga i hmêl a hung inthim am?"
7,"If thou doest well, shall it not be lifted up? and if thou doest not well, sin coucheth at the door; and unto thee shall be its desire; but do thou rule over it.","Thil thaw ṭha ni la chu pawm i ni naw ding am a nih? I thaw ṭha naw ruok chun suol chu kawtkhâr bulah a bawk zing a nih; a dit zâwng chu nangma thuhne che a nih a, nisienlakhawm, nangin i thuhne lem ding a nih,” a tih a."
8,"And Cain told Abel his brother. And it came to pass, when they were in the field, that Cain rose up against Abel his brother, and slew him.","Kaina chun a sang Abel kuomah, “Thaw ta, lo tieng va fêng ei tih,” a ta; loa an um lai chun Kaina chun a sang Abel chu a thawh a, a that ta el a."
9,"And Jehovah said unto Cain, Where is Abel thy brother? And he said, I know not: am I my brother’s keeper?","Chuongchun, LALPA chun Kaina kuoma chun, “I sang Abel kha khâwlai am a um tah a?” a ta. Ama chun, “Ka hriet nawh, ka sang vêngtu am ka nih?” a tih a."
10,"And he said, What hast thou done? the voice of thy brother’s blood crieth unto me from the ground.","LALPA chun, “Iengam i thaw leh? I sang thisen râwl chun hnuoia inthawkin a mi ko a nih."
11,"And now cursed art thou from the ground, which hath opened its mouth to receive thy brother’s blood from thy hand;","Hnuoi, i kuta inthawka i sang thisen dawng dinga a bâu lo katua inthawkin ṭawngsephur i ni tah,"
12,"when thou tillest the ground, it shall not henceforth yield unto thee its strength; a fugitive and a wanderer shalt thou be in the earth.","hnuoi în let pha khawm a ṭhatna chu pe phal ta naw ni che; hnuoia hin tlânhmang le invai hung ni tâng i tih,” a ta."
13,"And Cain said unto Jehovah, My punishment is greater than I can bear.","Chun, Kaina chun LALPA kuomah, “I mi hremna hi a nasa bêk a, tuor zo naw ning."
14,"Behold, thou hast driven me out this day from the face of the ground; and from thy face shall I be hid; and I shall be a fugitive and a wanderer in the earth; and it will come to pass, that whosoever findeth me will slay me.","Ngai ta, nangin vawisûn hin hnuoi chunga inthawkin i mi hnawt- hmang ta sih a; i mithmua inthawk thuphmangin ka um ding a ni tah a; hnuoia hin tlânhmang le invai ka lo ni ta ding a ni sih a, chuleiin, a mi hmu taphawtin mi that el an tih,” a ta."
