verse_no,en,hmr
1,"And it came to pass, that when Isaac was old, and his eyes were dim, so that he could not see, he called Esau his elder son, and said unto him, My son: and he said unto him, Here am I.","Isak chu a hung tar a, khaw hmu thei lo khawpa a mit a hung inthim chun, a naupa upa lem Esau chu a ko a, a kuomah, “Ka naupa,” a tih a: ama chun, “Hitaka hi ka um,” a tih a."
2,"And he said, Behold now, I am old, I know not the day of my death.","Chun, amân a kuomah, “Ngai ta, ka tar ta bêk a, ka thi ni ding ka hriet si nawh a."
3,"Now therefore take, I pray thee, thy weapons, thy quiver and thy bow, and go out to the field, and take me venison;","Chuleiin, tuhin, lunginsiettakin, i hriemhrei thal bâwm le i thal ngul kha chawi la, phûlah va suok la, sakhi mi va kâppêk rawh."
4,"and make me savory food, such as I love, and bring it to me, that I may eat; that my soul may bless thee before I die.","Chun, ka thi hmaa mal ka sâwm theina ding chein, ka du zâwng takin hme inhniktakah mi siempêk la, ka fâk dingin ka kuomah hung la rawh,” a tih a."
5,"And Rebekah heard when Isaac spake to Esau his son. And Esau went to the field to hunt for venison, and to bring it.","Chun, Isakin a naupa Esau a biek lai chu Rebekain a lo hriet a. Chuonga Esau chu sakhi kâpa hung hâwn dinga phûla a fe laiin,"
6,"And Rebekah spake unto Jacob her son, saying, Behold, I heard thy father speak unto Esau thy brother, saying,","Rebeka chun a naupa Jakob kuomah, “Ngai ta,i pa chun i u Esau kuomah hieng hin a ti ka hriet a,"
7,"Bring me venison, and make me savory food, that I may eat, and bless thee before Jehovah before my death.","‘Sakhi mi hung kâppêk la, ka fâk a ka thi hmaa LALPA hmaa mal ka sâwmna ding chein, hme inhniktakin mi hung siempêk rawh,’ tiin."
8,"Now therefore, my son, obey my voice according to that which I command thee.","Chuleiin, tuhin, ka naupa, thu ka pêk ang pei che chu zâwm rawh."
9,"Go now to the flock, and fetch me from thence two good kids of the goats; and I will make them savory food for thy father, such as he loveth:","Ran ruol lai va fe la, chutaka inthawk chu kêlte ṭha deu deu pahni mi va lapêk rawh: chu chu a duzâwng takin i pa ta dingin hme inhniktakah lo siem ka tih;"
10,"and thou shalt bring it to thy father, that he may eat, so that he may bless thee before his death.","chun, a thi hmaa mal a sâwm theina ding chein a fâk dingin i pa kuomah i va fepui ding a nih,” a tih a."
11,"And Jacob said to Rebekah his mother, Behold, Esau my brother is a hairy man, and I am a smooth man.","Jakob chun a nu Rebeka kuoma chun, “Ngai ta, ka u Esau chu mi inhmultak a nih a, kei ruok chu mi innâmtak ka ni sih a."
12,"My father peradventure will feel me, and I shall seem to him as a deceiver; and I shall bring a curse upon me, and not a blessing.","Ka pa chun a mi lo them vêl el khawm a ni thei a, ama ngaiin hlêmtu ang hung ni ding ka nih a, malsâwm nêk hmanin ṭawngsie inphur ni lem el ka tih a,” a tih a."
13,"And his mother said unto him, Upon me be thy curse, my son; only obey my voice, and go fetch me them.","A nu chun a kuomah, “Ka naupa, i ṭawngse phur ding chu keia chungah um raw se: ka thu zâwm la mi va lapêk el rawh,” a tih a."
14,"And he went, and fetched, and brought them to his mother: and his mother made savory food, such as his father loved.","Chuongchun, a va feh a, a va lâk a, a nu kuomah a hungpui a; chun, a nu chun a pa du zâwngin hme inhniktakin a lo siem tah a."
15,"And Rebekah took the goodly garments of Esau her elder son, which were with her in the house, and put them upon Jacob her younger son;","Chun, Rebeka chun a naupa upa lem, Esau silfên ṭhatak, ina a kuoma um chu a lâk a, a naupa naupang lem Jakob chu ân hâktir a;"
16,"and she put the skins of the kids of the goats upon his hands, and upon the smooth of his neck:",kêlte vun chun a kut nâmna lai le a rîng nâmna lai chu a tuom a:
17,"and she gave the savory food and the bread, which she had prepared, into the hand of her son Jacob.","chun, hme inhniktak le bei a siemhai chu a naupa Jakob kutah a pêk bawk a."
18,"And he came unto his father, and said, My father: and he said, Here am I; who art thou, my son?","Chun, ama chu a pa kuomah a feh a, “Pa,” a tih a; ama chun, “Hitaka hi ka um, ka naupa a tu lem am i nih a?” a tih a."
19,"And Jacob said unto his father, I am Esau thy first-born; I have done according as thou badest me: arise, I pray thee, sit and eat of my venison, that thy soul may bless me.","Jakob chun a pa kuomah, “I naupa upa lem Esau ka nih, i mi tir ang khan ka thaw zo tah, lunginsiettakin tho la, mal mi sâwm dingin ṭhung la, ka sakhi sa hi fa raw le,” a tih a."
20,"And Isaac said unto his son, How is it that thou hast found it so quickly, my son? And he said, Because Jehovah thy God sent me good speed.","Isak chun a naupa kuomah, “Ka naupa, iengtizie am a na i hung inhma ngei de?” a tih a. Ama chun, “LALPA i Pathienin a mîn hlâw- tlingtir lei a nih,” a tih a."
21,"And Isaac said unto Jacob, Come near, I pray thee, that I may feel thee, my son, whether thou be my very son Esau or not.","Chun, Isak chun Jakob kuomah, “Ka naupa, lunginsiettakin hung hnai raw khai, lo them vêl ka ti che, ka naupa Esau i ni takzet am,” a tih a."
22,"And Jacob went near unto Isaac his father; and he felt him, and said, The voice is Jacob’s voice, but the hands are the hands of Esau.","Chun, Jakob chun a pa Isak chu a va hnai a; ama chun a lo them vêl a, “A rawl chu Jakob rawl a ni sih a, a kuthai chu Esau kut a ni sih a,” a tih a."
23,"And he discerned him not, because his hands were hairy, as his brother Esau’s hands: so he blessed him.","Chuongchun, a kut chu Esau kut anga ân hmul leiin ama chu a hriet nawh a; mal a sâwm tah a."
24,"And he said, Art thou my very son Esau? And he said, I am.","“Ka naupa Esau ngei i ni de maw?” a tih a. Ama chun, “Nih e,” a tih a."
25,"And he said, Bring it near to me, and I will eat of my son’s venison, that my soul may bless thee. And he brought it near to him, and he did eat: and he brought him wine, and he drank.","Chun, ama chun, “Mi hung chawi hnai pêk rawh, chuongchun, mal ka sâwm theina ding chein ka naupa sakhi sa chu lo fâng ka tih,” a tih a. Chuongchun, a hung chawi hnai pêk a, a fâk tah a; uoin khawm a lâkpêk a, a dâwn bawk a."
26,"And his father Isaac said unto him, Come near now, and kiss me, my son.","Chun, a pa Isak chun a kuomah, “Ka naupa, hung hnai la mi fâwp rawh,” a tih a."
27,"And he came near, and kissed him: and he smelled the smell of his raiment, and blessed him, and said, See, the smell of my son Is as the smell of a field which Jehovah hath blessed:","Chuongchun, a va hnai a, a fâwp a: ama chun a silfên rim chu a hriet a, mal a sâwm tah a, “En ta, ka naupa rim hi LALPA malsâwm ram rim ang a nih"
28,"And God give thee of the dew of heaven, And of the fatness of the earth, And plenty of grain and new wine:","Chuongchun, Pathienin vân daidaw, Le hnuoi ṭhatna hmun, Le bu le uoin tamtak pe raw se che."
