verse_no,en,hmr
1,"Now these are the children of the province, that went up out of the captivity of those that had been carried away, whom Nebuchadnezzar the king of Babylon had carried away unto Babylon, and that returned unto Jerusalem and Judah, every one unto his city;","Hienghai hi chu ram mihai, sala ṭhuoihmanga um, Babulon lal Nebukadnezzarin Babulon tieng- a a ṭhuoi hung suok nâwk a, Juda le Jerusalema mâni khuo tieng senga hung kîr nâwkhai chu an nih;"
2,"who came with Zerubbabel, Jeshua, Nehemiah, Seraiah, Reelaiah, Mordecai, Bilshan, Mispar, Bigvai, Rehum, Baanah. The number of the men of the people of Israel:","chuonghai chu Zerubbabel, Jesu- a, Nehemia, Seraia, Reelaia, Mor- dekai, Bilsan, Mispar, Bigvai, Rehum le Baana hai ruolin an hung ve a. Israel chi patling zât chu:"
3,"The children of Parosh, two thousand a hundred seventy and two.",Paros thlahai chu sâng hni za khat sâwmsari pahni an nih.
4,"The children of Shephatiah, three hundred seventy and two.",Sephatia thlahai chu za thum sâwmsari pahni.
5,"The children of Arah, seven hundred seventy and five.",Ara thlahai chu za sari sâwmsari panga.
6,"The children of Pahath-moab, of the children of Jeshua and Joab, two thousand eight hundred and twelve.","Jesua le Joab thlaa mi, Pahath- moab thlahai chu sâng hni za riet sâwmpahni."
7,"The children of Elam, a thousand two hundred fifty and four.",Elam thlahai chu sâng khat za hni sâwmnga pali.
8,"The children of Zattu, nine hundred forty and five.",Zattu thlahai chu za kuo sâwmli panga.
9,"The children of Zaccai, seven hundred and threescore.",Zakkai thlahai chu za sari sâwmruk.
10,"The children of Bani, six hundred forty and two.",Bani thlahai chu za ruk sâwmli pathum.
11,"The children of Bebai, six hundred twenty and three.",Bebai thlahai chu za ruk sâwmhni pathum.
12,"The children of Azgad, a thousand two hundred twenty and two.",Azgad thlahai chu sâng khat za hni sâwmhni pahni.
13,"The children of Adonikam, six hundred sixty and six.",Adonikam thlahai chu za ruk sâwmruk paruk.
14,"The children of Bigvai, two thousand fifty and six.",Bigvai thlahai chu sâng hni sâwmnga paruk.
15,"The children of Adin, four hundred fifty and four.",Adin thlahai chu za li sâwmnga pali.
16,"The children of Ater, of Hezekiah, ninety and eight.",Hezekia thla Ater thlahai chu sâwmkuo pariet.
17,"The children of Bezai, three hundred twenty and three.",Bezai thlahai chu za thum sâwmhni pathum.
18,"The children of Jorah, a hundred and twelve.",Jora thlahai chu za khat sâwm pahni.
19,"The children of Hashum, two hundred twenty and three.",Hasum thlahai chu za hni sâwmhni pathum.
20,"The children of Gibbar, ninety and five.",Gibbar thlahai chu sâwmkuo panga.
21,"The children of Beth-lehem, a hundred twenty and three.",Bethlehem thlahai chu za khat sâwmhni pathum.
22,"The men of Netophah, fifty and six.",Netopha mihai chu sâwmnga paruk.
23,"The men of Anathoth, a hundred twenty and eight.",Anathoth mihai chu za khat sâwmhni pariet.
24,"The children of Azmaveth, forty and two.",Azmaveth thlahai chu sâwmli pahni.
25,"The children of Kiriath-arim, Chephirah, and Beeroth, seven hundred and forty and three.","Kiriath-arim, Kephira le Bee- roth thlahai chu za sari sâwmli pathum."
26,"The children of Ramah and Geba, six hundred twenty and one.",Rama le Geba thlahai chu za ruk sâwmhni pakhat.
27,"The men of Michmas, a hundred twenty and two.",Mikmas mihai chu za khat sâwmhni pahni.
28,"The men of Beth-el and Ai, two hundred twenty and three.",Bethel le Ai mihai chu za hni sâwmhni pathum.
29,"The children of Nebo, fifty and two.",Nebo thlahai chu sâwmnga pahni.
30,"The children of Magbish, a hundred fifty and six.",Magbis thlahai chu za khat sâwmnga paruk.
31,"The children of the other Elam, a thousand two hundred fifty and four.",Elam mi dang thlahai chu sâng khat za hni sâwmnga pali.
32,"The children of Harim, three hundred and twenty.",Harim thlahai chu za thum sâwmhni.
33,"The children of Lod, Hadid, and Ono, seven hundred twenty and five.",Lod le Hadid le Ono thlahai chu za sari sâwmhni panga.
34,"The children of Jericho, three hundred forty and five.",Jeriko thlahai chu za thum sâwmli panga.
35,"The children of Senaah, three thousand and six hundred and thirty.",Senaa thlahai chu sang thum za ruk sâwmthum.
36,"The priests: the children of Jedaiah, of the house of Jeshua, nine hundred seventy and three.","Jesua sûngkuo, Jedaia thla thiempuhai chu za kuo sâwmsari pathum."
37,"The children of Immer, a thousand fifty and two.",Immer thlahai chu sâng khat sâwmnga pahni.
38,"The children of Pashhur, a thousand two hundred forty and seven.",Pashhur thlahai chu sâng khat za hni sâwmli pasari.
39,"The children of Harim, a thousand and seventeen.",Harim thlahai chu sâng khat sâwm pasari.
40,"The Levites: the children of Jeshua and Kadmiel, of the children of Hodaviah, seventy and four.",Hodavia thlaa Kadmiel le Jesua thla Levi mihai chu sâwmsari pali.
41,"The singers: the children of Asaph, a hundred twenty and eight.","Asaph thla, hlasaktuhai za khat sâwmhni pariet."
42,"The children of the porters: the children of Shallum, the children of Ater, the children of Talmon, the children of Akkub, the children of Hatita, the children of Shobai, in all a hundred thirty and nine.","Kawtkhâr vêngtuhai thlahai: Sallum thlahai, Ater thlahai, Talmon thlahai, Akkub thlahai, Hatita thla- hai, Sobai thlahai leh an rêngin za khat sâwmthum pakuo."
43,"The Nethinim: the children of Ziha, the children of Hasupha, the children of Tabbaoth,","Nethinim mihai: Ziha thlahai, Hasupha thlahai, Tabbaoth thlahai;"
44,"the children of Keros, the children of Siaha, the children of Padon,","Keros thlahai, Siaha thlahai, Padon thlahai;"
45,"the children of Lebanah, the children of Hagabah, the children of Akkub,","Lebana thlahai, Hagaba thla- hai, Akkub thlahai;"
46,"the children of Hagab, the children of Shamlai, the children of Hanan,","Hagab thlahai, Samlai thlahai, Hanan thlahai;"
47,"the children of Giddel, the children of Gahar, the children of Reaiah,","Giddel thlahai, Gahar thlahai, Reaia thlahai;"
48,"the children of Rezin, the children of Nekoda, the children of Gazzam,","Rezin thlahai, Nekoda thlahai, Gazzam thlahai;"
49,"the children of Uzza, the children of Paseah, the children of Besai,","Uzza thlahai, Pasea thlahai, Besai thlahai;"
50,"the children of Asnah, the children of Meunim, the children of Nephisim,","Asna thlahai, Meunim thlahai, Nephisim thlahai;"
51,"the children of Bakbuk, the children of Hakupha, the children of Harhur,","Bakbuk thlahai, Hakupha thla- hai, Harhur thlahai;"
