verse_no,en,hmr
1,"Hear this word, ye kine of Bashan, that are in the mountain of Samaria, that oppress the poor, that crush the needy, that say unto their lords, Bring, and let us drink.","Nangni Basan hmun sebâwngpui, Samari tlâng chunga um, rim- sihai nêksâwr a, tlasamhai nêk a, an lalhai kuomah, “Hung la unla, dâwn ei tiu,” tituhai, hi thu hi lo hre ro."
2,"The Lord Jehovah hath sworn by his holiness, that, lo, the days shall come upon you, that they shall take you away with hooks, and your residue with fish-hooks.","LALPA Pathien chun ama inthiengna sâlin ṭawng ân khâm a: “Ngai ta u, thîrkuoiin a lâk hmang cheu a, nangni laia a la um sun ngakuoia a lâk hmang ni cheu a hung tlung ding a nih."
3,"And ye shall go out at the breaches, every one straight before her; and ye shall cast yourselves into Harmon, saith Jehovah.","Chun, bang âwngahai fe suok in ta, mi tin chu tlûntakin fêng an tih, Harmon hmuna chun inpeihâwn in tih,” LALPA chun a tih."
4,"Come to Beth-el, and transgress; to Gilgal, and multiply transgression; and bring your sacrifices every morning, and your tithes every three days;","“Bethela chun hung unla, bawse ro, Gilgala chun hung unla, bawsiet- na chu sukpung ro; chun, in inthâwi- nahai chu tûk tin hung la unla, in sâwma pakhathai chu ni thum dan peiah hung la ro,"
5,"and offer a sacrifice of thanksgiving of that which is leavened, and proclaim freewill-offerings and publish them: for this pleaseth you, O ye children of Israel, saith the Lord Jehovah.","chawl ṭhang lâwmthu hrilna in- thâwina chu inhlân unla, mâni nuom- zâwnga inhlânhai chu hril unla, phuong ro; Aw Israel nauhai, hi hi in nuom sih a,” Lalpa PATHIEN chun a tih."
6,"And I also have given you cleanness of teeth in all your cities, and want of bread in all your places; yet have ye not returned unto me, saith Jehovah.","“Chun, kei khawma in khawpui po pohaia ha faina le in hmun po pohaia tlâksamna ka pêk cheu a, chuong sa khawm chun ka kuomah in hung kîr nawh a,” LALPA chun a tih."
7,"And I also have withholden the rain from you, when there were yet three months to the harvest; and I caused it to rain upon one city, and caused it not to rain upon another city: one piece was rained upon, and the piece whereupon it rained not withered.","“Chun, bu sîk hun ding thla thum a la ni laiin in chunga ruo sûr ding khawm ka chel a, khawpui pakhat chungah kân sûrtir a, khawpui dang chungah kân sûrtir nawh a; hmun khat chungah a sûr hlak a, a sûr nawna hmun chu a ṭâwl hlak."
8,"So two or three cities wandered unto one city to drink water, and were not satisfied: yet have ye not returned unto me, saith Jehovah.","Chuongchun, khawpui pahni amanih, pathum amani chu khawpui pakhatah tui dâwn dingin an invâk a, an khawp nawh a, chuong sa khawm chun ka kuomah an hung kîr nawh,” LALPA chun a tih."
9,"I have smitten you with blasting and mildew: the multitude of your gardens and your vineyards and your fig-trees and your olive-trees hath the palmer-worm devoured: yet have ye not returned unto me, saith Jehovah.","“Ṭâwlna le apnain ka hrem cheu a, in huonhai, in grêp huonhai, in theichang kûnghai, in oliv thinghai zozai chu thingnge tuktulung chun a fâk zo vawng tah a nih; chuong khawm chun ka kuomah in hung kîr nawh,” LALPAIN a tih."
10,"I have sent among you the pestilence after the manner of Egypt: your young men have I slain with the sword, and have carried away your horses; and I have made the stench of your camp to come up even into your nostrils: yet have ye not returned unto me, saith Jehovah.","“Aigupta ram angin nangni lai hripui ka tir a, kâwlhnâmin in tlangvâlhai chu ka that tah a, in sakawrhai ka ṭhuoi hmang tah a nih; chun, in sipai hmun rimsie chu hnâra innam khawpin kân umtir a, chuong khawm chun ka kuomah in hung kîr nawh,” LALPA chun a tih."
11,"I have overthrown cities among you, as when God overthrew Sodom and Gomorrah, and ye were as a brand plucked out of the burning: yet have ye not returned unto me, saith Jehovah.","“Sodom le Gomorra khuo chu Pathienin a sukchim lai angin nangni lai mi ṭhenkhat ka sukchim a, thing kâng ût lâk suok ang in na; chuong khawm chun ka kuomah in hung kîr nawh,” LALPA chun a tih."
12,"Therefore thus will I do unto thee, O Israel; and because I will do this unto thee, prepare to meet thy God, O Israel.","“Chuleiin, aw Israel, i chungah hieng ang hin ka thaw ding a nih; i chungah hi hi ka thaw ding a ni leiin, aw Israel, i Pathien chu tuok dingin insiem zo rawh”."
13,"For, lo, he that formeth the mountains, and createth the wind, and declareth unto man what is his thought; that maketh the morning darkness, and treadeth upon the high places of the earth—Jehovah, the God of hosts, is his name.","Ngai ta, tlânghai inngîr suok a, thli siem a, mihriem kuoma chun a ngaituona chu ieng am a na ti hrilsuokpêk a, zîngkâr chu sukthim a, hnuoi hmun insâng sirtu chu a hming LALPA, sipaihai Pathien chu a ni sih a."
