verse_no,en,hmr
1,"Thus the Lord Jehovah showed me: and, behold, a basket of summer fruit.","Hieng ang hin Lalpa PATHIEN chun a mîn entir a, chun, en ta u, nisapuithei bâwm a lo nih."
2,"And he said, Amos, what seest thou? And I said, A basket of summer fruit. Then said Jehovah unto me, The end is come upon my people Israel; I will not again pass by them any more.","Chun, ama chun, “Amos, ieng am i hmuh a?” a ta. Keiin, “Nisapuithei bâwm,” ka tih a. Chun, LALPA chun ka kuomah, “Ka mi Israelhai chungah tâwpna a hung tlung tah; anni chu khêl nâwk ta naw ning,” a ta."
3,"And the songs of the temple shall be wailings in that day, saith the Lord Jehovah: the dead bodies shall be many; in every place shall they cast them forth with silence.","Lalpa PATHIEN chun, “Chu nia chun biekin hlahai chu khêk rak rak ni tâng a ta, mithi ruong tam a ta, hmun tinah to zingin peihâwn an tih,” a ta."
4,"Hear this, O ye that would swallow up the needy, and cause the poor of the land to fail,","Chun, hi hi ngai ta u, nangni tlasamhai fa zo nuom a, ram mi rimsi sukbo nuomhai,"
5,"saying, When will the new moon be gone, that we may sell grain? and the sabbath, that we may set forth wheat, making the ephah small, and the shekel great, and dealing falsely with balances of deceit;","“Bu ei zawr theina dingin thla thar chu iengtik âm bo a ta, beiphit bu ei insuo theina dingin châwlni chu iengtik âm a bo ding a na? Epha sukchîna, shekel suklien a, indik nawtaka hlêmna bûkna hmang a,"
6,"that we may buy the poor for silver, and the needy for a pair of shoes, and sell the refuse of the wheat?","tangkaruoa mi rimsi inchawh a, mi tlasamhai chu kekawk bun khata inchawh a, busi ei zawr theina ding- in,” tiin."
7,"Jehovah hath sworn by the excellency of Jacob, Surely I will never forget any of their works.","LALPA chun Jakob ropuina sâlin ṭawng ân khâm a, “Matheiloin, an sinthaw hrim hrim theinghil dêr naw ning ah,” tiin."
8,"Shall not the land tremble for this, and every one mourn that dwelleth therein? yea, it shall rise up wholly like the River; and it shall be troubled and sink again, like the River of Egypt.","Hi hi lei hin ram chu ân thinin, a sûnga um taphawthai chu an lungngai naw ding am a nih? Anih, Vadung ang chun hung lien vawng a ta, Aigupta ram Vadung angin hung buoiin hung kang a tih."
9,"And it shall come to pass in that day, saith the Lord Jehovah, that I will cause the sun to go down at noon, and I will darken the earth in the clear day.","Chun, Lalpa PATHIEN chun a hril a, Chu nia chun, sûn changlai nisa intlâktir ka ta, nisa sat lai chun hnuoi chu sukthim ka tih."
10,"And I will turn your feasts into mourning, and all your songs into lamentation; and I will bring sackcloth upon all loins, and baldness upon every head; and I will make it as the mourning for an only son, and the end thereof as a bitter day.","In ruoiṭhehai chu lungngainaa le in hlahai po po chu ṭapnaah inchangtir ka tih; kâwng po po chu saiip puon indierkeitir ka ta, lu tin sîpa chun kâwkna hung intlungtir ka tih; chun, naupa khât nei sun ta dinga lungngaina ang le, a tâwpna chu khâkna ni angin siem ka tih."
11,"Behold, the days come, saith the Lord Jehovah, that I will send a famine in the land, not a famine of bread, nor a thirst for water, but of hearing the words of Jehovah.","Lalpa PATHIEN chun, “Ngai ta u, nihai chu a hung tlung mêk a nih, chuong nihaia chun rama chun ṭâm tir ka ta, bua ṭâmna ni loin, tuia ṭâmna ni loin, LALPA thu hrietnaa ṭâmna lem chu."
12,"And they shall wander from sea to sea, and from the north even to the east; they shall run to and fro to seek the word of Jehovah, and shall not find it.","Chun, tuisuorieta inthawka tui- suorieta le hmâra inthawka saka khawm invâk an ta; LALPA thu chu zawng dingin kil tinah tlân an ta, hmu naw ni hai."
13,In that day shall the fair virgins and the young men faint for thirst.,"Chu nia chun nunghâk ṭha le tlangvâlhai chu dangchârin thidang an ta,"
14,"They that swear by the sin of Samaria, and say, As thy god, O Dan, liveth; and, As the way of Beer-sheba liveth; they shall fall, and never rise up again.","Samari khaw suolna sâla ṭawng inkhâm a, ‘Aw Dan, i Pathien a hring angin,’ le, ‘Beer-seba fena lampui a hring zing angin,’ tihai kha, chuong mihai khawm chu tlûng an tih, tho nâwk dêr naw ni hai,” tiin."
