verse_no,en,hmr
1,In the second year of Joash son of Joahaz king of Israel began Amaziah the son of Joash king of Judah to reign.,Israel lal Jehoahaz naupa Joas kum hni ân lal kum chun Juda lal Joas naupa Amazia ân lal ṭan a.
2,He was twenty and five years old when he began to reign; and he reigned twenty and nine years in Jerusalem: and his mother’s name was Jehoaddin of Jerusalem.,"Ân lal ṭantir chun kum sâwmhni le kum nga mi a na, Jerusalemah kum sâwmhni le kum kuo ân lal a, a nu hming chu Jehoadin, Jerusalem mi a nih."
3,"And he did that which was right in the eyes of Jehovah, yet not like David his father: he did according to all that Joash his father had done.","LALPA mithmuah thil feltak a thaw hlak a, a pu David ruok chu a tluk nawh a; a pa Joas thilthaw ang po chu a thaw ve hlak a."
4,Howbeit the high places were not taken away: the people still sacrificed and burnt incense in the high places.,"Amiruokchu, bâwlhmunhai ruok chu sukbo a ni chuong nawh; bâwl- hmunahai chun mihai chu an lân thâwiin, riminhnik an la raw zing hlak a."
5,"And it came to pass, as soon as the kingdom was established in his hand, that he slew his servants who had slain the king his father:","Chun, a ram chu a hang indin nghet phingleh, a mihai a pa lal thattuhai kha a that ve thung a;"
6,"but the children of the murderers he put not to death; according to that which is written in the book of the law of Moses, as Jehovah commanded, saying, The fathers shall not be put to death for the children, nor the children be put to death for the fathers; but every man shall die for his own sin.","amiruokchu, chuong tuolthat- tuhai nauhai ruok chu a that nawh a; Mosie dân bua, “Nauhai leiin pahai sukhlum ding a ni nawh a, pahai leiin nauhai sukhlum ding a ni bawk nawh a, mi tin chu mâni suol leiin an thi ding a nih,” tiha LALPA thupêk dân ziek ang khan."
7,"He slew of Edom in the Valley of Salt ten thousand, and took Sela by war, and called the name of it Joktheel, unto this day.","Edom mihai chu Machi Ruomah sîng khat a that a, Sela khuo chu a thawh a, a lâk a, a hming dingin Joktheel ân bûk a, tu chen hin an la ti a nih."
8,"Then Amaziah sent messengers to Jehoash, the son of Jehoahaz son of Jehu, king of Israel, saying, Come, let us look one another in the face.","Chuongchun, Amazia chun Israel lal Jehu naupa Jehoahaz nau Jehoas kuoma chun, “Thaw ta, hmai sanah lo inen ei tih khai,” tiin mi a tir a."
9,"And Jehoash the king of Israel sent to Amaziah king of Judah, saying, The thistle that was in Lebanon sent to the cedar that was in Lebanon, saying, Give thy daughter to my son to wife: and there passed by a wild beast that was in Lebanon, and trod down the thistle.","Chun, Israel lal Jehoas chun, Juda lal Amazia kuomah, “Lebanon tlânga hlingin Lebanon tlânga Sidar thing kuomah ‘I naunu kha ka naupa nuhmeiah inneitir ta khai,’ tiin ân chah a; chun, Lebanon tlânga ramsa a hung a, hling chu a hung chîl thlûk dêr el tah a."
10,"Thou hast indeed smitten Edom, and thy heart hath lifted thee up: glory thereof, and abide at home; for why shouldest thou meddle to thy hurt, that thou shouldest fall, even thou, and Judah with thee?","Nang hin Edom mihai chu i hne ngei luoh a, i lungril a hung chapo tah a ni hi, i chapona kha intawmpui ṭawk ṭawk el rawh, nang le Juda ram puma sietna, i ta dinga thil ṭha naw ding iengdingin am i cho suok ding an leh,” tiin mi a tir veh a."
11,"But Amaziah would not hear. So Jehoash king of Israel went up; and he and Amaziah king of Judah looked one another in the face at Beth-shemesh, which belongeth to Judah.","Nisienlakhawm, Amazia chun a lo ngai nuom nawh a. Chuongchun, Israel lal Jehoas chu a hang feh a, Juda lal Amazia le chun Juda ram Bethsemes khuoa chun hmai sanah an inen ta ngei a."
12,And Judah was put to the worse before Israel; and they fled every man to his tent.,"Chun, Juda chu Israelhai hmaa chun a lo tlâwm tah a, mi tin chu mâni in tieng an fe ta seng a."
13,"And Jehoash king of Israel took Amaziah king of Judah, the son of Jehoash the son of Ahaziah, at Beth-shemesh, and came to Jerusalem, and brake down the wall of Jerusalem from the gate of Ephraim unto the corner gate, four hundred cubits.","Chun, Israel lal Jehoas chun Juda lal Ahazia naupa Jehoas nau Amazia chu Bethsemesa chun a man a, Jerusalem khuoah a feh a, Jeru- salem kul chu Ephraim kul kawt- khâra inthawka kul kil kawtkhâr chenin tawng za li zet a sukchim a."
14,"And he took all the gold and silver, and all the vessels that were found in the house of Jehovah, and in the treasures of the king’s house, the hostages also, and returned to Samaria.","Chun, LALPA ina mi le, lal ina ro siekhâwmnaa mi, rângkachak le tangka le bûr le bêlhai a um taphawt chu a lâk a, hrêna intâng dinghai leh; chun, Samari khuo tieng chun a fe nâwk tah a."
15,"Now the rest of the acts of Jehoash which he did, and his might, and how he fought with Amaziah king of Judah, are they not written in the book of the chronicles of the kings of Israel?","Chuongchun, Jehoas thilthaw chanchin danghai, a thilthawthei- ziehai, Juda lal Amazia a thaw thu dâm chu Israel lalhai inlal lai thu ziekna bua chun a chuong a ni naw am a nih?"
16,"And Jehoash slept with his fathers, and was buried in Samaria with the kings of Israel; and Jeroboam his son reigned in his stead.","Chun, Jehoas chu a pi le puhai kuomah a in a, Samari khuoah Israel lalhai lai an phûm a; chun, a naupa Jeroboam chu ama aiawin ân lal tah a."
17,And Amaziah the son of Joash king of Judah lived after the death of Jehoash son of Jehoahaz king of Israel fifteen years.,"Chun, Juda lal Joas naupa Amazia chu Israelhai lal Jehoahaz naupa Jehoas thi hnungin kum sâwm le kum nga a la dam a."
18,"Now the rest of the acts of Amaziah, are they not written in the book of the chronicles of the kings of Judah?","Chuongchun, Amazia chanchin danghai chu Juda lalhai inlal lai thu ziekna buah a chuong a ni naw am a nih?"
19,"And they made a conspiracy against him in Jerusalem; and he fled to Lachish: but they sent after him to Lachish, and slew him there.","Chun, Jerusalem khuoah ama chu an phier rûk a, chuongchun, Lakis khuoah a tlân a; nisienlakhawm, Lakis khuoa chun mi an inhnawttir a, chutaka chun an that tah a."
20,And they brought him upon horses; and he was buried at Jerusalem with his fathers in the city of David.,"Chun, a ruong chu sakawrin an fepui a, a pi le puhai lai David khaw- pui Jerusalema chun an phûm tah a."
