verse_no,en,hmr
1,"I will stand upon my watch, and set me upon the tower, and will look forth to see what he will speak with me, and what I shall answer concerning my complaint.","Ka vêngbûk chunga chun ngîr ka ta, ka kulbîng chunga chun um ka ta, kâwk ka ni phaha ka dawnna ding le ka kuoma ieng am a hril ding ti hmu dingin nghâk zing ka tih."
2,"And Jehovah answered me, and said, Write the vision, and make it plain upon tablets, that he may run that readeth it.","Chun, LALPA chun a mi hung dawn a, “Inlârna thu chu ziek la, Lungphêkhai chunga chun fietak elin, A tiemtu chun tlân puma a tiem theina dingin."
3,"For the vision is yet for the appointed time, and it hasteth toward the end, and shall not lie: though it tarry, wait for it; because it will surely come, it will not delay.","Inlârna hi hun ruota hung tlung ding a la na, A tâwp chu a hnai mêk zing a, inkhêl bawk naw nih; A muong khawma nghâk zing la, A hung tlung ngei ding a ni leiin,” tiin."
4,"Behold, his soul is puffed up, it is not upright in him; but the righteous shall live by his faith.","En ta u, a lungril chu a chapo a, amaa chun ân dik naw a nih, Mi fel ruok chu a ringna lei chun hring a tih."
5,"Yea, moreover, wine is treacherous, a haughty man, that keepeth not at home; who enlargeth his desire as Sheol, and he is as death, and cannot be satisfied, but gathereth unto him all nations, and heapeth unto him all peoples.","Anih, chu nawa khawm uoin he chu bawsetu, Mi chapo, a ina um ngailo chu a nih; Ama chun a châkna chu hrem- hmun angin a suklien a, Ama chu thina ang a na, suktlai ruol a ni nawh. Chi po pohai chu a kuoma chun a kei khâwmin, Hnam po pohai chu a kuomah a lâk khâwm lem a nih."
6,"Shall not all these take up a parable against him, and a taunting proverb against him, and say, Woe to him that increaseth that which is not his! how long? and that ladeth himself with pledges!","Hieng po pohai hin ama chunga tekhina hung hrilin, ama chunga hrilinsîm thu hrilin, “Ama ta ni si loa insukpung chu ieng chen am nei a ta? Mâni le mâni banda insiekhumtu chung chu a va rik de!” an ti naw dîm a nih?"
7,"Shall they not rise up suddenly that shall bite thee, and awake that shall vex thee, and thou shalt be for booty unto them?","Anni chun thâwklekhatin nang hung sêtu ding che chu suktho an ta, Hmatieng hnungtienga nawrtu ding chu hung sukharin, An ta dinga râllâk thil i ni el naw ding maw?"
8,"Because thou hast plundered many nations, all the remnant of the peoples shall plunder thee, because of men’s blood, and for the violence done to the land, to the city and to all that dwell therein.","Hnam tamtak i suksiet ta leiin, mihriem thisen le Ram le khawpui le a sûnga chênghai chunga Mihriem thisen le inpâwngnêk- na thil lo thaw ta po po lei khan, Nang khawm chi a la um sun- hai po po chun sukse vêng an ti che."
9,"Woe to him that getteth an evil gain for his house, that he may set his nest on high, that he may be delivered from the hand of evil!","Mi suol kuta inthawka sansuok a ni theina dinga, A bû insângtaka a sep theina dinga, A insûng ta dinga hlâwkna indik naw latu chu a chung a rik ie!"
10,"Thou hast devised shame to thy house, by cutting off many peoples, and hast sinned against thy soul.","Mi tamtak chu sât thlain, I insûng ta ding chun inzakna în tlun tah a; I hringna chung ngeia khawm thil i suksuol tah a nih."
11,"For the stone shall cry out of the wall, and the beam out of the timber shall answer it.","Banga inthawk chun lung chuhung khêksuok a ta, Thing laia tlungpûm chun a hung dawn ding a ni sih a."
12,"Woe to him that buildeth a town with blood, and establisheth a city by iniquity!","Khuo chu thisena indin a, Khawpui chu khawhlonaa inngîrtu chung chu a rik ie!"
13,"Behold, is it not of Jehovah of hosts that the peoples labor for the fire, and the nations weary themselves for vanity?","En ta u, hnamhai chu teploah anni an insuklungkham a, Chi tinhai chun mei ta dinga sin an inrim hi, Sipaihai LALPAA inthawk ni lo am a nih?"
14,"For the earth shall be filled with the knowledge of the glory of Jehovah, as the waters cover the sea.","Tuisuoriet chu tuihaiin ân khum angin, LALPA ropuina hrietna chun hnuoi hi a suksip ding a ni sih a."
