verse_no,en,hmr
1,"These are the statutes and the ordinances which ye shall observe to do in the land which Jehovah, the God of thy fathers, hath given thee to possess it, all the days that ye live upon the earth.","“LALPA in pi le puhai Pathien- in a pêk cheu ram in hluo a, hnuoia in um sûnga fîmkhurtaka in zâwm ding thuruothai, rorêl dânhai chu hieng hi a nih."
2,"Ye shall surely destroy all the places wherein the nations that ye shall dispossess served their gods, upon the high mountains, and upon the hills, and under every green tree:","In va hluo ding ram hnamhaiin tlâng lienhai, tlâng chînhai, thing hring tin hnuoi dâma an pathienhai rawng an bâwlna hmun po pohai chu in suksiet vawng ding a nih."
3,"and ye shall break down their altars, and dash in pieces their pillars, and burn their Asherim with fire; and ye shall hew down the graven images of their gods; and ye shall destroy their name out of that place.","An mâichâmhai sukchim in ta, an lungphunhai suknâwi vawng in ta, an Asera dâm chu in raw ding a nih; an pathien lim siem fâwmhai chu phûrpêk in ta, chutaka an hming chu in thaihmang ding a nih."
4,Ye shall not do so unto Jehovah your God.,Chuong ang chun LALPA in Pathien chunga chu in thaw ding a ni nawh.
5,"But unto the place which Jehovah your God shall choose out of all your tribes, to put his name there, even unto his habitation shall ye seek, and thither thou shalt come;","LALPA in Pathienin in hnam po po laia a hming umna ding hmun a la ruot ding chu zawng lem in ta, chutaka chun in fe ding a nih."
6,"and thither ye shall bring your burnt-offerings, and your sacrifices, and your tithes, and the heave-offering of your hand, and your vows, and your freewill-offerings, and the firstlings of your herd and of your flock:","Chutaka chun in pumrawhmang thilinhlânhai, in inthâwinahai, in sâwma pakhat dâm, in thên thilin- hlânhai dâm, in thutiem dâm, in nuomthua thilinhlânhai dâm, in ran ruol le in berâm ruol laia pieng hmasa takhai in hung lâk ding a nih."
7,"and there ye shall eat before Jehovah your God, and ye shall rejoice in all that ye put your hand unto, ye and your households, wherein Jehovah thy God hath blessed thee.","Chutaka chu, LALPA in Pathien hmaa chun fâng in ta, in kut rasuok LALPAIN mal a sâwmna cheua chun hlimtakin in um ding a nih, in sungkuoin."
8,"Ye shall not do after all the things that we do here this day, every man whatsoever is right in his own eyes;",“Mi tinin mâni ṭha ti zâwng ang ela tuta ei thaw ang hin in thaw ding a ni nawh;
9,"for ye are not as yet come to the rest and to the inheritance, which Jehovah thy God giveth thee.",LALPA in Pathienin a pêk cheu ram le châwlna chu in la tlung hri si nawh a.
10,"But when ye go over the Jordan, and dwell in the land which Jehovah your God causeth you to inherit, and he giveth you rest from all your enemies round about, so that ye dwell in safety;","Jordan vadung in kai a, LALPA in Pathienin ân hluotir ding cheuah in um a, himtaka in um theina dinga in vêla hmêlmahai po poa inthawka ân châwltir pha cheu ruok chun,"
11,"then it shall come to pass that to the place which Jehovah your God shall choose, to cause his name to dwell there, thither shall ye bring all that I command you: your burnt-offerings, and your sacrifices, your tithes, and the heave-offering of your hand, and all your choice vows which ye vow unto Jehovah.","LALPA in Pathienin a hming inumtirna ding a ruot ding hmuna hung lâk dinga ka ti po po chutaka chun in hung lâk ding a nih, in pumrawhmang thilinhlânhai, in sâwma pakhat dâm, in thên thilin- hlânhai, LALPA kuoma thutiema in tiem ṭha ṭhahai le chun."
12,"And ye shall rejoice before Jehovah your God, ye, and your sons, and your daughters, and your men-servants, and your maid-servants, and the Levite that is within your gates, forasmuch as he hath no portion nor inheritance with you.","LALPA in Pathien hmaa chun hlimtakin um in ta, nangni le in naupasalhai le, in naunuhmeihai leh, in suokpahai leh, in suoknuhai leh in ina um Levi mihai leh, anni chun nangni lai chanvo le ram nei ve nghâl lohai."
13,Take heed to thyself that thou offer not thy burnt-offerings in every place that thou seest;,“Hmun in hmuna taphawtah in pumrawhmang thilinhlânhai inhlân el lo dingin fîmkhur ro khai.
14,"but in the place which Jehovah shall choose in one of thy tribes, there thou shalt offer thy burnt-offerings, and there thou shalt do all that I command thee.",In hnamhai laia LALPAIN a la ruot ding hmuna chun in pumraw- hmang thilinhlânhai chu inhlân lem in ta; chutaka chun thu ka pêk cheu po po chu in thaw ding a nih.
