verse_no,en,hmr
1,"And it shall come to pass, if thou shalt hearken diligently unto the voice of Jehovah thy God, to observe to do all his commandments which I command thee this day, that Jehovah thy God will set thee on high above all the nations of the earth:","“LALPA in Pathien râwl chu nguntaka in ngai a, vawisûna thu ka pêk cheu thupêk po pohai fîmkhurtaka in zâwm chun, LALPA in Pathien chun khawvêl hnam po poa chunghnung takah siem a ti cheu."
2,"and all these blessings shall come upon thee, and overtake thee, if thou shalt hearken unto the voice of Jehovah thy God.","LALPA in Pathien thu in pawm phawt chun hieng malsâwmna po po hi in chungah um a ta, zui pei a ti cheu."
3,"Blessed shalt thou be in the city, and blessed shalt thou be in the field.",In tieng le ram tienga khawm chun malsâwmin um in tih.
4,"Blessed shall be the fruit of thy body, and the fruit of thy ground, and the fruit of thy beasts, the increase of thy cattle, and the young of thy flock.","In rîla rahai, in hnuoi rahai, in ran ruol pung, in bâwngpui le berâm ruol pung dâm chu malsâwmin um a tih."
5,Blessed shall be thy basket and thy kneading-trough.,"In bâwm le in bei hmetna thlêng- hai malsâwmin um an tih,"
6,"Blessed shalt thou be when thou comest in, and blessed shalt thou be when thou goest out.","in invâk suok chu malsâwmin um in ta, in hung kîr khawm chu mal- sâwmin um in tih."
7,"Jehovah will cause thine enemies that rise up against thee to be smitten before thee: they shall come out against thee one way, and shall flee before thee seven ways.","In hmêlma nangni thawtuhai cheu chu LALPAIN suktlâwmpêk a ti cheu a, a thaw ding cheuin lampui pakhatah hung lût an ta, lampui pasariah tlânsieng an tih."
8,"Jehovah will command the blessing upon thee in thy barns, and in all that thou puttest thy hand unto; and he will bless thee in the land which Jehovah thy God giveth thee.","LALPAIN in bu in chunga dâm, in kutsuok chung po poa dâm, malsâwmna thu pêng a ta, LALPA in Pathienin ram a pêk cheua chun malsâwm a ti cheu."
9,"Jehovah will establish thee for a holy people unto himself, as he hath sworn unto thee; if thou shalt keep the commandments of Jehovah thy God, and walk in his ways.","“In kuomah ṭawng a lo inkhâm ta angin LALPA chun ama ta dingin hnam inthiengah sukdet a ti cheu, LALPA in Pathien thupêkhai in zâwm a, a lampuihai chu in hraw phawt chun."
10,And all the peoples of the earth shall see that thou art called by the name of Jehovah; and they shall be afraid of thee.,"Chuongchun, khawvêl hnam tin- in LALPAIN a ta dinga a thlang cheu a nih ti hrieng an ta, ṭîng an ti cheu."
11,"And Jehovah will make thee plenteous for good, in the fruit of thy body, and in the fruit of thy cattle, and in the fruit of thy ground, in the land which Jehovah sware unto thy fathers to give thee.","Chun, nangni pêk dinga in pi le puhai LALPAIN a lo tiem rama chun in rîla raahai, in ran ruol punghaiah, in hnuoi raa dâm, LALPAIN nasa- takin sukpung a ti cheu."
12,"Jehovah will open unto thee his good treasure the heavens, to give the rain of thy land in its season, and to bless all the work of thy hand: and thou shalt lend unto many nations, and thou shalt not borrow.","LALPA chun a huntaka in ram châwm ding ruotui pe ding cheu le, in kutsuok po po malsâwm dingin vân, a robâwm ṭha chu hawngpêk a ti cheu a; chuongchun, hnam tamtak inpûk- tir in ta, nangni ruok chun pûk naw ti niu."
13,"And Jehovah will make thee the head, and not the tail; and thou shalt be above only, and thou shalt not be beneath; if thou shalt hearken unto the commandments of Jehovah thy God, which I command thee this day, to observe and to do them,","LALPAIN mei ni loin, luah siem a ti cheu a, a hnuoihnung ni loin a chunghnung pei nîng in tih; LALPA in Pathien thupêk in awi a, tuta ka pêk cheu hi fîmkhurtaka pawm a, vawi- sûna thu ka pêk cheu,"
14,"and shalt not turn aside from any of the words which I command you this day, to the right hand, or to the left, to go after other gods to serve them.","a thuhai hi a ieng khawm hi changtienga manih, vawitienga ma- niha pathien danghai zui le rawng- bâwl dinga in pêtsan naw phawt chun."
15,"But it shall come to pass, if thou wilt not hearken unto the voice of Jehovah thy God, to observe to do all his commandments and his statutes which I command thee this day, that all these curses shall come upon thee, and overtake thee.","“Amiruokchu, LALPA in Pa- thien rawl chu nguntaka in ngai a, vawisûna thu ka pêk cheu thupêk po pohai hi fîmkhurtaka in zâwm naw chun hieng ṭawngsie po pohai hi in chungah hung um a ta, nangchîng an ti cheu."
16,"Cursed shalt thou be in the city, and cursed shalt thou be in the field.",In tienga le ram tienga khawm chun ṭawngsie phur in tih.
17,Cursed shall be thy basket and thy kneading-trough.,In bâwm le in bei hmetna thlêng chu ṭawngsephurin um a tih.
18,"Cursed shall be the fruit of thy body, and the fruit of thy ground, the increase of thy cattle, and the young of thy flock.","In rila ra dâm, in hnuoi ra dâm, in bâwngpui le in berâm ruol punghai chu ṭawngsephurin um an tih."
19,"Cursed shalt thou be when thou comest in, and cursed shalt thou be when thou goest out.","In invâk suok chu ṭawng- sephurin um in ta, in hung nâwk khawm chu ṭawngsephurin um in tih."
20,"Jehovah will send upon thee cursing, discomfiture, and rebuke, in all that thou puttest thy hand unto to do, until thou be destroyed, and until thou perish quickly; because of the evil of thy doings, whereby thou hast forsaken me.","LALPAIN in chunga in thilthaw taphawt chungah ṭawngsie dâm, buoina dâm, kâwkna dâm, hung tir a tih, tlâwm in ta, bohmang vak el in tih; in thilthawhai a suol a, in mi hnungnghat leiin."
21,"Jehovah will make the pestilence cleave unto thee, until he have consumed thee from off the land, whither thou goest in to possess it.",“Hluo dinga in lûtna rama inthawka a sukbohmang vawng hma- khat cheu chun LALPAIN hri inkawltir tlat a ti cheu.
22,"Jehovah will smite thee with consumption, and with fever, and with inflammation, and with fiery heat, and with the sword, and with blasting, and with mildew; and they shall pursue thee until thou perish.","LALPAIN ngawrna dâm, khaw- sik dâm, invûngna dâm, pang satna dâm, kâwlhnâm dâm, ṭâwlna dâm, hmawnna dâmin hrem a ti cheu a, in bohmang hmakhat chun hnawt pei a ti cheu."
23,"And thy heaven that is over thy head shall be brass, and the earth that is under thee shall be iron.","In chung tienga in vân chu dârsen nîng a ta, in hnuoi chu thîr nîng a tih."
24,"Jehovah will make the rain of thy land powder and dust: from heaven shall it come down upon thee, until thou be destroyed.",In ram hluo chu pilvut le pilvut khuah LALPAIN inchangtir a ta; in bohmang hmakhat chun inchunga vâna inthawkin hung tlâng a tih.
25,"Jehovah will cause thee to be smitten before thine enemies; thou shalt go out one way against them, and shalt flee seven ways before them: and thou shalt be tossed to and from among all the kingdoms of the earth.","LALPAIN in hmêlmahai hmaa chun suktlâwm a ti cheu a; anni thaw dingin lampui pakhatah suok in ta, lampui pasariah tlânsieng in tih; khawvêl hnam tin laia chun kil tin kil tangah invâk in tih."
26,"And thy dead body shall be food unto all birds of the heavens, and unto the beasts of the earth; and there shall be none to frighten them away.","In ruong chu chunglêng vate po po le ramsa po pohai bu nîng a ta, a hnawthmangtu um dêr naw ni hai."
27,"Jehovah will smite thee with the boil of Egypt, and with the emerods, and with the scurvy, and with the itch, whereof thou canst not be healed.","“Sukdam ruollo, Aigupta khuoi- hli dâm, ngâwtna dâm, invûngna dâm, uithak dâmin LALPAIN hrem a ti cheu."
28,"Jehovah will smite thee with madness, and with blindness, and with astonishment of heart;","Invêtna dâm, mit indelna dâm, ṭitna dâmin LALPAIN hrem a ti cheu;"
29,"and thou shalt grope at noonday, as the blind gropeth in darkness, and thou shalt not prosper in thy ways: and thou shalt be only oppressed and robbed alway, and there shall be none to save thee.","mitdelin thimthama a dap a dap angin sûn vara khawm dap dap in ta, in khawsak thua chun tluongtlung ta naw ti niu; chun, nêksâwr ding le râllâk ding ringawt ni zawmzat in ta; sansuok ding cheu tukhawm um naw ni hai."
30,"Thou shalt betroth a wife, and another man shall lie with her: thou shalt build a house, and thou shalt not dwell therein: thou shalt plant a vineyard, and shalt not use the fruit thereof.","Nuhmei huol in ta, mi dangin zâlpui an tih; in bâwl in ta, hluo hlak hluo naw ti niu; grêp huon siem in ta, a ra chu sawr naw ti niu."
31,"Thine ox shall be slain before thine eyes, and thou shalt not eat thereof: thine ass shall be violently taken away from before thy face, and shall not be restored to thee: thy sheep shall be given unto thine enemies, and thou shalt have none to save thee.","In mithmuah in bâwngchalhai chu that nîng an ta, a sa chu fa naw ti niu; in sabengtunghai chu la luipêk an ti cheu a, pe nâwk naw ni hai cheu; in berâmhai khawm chu in hmêl- mahai pêk nîng an tih; santu ding cheu tukhawm nei naw ti niu."
32,"Thy sons and thy daughters shall be given unto another people; and thine eyes shall look, and fail with longing for them all the day: and there shall be nought in the power of thy hand.","In naunuhmeihai, in naupasal- hai chu hnam danghai pêk nîng an ta, sûnnithlâkin anni chu ngaiin thlîr zing hlak in tih, in thlîrnân in mithai chu châu a tih; iengkhawm thaw thei in nei âwm si nawh."
33,"The fruit of thy ground, and all thy labors, shall a nation which thou knowest not eat up; and thou shalt be only oppressed and crushed alway;","In hnuoi râhai le in sin inrim râhai chu hnam in ihriet ngai loin fa zo an tih, nêksâwr ding le suknawm- nat ding chau ni zawmzat in tih,"
34,so that thou shalt be mad for the sight of thine eyes which thou shalt see.,"chuongchun, chuong thil chu in hmu chun invêt phâng in tih."
35,"Jehovah will smite thee in the knees, and in the legs, with a sore boil, whereof thou canst not be healed, from the sole of thy foot unto the crown of thy head.","LALPAIN in khûpahai, in kea dâm, sukdam theilo khuoihli na chi invawitir a ti cheu a, in kephaa inthawka in lusîp chenin."
