verse_no,en,hmr
1,"If there be a controversy between men, and they come unto judgment, and the judges judge them; then they shall justify the righteous, and condemn the wicked.","“Mi an inkhing a, rorêlnaah an feh a, rorêltuhaiin an lo rêlpêk a, mi fel chu thiem an inchangtir a, mi suol chu thiemnaw an inchangtir a ni chun,"
2,"And it shall be, if the wicked man be worthy to be beaten, that the judge shall cause him to lie down, and to be beaten before his face, according to his wickedness, by number.","mi suol chu vuok âwm a ni chun rorêltu chun inzâltir a ta, a hmaah ân vuoktir ding a nih, a suol dân izirin vuok zât ding bi chu thliek nîng a tih."
3,"Forty stripes he may give him, he shall not exceed; lest, if he should exceed, and beat him above these with many stripes, then thy brother should seem vile unto thee.","Vawi sâwmli chena vuok thei nîng a ta, chu nêka tam lem chu ni loin; hi nêka tam lem vuok chun in unau chu muolpho taluo rawi a tih."
4,Thou shalt not muzzle the ox when he treadeth out the grain.,Sebâwngchalin bu a chîl laiin a hmûr in khit ding a ni nawh.
5,"If brethren dwell together, and one of them die, and have no son, the wife of the dead shall not be married without unto a stranger: her husband’s brother shall go in unto her, and take her to him to wife, and perform the duty of a husband’s brother unto her.","“Urêng um hai sienla, naupasal nei loin anni laia mi chu thi sienla, a thi nuhmei chun puo tienga mi, mi dang a nei ding a ni nawh; a pasal unau chun ama chu hluong a ta, nuhmeiah nei a ta, pasal unau thaw ding chu a chungah a thaw ding a nih."
6,"And it shall be, that the first-born that she beareth shall succeed in the name of his brother that is dead, that his name be not blotted out of Israel.",A nau pasal neipêk hmasa tak chun Israelhai lai a hming a bo nawna dingin a unau thi tahnung hming chu a put ding a nih.
7,"And if the man like not to take his brother’s wife, then his brother’s wife shall go up to the gate unto the elders, and say, My husband’s brother refuseth to raise up unto his brother a name in Israel; he will not perform the duty of a husband’s brother unto me.","Ama chun a unaupa nuhmei chu nei a nuom naw chun, a unaupa nuhmei chu kul kawtkhârah upahai kuomah hang fêng a ta, ‘Ka pasal unaupa chun Israelhai lai a unau hming chu inumtir pei a nuom naw a, pasal unaupa thaw ding chu ka chungah a thaw nuom nawh,’ a hang ti ding a nih."
8,"Then the elders of his city shall call him, and speak unto him: and if he stand, and say, I like not to take her;","Chuongchun, an khuo upahai chun ama chu ko an ta, bieng an ta, chun ama chun, ‘Ka nei nuom naw a nih,’ tiha a ṭhang tlat chun, a unaupa nuhmei chun upahai hmaa chun hang pan a ta,"
9,"then shall his brother’s wife come unto him in the presence of the elders, and loose his shoe from off his foot, and spit in his face; and she shall answer and say, So shall it be done unto the man that doth not build up his brother’s house.","a kekawk hlîppêk a ta, a hmaiah chil sâk a ta, ‘A unaupa sûngkuo indin nuom nawtu chunga chun hieng anga thaw hi ni pei raw se,’ tîng a ta, a dawn ding a nih."
10,"And his name shall be called in Israel, The house of him that hath his shoe loosed.","Chuongchun, ‘Kekawk hlippêk sûngkuo’ tiin Israelhai laia chun a hming inputtir ding nîng a tih."
11,"When men strive together one with another, and the wife of the one draweth near to deliver her husband out of the hand of him that smiteth him, and putteth forth her hand, and taketh him by the secrets;","“Mi insuol hai sienla, pakhat lem nuhmei chun ân suolpuia inthawka a pasal sansuok dingin a zamawah keipêk sienla,"
12,"then thou shalt cut off her hand, thine eye shall have no pity.","a kut chu in tanpêk ding a nih, in lunginsiet hlawl ding a ni nawh."
13,"Thou shalt not have in thy bag diverse weights, a great and a small.","“In ipa chun bûkna chi dang dang, a rik le a zâng in nei ding a ni nawh."
14,"Thou shalt not have in thy house diverse measures, a great and a small.",In ina khawm inkhina chi dang dang a lien le a chîn in kawl ding a ni nawh.
15,A perfect and just weight shalt thou have; a perfect and just measure shalt thou have: that thy days may be long in the land which Jehovah thy God giveth thee.,"Inkhina indiktak le feltak in nei ding a nih; chuongchun, LALPAIN ram a pêk cheua hin in dam sâwt ding a nih."
16,"For all that do such things, even all that do unrighteously, are an abomination unto Jehovah thy God.","Chuong ang thil thawtu, fel- nawtaka thawtuhai po po chu LALPA in Pathien ngaiin tirdakum an nih."
17,Remember what Amalek did unto thee by the way as ye came forth out of Egypt;,“Aigupta rama inthawka in hung suokna lampuia Amalek mihai lo thaw dân cheu kha hre zing ro;
18,"how he met thee by the way, and smote the hindmost of thee, all that were feeble behind thee, when thou wast faint and weary; and he feared not God.","Pathien khawm ṭi loin in châu lai le in ngui laia lampuia a lo tuok cheu a, nangni laia hnung tienga a hnufuolhai po po a lo thaw dân kha."
19,"Therefore it shall be, when Jehovah thy God hath given thee rest from all thine enemies round about, in the land which Jehovah thy God giveth thee for an inheritance to possess it, that thou shalt blot out the remembrance of Amalek from under heaven; thou shalt not forget.","Chuleiin, LALPA in Pathienin hluo dinga ram a pêk pha cheua in vêla in hmêlmahai po po laia in- thawka LALPA in Pathienin râl- muongna a pêk pha cheu chun vânkhuphnuoia Amalek mihai hriet zingna chu in sukbo dêr ding a nih; in theinghil dêr ding a ni nawh."
