verse_no,en,hmr
1,"The elders therefore among you I exhort, who am a fellow-elder, and a witness of the sufferings of Christ, who am also a partaker of the glory that shall be revealed:","Chuongchun, nangni laia kohran upahai chu, kei, in upatpui, Krista tuornahai hretu, ropuina hung inlang ding chang vetu ding hin kân fui cheu."
2,"Tend the flock of God which is among you, exercising the oversight, not of constraint, but willingly, according to the will of God; nor yet for filthy lucre, but of a ready mind;","Nangni laia Pathien Pâwlhai chu enkawl ro. Thaw ding a ni lei ni loin, Pathien thu anga inhâwk pum lemin, hlêpna tirdakum dit lei ni loin, lungrila inhâwktak lemin,"
3,"neither as lording it over the charge allotted to you, but making yourselves ensamples to the flock.","in chanhai chungah insuklal bawk loin, pâwlhai enkhi dingin insiem lemin inrawi ro."
4,"And when the chief Shepherd shall be manifested, ye shall receive the crown of glory that fadeth not away.","Chun, Berâm Vêngtu Laltak chu a hung inlang pha, ropuina lallu- khum chuoi thei naw chu hmûng in tih."
5,"Likewise, ye younger, be subject unto the elder. Yea, all of you gird yourselves with humility, to serve one another: for God resisteth the proud, but giveth grace to the humble.","Chuong ang bawkin, nangni tleirâwl deuhai, upahai kuomah intuklût ro. Anih, in rêngin rawng inbâwltuo seng dingin thuhnuoirawl- nain inthuom ro; Pathienin chapohai a kal a, inngaitlâwmhai ruok chu lunginsietna a pêk hlak sih a."
6,"Humble yourselves therefore under the mighty hand of God, that he may exalt you in due time;","Chuleiin, a huntaka chun a chawimawi theina ding cheuin, Pathien kut hrâttak hnuoia chun insukhnuoi unla,"
7,"casting all your anxiety upon him, because he careth for you.",amain a ngaisak hlak cheu leiin in lunginzîngna po po ama chungah innghat vawng ro.
8,"Be sober, be watchful: your adversary the devil, as a roaring lion, walketh about, seeking whom he may devour:","Ngaiven unla, fimkhur ro; in khingpui Diebol chu sakeibaknei inrûm hlak angin a fâk thei ding zawngin ân vêl ruoi hlak a nih."
9,"whom withstand stedfast in your faith, knowing that the same sufferings are accomplished in your brethren who are in the world.","In unau khawvêla umhai chunga chun chuong anga tuorna chu a tlung ve a nih ti hrein, awi dettaka umin, ama chu do ro."
10,"And the God of all grace, who called you unto his eternal glory in Christ, after that ye have suffered a little while, shall himself perfect, establish, strengthen you.","Chun, lunginsietna po po Pathien, a chatuon ropuina chang dinga Kristaa kotu cheu chun, sâwt nawtê in tuor hnungin siemṭha famkimin, sukdetin, sukhrât a ti cheu."
11,To him be the dominion for ever and ever. Amen.,Ama kuoma chun rorêlna chu chatuonin um raw se. Amen.
12,"By Silvanus, our faithful brother, as I account him, I have written unto you briefly, exhorting, and testifying that this is the true grace of God: stand ye fast therein.","Ka unaupa ringumtaka ka iruot Silvan kuta hin, nangni infui le, chu chu Pathien lunginsietna tak tak a nih ti inhriettirin, tawitêin in kuomah ka ziek a nih; chuonga chun ngîr det ro."
13,"She that is in Babylon, elect together with you, saluteth you; and so doth Mark my son.","Babulona um, nangni anga thlangnu hin chibai a bûk cheu; chuong ang bawkin ka naupa Marka khawmin chibai a bûk cheu."
14,Salute one another with a kiss of love. Peace be unto you all that are in Christ.,Hmangaina fâwpa fâwpin chi- bai inbûk ro. Nangni laia Kristaa um taphawt kuoma chun inremna um raw se.
