verse_no,en,hmr
1,"And they came to the other side of the sea, into the country of the Gerasenes.","Chun, dîl râl, Gerasin mihai ram chu an hung tlung a."
2,"And when he was come out of the boat, straightway there met him out of the tombs a man with an unclean spirit,","Chun, lawnga inthawka a suok chau chun mi pakhat, khawhri inthieng naw iman thlâna inthawka hung suok chun ân tuokpui tah a;"
3,"who had his dwelling in the tombs: and no man could any more bind him, no, not with a chain;","chu mipa chun thlâna dâm chun umna a nei hlak a, tukhawmin khaidiet khawmin an khit thei ta nawh a;"
4,"because that he had been often bound with fetters and chains, and the chains had been rent asunder by him, and the fetters broken in pieces: and no man had strength to tame him.","kawlhai le khaidiethai khawmin an khit rawp ta hlak a, anachu khaidiethai dâm chu a keitan a, kawlhai dâm khawm chu a sukbawng pei hlak a; tukhawmin an sukdawl zo nawh a."
5,"And always, night and day, in the tombs and in the mountains, he was crying out, and cutting himself with stones.","A sûn a zânin thlânahai le tlângahai chun a khêk hlak a, lung dâm khawmin ân ât rawp hlak a."
6,"And when he saw Jesus from afar, he ran and worshipped him;","Chun, hlataka inthawkin Isu chu a hei hmu phingleh a tlân a, chibai a va bûk a."
7,"and crying out with a loud voice, he saith, What have I to do with thee, Jesus, thou Son of the Most High God? I adjure thee by God, torment me not.","Chun, râwl inringtaka khêkin, “Isu, Pathien Chunghnungtak Nau- pa, kei le nang ieng am ei inzâwlna a um a? Mi sawisa naw hrâm dingin Pathien hmingin ka ngên ṭal che a nih,” a ta."
8,"For he said unto him, Come forth, thou unclean spirit, out of the man.","(Isu chun a kuomah, “Nang khawhri inthieng naw, mihriem sûnga hi suok rawh,” a lo ti nghâl tah a.)"
9,"And he asked him, What is thy name? And he saith unto him, My name is Legion; for we are many.","Chun, Isu chun, “I hming ieng am a na?” tîn ân dawn a. Ama chun a kuomah, “Ka hming chu Nuoia a nih, tamtak kan ni sih a,” a ta."
10,And he besought him much that he would not send them away out of the country.,"Chun, chu rama inthawk chun anni tir hmang lo dingin Isu kuomah a ngên ṭal tah a."
11,Now there was there on the mountain side a great herd of swine feeding.,"Chun, chutaka tlâng panga chun vawk ruol tamtak an tlah a."
12,"And they besought him, saying, Send us into the swine, that we may enter into them.","Chun, khawhri inthieng nawhai chun, “Vawkhai kuoma sawn mîn fêtir rawh; an sûnga kan lût theina dingin,” tiin a kuomah an ngên a."
13,"And he gave them leave. And the unclean spirits came out, and entered into the swine: and the herd rushed down the steep into the sea, in number about two thousand; and they were drowned in the sea.","Ama chun a phal pêk a. Chuongchun, khawhri inthieng naw- hai chu an suok a, vawkhai sûnga chun an lût a, chuongchun, vawk ruol chu (sâng hni lai an na) rawlah an tlân thlah a, dîlah an tlân lût a; chuongchun, dîla chun tui an inhâk hlum tah a."
