verse_no,en,hmr
1,"And when he entered again into Capernaum after some days, it was noised that he was in the house.","Chun, ni ieng zât amani hnunga Kapernaum a hung lût nâwkin, inah ama a um ti thu ân thang tah a."
2,"And many were gathered together, so that there was no longer room for them, no, not even about the door: and he spake the word unto them.","Chuongchun, kawt bula khawm umna um naw khawp rakin, mi tamtak an hung khâwm a; an kuoma chun thu a hril tah a."
3,"And they come, bringing unto him a man sick of the palsy, borne of four.","Chun, mi zeng pakhat, mi palia zâwn a kuomah an hung ṭhuoi a."
4,"And when they could not come nigh unto him for the crowd, they uncovered the roof where he was: and when they had broken it up, they let down the bed whereon the sick of the palsy lay.","Chun, mipui leia Isu kâwl hnai an tlung thei naw leiin, a umna in chung chu an ṭhiek tah a; chuonga an ṭhiek zo phing chun mi zeng chu a puonpha pum chun an zuk thlâk tah a."
5,"And Jesus seeing their faith saith unto the sick of the palsy, Son, thy sins are forgiven.","Chuongchun, Isûn an ringzie chu a lo hmuh a, mi zeng kuoma chun, “Naupa, i suolhai ngaidam a ni tah,” a ta."
6,"But there were certain of the scribes sitting there, and reasoning in their hearts,","Chun, Dân inchûktirtu ṭhenkhat chutaka chun an ṭhung a, an lungril chun hieng hin an ngaituoh a,"
7,"Why doth this man thus speak? he blasphemeth: who can forgive sins but one, even God?","“Hi mipa hin ieng dinga hieng thu hi hril am a ni leh? Pathien a hrilsiet a ni hi. Mi pakhat, Pathien chau naw chun tuin am suolhai a ngaidam thei a?” tiin."
8,"And straightway Jesus, perceiving in his spirit that they so reasoned within themselves, saith unto them, Why reason ye these things in your hearts?","Chun, chuong thu chu an ngaituo a ni ti Isûn a lungrilin a hriet nghâl tah a, an kuomah, “Chuong thu chu iengdinga in lungrila in ngaituo am a na?"
9,"Which is easier, to say to the sick of the palsy, Thy sins are forgiven; or to say, Arise, and take up thy bed, and walk?","Zeng kuoma chun, ‘I suol ngai- dam a ni tah,’ ti le, ‘I puonpha la la, kein fe ta rawh,’ ti hi a ieng am hril a awl lem a?"
10,"But that ye may know that the Son of man hath authority on earth to forgive sins (he saith to the sick of the palsy),","Iengkhawm ni sienla, khawvêla hin, Mihriem Naupan suol ngaidam theina a nei ti in hrietna dingin,” (Zeng kuoma chun)"
11,"I say unto thee, Arise, take up thy bed, and go unto thy house.","“Tho la, i puonpha la la, i inah fe ta rawh, ka ti che,” a ta."
12,"And he arose, and straightway took up the bed, and went forth before them all; insomuch that they were all amazed, and glorified God, saying, We never saw it on this fashion.","Chuongchun, ama chu a tho a, a puonpha chu a lâk a, an rênga mithmu ngei chun a suok tah a; chuongchun, an rêngin mak an ti hle a, “Hieng ang hrim hrim hi ei la hmu ngai nawh,” tîn Pathien an inpâk tah a."
13,"And he went forth again by the sea side; and all the multitude resorted unto him, and he taught them.","Chun, a suok nâwk a, dîl panga chun a fe tah a; chun mipui po po chu a kuomah an va feh a, a lo inchûktir tah a."
