verse_no,en,hmr
1,"Now it came to pass, when Adoni-zedek king of Jerusalem heard how Joshua had taken Ai, and had utterly destroyed it (as he had done to Jericho and her king, so he had done to Ai and her king), and how the inhabitants of Gibeon had made peace with Israel, and were among them;","Chun, Jerusalem lal, Adoni- zedek chun Josuain Ai khuo a lâk a, a suksiet dêr a, Jeriko le an lal a suksiet angin, Ai khuo le an lal khawm a suksiet dêr a, Gibeona mihai chun Israelhai le chun inremna an siem a, anni lai an chêng ve tah ti a lo hriet chun, a ṭi ta hle el a."
2,"that they feared greatly, because Gibeon was a great city, as one of the royal cities, and because it was greater than Ai, and all the men thereof were mighty.","Gibeon chu khaw lientak, lal khawpui ang a ni sih a, Ai khuo nêk chun a ropui lem a, mihriem po pohai khawm chu mi hrâttak an ni sih a."
3,"Wherefore Adoni-zedek king of Jerusalem sent unto Hoham king of Hebron, and unto Piram king of Jarmuth, and unto Japhia king of Lachish, and unto Debir king of Eglon, saying,","Chuongchun, Jerusalem khaw lal Adoni-zedek chun Hebron lal Hosham, Jarmuth lal Piram, Lakis lal Japhia le Eglon lal Debir hai chu,"
4,"Come up unto me, and help me, and let us smite Gibeon; for it hath made peace with Joshua and with the children of Israel.","“Hung unla, mi hung ṭhangpui ro khai, Gibeon hi va thawng ei tiu, Josua le Israel thlahai leh inremna an siem ta sih a,” tiin ân cha khâwm a."
5,"Therefore the five kings of the Amorites, the king of Jerusalem, the king of Hebron, the king of Jarmuth, the king of Lachish, the king of Eglon, gathered themselves together, and went up, they and all their hosts, and encamped against Gibeon, and made war against it.","Chuongchun, Amor mihai lalhai panga, Jerusalem lal, Hebron lal, Jarmuth lal, Lakis lal, le Eglon lal chu an pung khâwm a, an sipaihai po po leh an hang feh a, Gibeon epa chun an um a, an indopui tah a."
6,"And the men of Gibeon sent unto Joshua to the camp to Gilgal, saying, Slack not thy hand from thy servants; come up to us quickly, and save us, and help us: for all the kings of the Amorites that dwell in the hill-country are gathered together against us.","Chun, Gibeon mihai chun an riebûk Gilgalah, Josua kuomah mi an tir a, “I siehlawhai hi ngaitha naw raw khai; inhmawtakin kan kuomah hung vat la, mi hung sandam la, mi hung ṭhangpui rawh: tlâng rama chênghai Amor lalhai keini mi thaw dingin an inhâwrkhâwm a nih,” tiin."
7,"So Joshua went up from Gilgal, he, and all the people of war with him, and all the mighty men of valor.","Chuongchun, Josua le a kuoma râl kâp mi po po le, mi hrât huoisen- hai po po chu, Gilgala inthawk chun an hang feh a."
8,"And Jehovah said unto Joshua, Fear them not: for I have delivered them into thy hands; there shall not a man of them stand before thee.","Chun, LALPAIN Josua kuomah, “Anni chu ṭi dêr naw rawh, i kutah ka pêk vawng tah a nih; anni laia mi tukhawm i hmaah ngîr thei ding hrim hrim an um nawh,” a tih a."
9,Joshua therefore came upon them suddenly; for he went up from Gilgal all the night.,"Chuongchun, zânkhuoa Gilgala inthawka hang fein Josua chun thâwk lekhatin anni chu a thaw ta thut a."
10,"And Jehovah discomfited them before Israel, and he slew them with a great slaughter at Gibeon, and chased them by the way of the ascent of Beth-horon, and smote them to Azekah, and unto Makkedah.","LALPAIN anni chu Israelhai hmaa chun a sukbuoi tah a, Gibeona chun tamtak a that a, Beth-horon hang fena lampuiah a hnawt a, Azeka le Makeda chenin a that pei a."
