verse_no,en,hmr
1,"And the lot came out for the children of Joseph from the Jordan at Jericho, at the waters of Jericho on the east, even the wilderness, going up from Jericho through the hill-country to Beth-el;","Chun, Josef thlahai chanpuol chu, Jeriko zâwn, Jordana in- thawkin thlalêr kâwl, saktieng panga Jeriko tuiahai chun a suok a; Jerikoa inthawk chun tlâng ramah Bethel chenin a hang fe pei a;"
2,"and it went out from Beth-el to Luz, and passed along unto the border of the Archites to Ataroth;","chun, Bethela inthawk chun Luzah a suok a, Arka mihai ramriah Ataroth chenin a fe pei a,"
3,"and it went down westward to the border of the Japhletites, unto the border of Beth-horon the nether, even unto Gezer; and the goings out thereof were at the sea.","chun, thlangtieng panga chun Japhleti mihai ramri Beth-horon thlanghnung lem ramri, Gezer chen- in a fe thlah a, chu chu tuisuorietah a suok a."
4,"And the children of Joseph, Manasseh and Ephraim, took their inheritance.","Chuongchun, Josef thlahai Manasse le Ephraim chihai chun chanpuolah an nei a."
5,"And the border of the children of Ephraim according to their families was thus: the border of their inheritance eastward was Ataroth-addar, unto Beth-horon the upper;","Chun, an sûngkuo izir ang peia Ephraim thlahai ramri chu hieng ang hi a nih: saktieng panga an chanpuol ramri chu Ataroth-adar a nih, Beth- horon sakhnung lem chenin,"
6,"and the border went out westward at Michmethath on the north; and the border turned about eastward unto Taanath-shiloh, and passed along it on the east of Janoah;","chun, ramri chu Mikmethath hmârah thlangtieng pangah a suok a; chun, ramri chu saktieng pangah Taanath-silo chenin a kîr a, Janoa saktieng a fe pei a;"
7,"and it went down from Janoah to Ataroth, and to Naarah, and reached unto Jericho, and went out at the Jordan.","chun, Janoaa inthawk chun Atarotha dâm, Naara dâm, a fe thla pei a, Jeriko a tlung a, Jordanah a suok a,"
8,From Tappuah the border went along westward to the brook of Kanah; and the goings out thereof were at the sea. This is the inheritance of the tribe of the children of Ephraim according to their families;,"Tappuaa inthawkin ramri chu thlangtieng pangah Kana vadungte chenin a feh a; chu chu tuisuorietah a suok a, chuong chu a nih, Ephraim thlahai hnam an sûngkuo izir ang peia an chanpuol chu,"
9,"together with the cities which were set apart for the children of Ephraim in the midst of the inheritance of the children of Manasseh, all the cities with their villages.","Manasse thlahai chanpuol laia Ephraim thlahai ta dinga khawpui ruot hranpêkhai leh, a khawpuihai po po le a khuo chînhai le chun."
10,"And they drove not out the Canaanites that dwelt in Gezer: but the Canaanites dwell in the midst of Ephraim unto this day, and are become servants to do taskwork.","Chun, Gezera um Kanaan mihai chu an hnawt suok nawh a, Kanaan mihai chu Ephraim mihai laia chun tu chen hin an la um a, sinthawa ruoi dingin, siehlawah an um ta lem a nih."
