verse_no,en,hmr
1,The burden of the word of Jehovah to Israel by Malachi.,Malaki hmanga Israel chunga LALPA thu phurrik chu.
2,"I have loved you, saith Jehovah. Yet ye say, Wherein hast thou loved us? Was not Esau Jacob’s brother? saith Jehovah: yet I loved Jacob;","LALPA chun, “Ka hmangai cheu a, nangni ruok chun, ‘Khaw lai am i mi hmangai a?’ in la ti rawp a,” a ta. LALPA chun, “Esau chu Jakob u- naupa a ni naw am a nih? Jakob chu ka hmangai a,"
3,"but Esau I hated, and made his mountains a desolation, and gave his heritage to the jackals of the wilderness.","Esau ruok chu ka theida a, tlânghai chu râusanin ka siem a, a rochan chu thlalêr sihalhai kuomah ka pêk kha,” a ta."
4,"Whereas Edom saith, We are beaten down, but we will return and build the waste places; thus saith Jehovah of hosts, They shall build, but I will throw down; and men shall call them The border of wickedness, and The people against whom Jehovah hath indignation for ever.","Edom mihai chun, “Hnein ei um ta ngeia chu, kîr nâwk ei ta, hmun se tahai chu siem ṭhâng ei tih,” ti hai sien khawm; sipaihai LALPA chun hieng hin a tih, “Bâwl an ta chu, kei thlûng ka tih: chun, mihai chun anni chu, ‘Khawhlona ram le, kumkhuoa an chunga LALPA lunginsenna zing zing hnam,’ tîng an tih."
5,"And your eyes shall see, and ye shall say, Jehovah be magnified beyond the border of Israel.","In mithaiin hmûng in ta, ‘Israel ram khêl chena khawm LALPA chu chawimawiin a um tah a ni hi,’ tîng in tih,” tiin."
6,"A son honoreth his father, and a servant his master: if then I am a father, where is mine honor? and if I am a master, where is my fear? saith Jehovah of hosts unto you, O priests, that despise my name. And ye say, Wherein have we despised thy name?","Sipaihai LALPA chun in kuomah a hril a, “Aw thiempu, ka hming hmusittuhai, naupa chun a pa ân zah a, siehlaw chun a hotu: chuonga pa ka ni chun, khâw lai am inza ka nina? Hotu ka ni chun, khâwlai am ṭi ka nina? Nangni chun, ‘Khâwlai am i hming chu kan hmusit a?’ in tih a."
7,"Ye offer polluted bread upon mine altar. And ye say, Wherein have we polluted thee? In that ye say, The table of Jehovah is contemptible.","Ka dawkân chunga khan bei sukpawrche tah in inhlân a; chun, nangni chun, ‘Khâwlai am kan sukpawrche cheh a?’ in tih a. Chutaka chun, ‘LALPA dawkân chu hmusitum a nih,’ in ti kha."
8,"And when ye offer the blind for sacrifice, it is no evil! and when ye offer the lame and sick, it is no evil! Present it now unto thy governor; will he be pleased with thee? or will he accept thy person? saith Jehovah of hosts.","Inthâwina dinga a mitdel in inhlân khan, suol a ni naw bâk chu teh! A damnaw le a kebai in inhlân khan, suol a ni naw bâk chu teh! In rorêltu kuomah va pe hrim ta u, a lo lâwm hrim cheu am? Annawleh, in mi nina chu a lo pawm ding am a nih? sipaihai LALPA chun a tih."
9,"And now, I pray you, entreat the favor of God, that he may be gracious unto us: this hath been by your means: will he accept any of your persons? saith Jehovah of hosts.","Chuongchun, tuhin, ka ngên cheu hi, ei kuoma za a ngai theina dingin LALPA ditsakna chu ngên ro; hi hi nangni kut thilthaw ngei chu a na, nangni mi nina chu a pawmpêk ding cheu am a nih? sipaihai LALPA chun a tih."
10,"Oh that there were one among you that would shut the doors, that ye might not kindle fire on mine altar in vain! I have no pleasure in you, saith Jehovah of hosts, neither will I accept an offering at your hand.","Nangni laia mi pakhat bêk, ka mâichâma a thlâwna mei a sêm nawna dinga kawtkhârhai khâr hlak chu um unla chu aw! sipaihai LALPA chun a tih, nangnia hin lâwmna hrim ka nei naw a nih; in kuta thilin- hlân hrim hrim khawm lâwm naw ningah."
11,"For from the rising of the sun even unto the going down of the same my name shall be great among the Gentiles; and in every place incense shall be offered unto my name, and a pure offering: for my name shall be great among the Gentiles, saith Jehovah of hosts.","Nisa suoknaa inthawka a tlâk- na chenin Jentailhai lai hman ka hming hi a ropui a na; hmun tinahai chun riminhnik dâm ka hminga in- hlân a na, thil inthieng inhlân leh; Jentailhai lai hman ka hming chu a ropui sih a, sipaihai LALPA chun a tih."
12,"But ye profane it, in that ye say, The table of Jehovah is polluted, and the fruit thereof, even its food, is contemptible.","Amiruokchu, in bawsiet a, chu- taka chun, ‘LALPA dawkân chu sukpawrche a ni tah a, chutaka a theirahai khawm chu; chun, a buhai ngei khawm chu hmusitum a ni tah,’ in ta."
13,"Ye say also, Behold, what a weariness is it! and ye have snuffed at it, saith Jehovah of hosts; and ye have brought that which was taken by violence, and the lame, and the sick; thus ye bring the offering: should I accept this at your hand? saith Jehovah.","Chun, ‘Ngai ta u, nghawk a va um ngei de!’ in ta, in hnâr in hnâwt- khum a, sipaihai LALPA chun a tih. Chun, pâwngnêka lâk chu in hung lâk a, a kebai ruol, a damnaw ruol leh; chuong ang chun thilinhlân chu in hung lâk a na, hi in kut thilthaw hi ka pawmpêk ding cheu am a nih? sipaihai LALPA chun a tih."
14,"But cursed be the deceiver, who hath in his flock a male, and voweth, and sacrificeth unto the Lord a blemished thing; for I am a great King, saith Jehovah of hosts, and my name is terrible among the Gentiles.","Amiruokchu, a berâm ruol lai a chal, tiemkam sa tah neia, LALPA kuoma demuma inthâwi a, hlêmtu chu ṭawngsephurin um raw se: lal ropuitak ka ni sih a, ka hming khawm Jentailhai kuom chena khawm ṭi a um a nih, sipaihai LALPA chun a tih."
