verse_no,en,hmr
1,"And now, O ye priests, this commandment is for you.","“Tuhin, aw nangni thiempuhai, hi thutiem hi in ta ding a nih."
2,"If ye will not hear, and if ye will not lay it to heart, to give glory unto my name, saith Jehovah of hosts, then will I send the curse upon you, and I will curse your blessings; yea, I have cursed them already, because ye do not lay it to heart.","In ngai a, ka hming sukropui dinga, in lungrila in sie tlat naw chun, Sipaihai LALPA chun hieng hin a tih, in chunga chun ṭawngsie hung tir ka ta, in malsâwmnahai chu ṭawngsie inphur ka tih; anih, lungrila in sie tlat naw leiin, ṭawngsie kân phur nghâl tah a nih."
3,"Behold, I will rebuke your seed, and will spread dung upon your faces, even the dung of your feasts; and ye shall be taken away with it.","Ngai ta u, nangni leiin chu chi chu kâwk ka ta, in inthâwina êkhai chu in hmaihai chunga chun thêng ka ta, chun, a chu le chun nangni chu lâk hmangin um in tih."
4,"And ye shall know that I have sent this commandment unto you, that my covenant may be with Levi, saith Jehovah of hosts.","Ka thuthlung chu Levi kuoma chun a um theina dingin, hi thupêk hi in kuomah ka hung pêk a nih ti hre tâng in tih, sipaihai LALPA chun a tih."
5,"My covenant was with him of life and peace; and I gave them to him that he might fear; and he feared me, and stood in awe of my name.","Ka thuthlung chu ama ta ding chun hringna le muongna a na; a ṭi theina ding le, ka hming a ṭina ding le, ka hming ṭiha a ngîr theina dingin a kuoma chun ka pêk a nih."
6,"The law of truth was in his mouth, and unrighteousness was not found in his lips: he walked with me in peace and uprightness, and turned many away from iniquity.","Thutak dân chu a baua chun a um a, fel nawna chu a hmûrhaia chun hmu a ni hrim hrim nawh; tluongtak le kei le inremin a khawsa a, mi tamtak chu khawhlonaa inthawkin ân her hmangtir tah a nih."
7,"For the priest’s lips should keep knowledge, and they should seek the law at his mouth; for he is the messenger of Jehovah of hosts.","Thiempu hmûrhai chun hriet- thiemna a vawng ding a na, a baua inthawk chun miin dân chu an zawng ding a ni sih a: ama chu sipaihai LALPA mitir chu a ni sih a."
8,"But ye are turned aside out of the way; ye have caused many to stumble in the law; ye have corrupted the covenant of Levi, saith Jehovah of hosts.","Amiruokchu, nangni chu lam- puia inthawk chun in pêt hmang a, mi tamtak chu dâna chun in insuithlûk- tir a; Levi kuoma thuthlung chu in suksiet tah a nih, sipaihai LALPA chun a tih."
9,"Therefore have I also made you contemptible and base before all the people, according as ye have not kept my ways, but have had respect of persons in the law.","Chuleiin, nangni khawm mi po po hmaa chun hmusitum le inhnuoiin ka lampuihai in hraw naw ang zûl peiin ka siem cheu a nih; dâna chun mi thlierbîk in lo nei ta si lem a,” tiin."
10,"Have we not all one father? hath not one God created us? why do we deal treacherously every man against his brother, profaning the covenant of our fathers?","Pa hmunkhat seng ei ni naw am a nih? Ei Pathien chun a mi siem seng a ni naw am a nih? Ei thlatuhai thuthlung chu bawsea, iengdinga mi tinin mâni unau chungah khaw- hlotaka ei thaw am a na?"
