verse_no,en,hmr
1,"Come now, ye rich, weep and howl for your miseries that are coming upon you.","Mi hausahai, ngai ta u khai! In chunga rinum hung tlung ding zing lei chun ṭap unla, khêk rak rak ro."
2,"Your riches are corrupted, and your garments are moth-eaten.","In rohai a se tah a, in puonhai hângthimin a fâk zo tah."
3,"Your gold and your silver are rusted; and their rust shall be for a testimony against you, and shall eat your flesh as fire. Ye have laid up your treasure in the last days.","In rângkachak le in tangkahai a tuiêk zo tah a; a tuiêk chu in thiem nawzie inhriettirna nîng a ta, in taksa chu mei kâng angin fâng a tih. Ni nuhnunga chun ro in inkhâwl a ni hi."
4,"Behold, the hire of the laborers who mowed your fields, which is of you kept back by fraud, crieth out: and the cries of them that reaped have entered into the ears of the Lord of Sabaoth.","Ngai ta u, in loa bu sîka inhlawfahai hlaw, hlêma in pêk naw kha, a khêk a, a sîktuhai lunginzing khêk ri khawm chu Mipuihai Lalpa naah a hung lût tah a."
5,"Ye have lived delicately on the earth, and taken your pleasure; ye have nourished your hearts in a day of slaughter.","Khawvêla hin inhawitirtakin in um a, in insukthâm mei mei a; in that niin in lungril in suktlai a."
6,"Ye have condemned, ye have killed the righteous one; he doth not resist you.","Mi fel chu thiemnaw in inchang- tir a, in that tah a; ama chun a kal naw cheu."
7,"Be patient therefore, brethren, until the coming of the Lord. Behold, the husbandman waiteth for the precious fruit of the earth, being patient over it, until it receive the early and latter rain.","Chuongchun, unauhai, Lalpa hung nâwk hmakhat chu seltakin lo um ro. Ngai ta u, lo neitu chun ruo tui tla hmasa le nuhnung chu a hmu hmakhat chu seltakin hnuoi ra hlutak chu a nghâk hlak."
8,Be ye also patient; establish your hearts: for the coming of the Lord is at hand.,Nangni khawm seltakin um ro; in lungril sukdet ro; Lalpa hungna chu a hnai ta sih a.
9,"Murmur not, brethren, one against another, that ye be not judged: behold, the judge standeth before the doors.","Unauhai, thiemnaw changa in um nâwna dingin inchier khum naw ro; ngai ta u, rorêltu chu kawtkhâr bulah a ngîr zing a nih."
10,"Take, brethren, for an example of suffering and of patience, the prophets who spake in the name of the Lord.","Unauhai, Lalpa hminga thu hriltu le zâwlneihai chu, tuor dân le sel dân kawnga chun, enkhi dingin hmang ro."
11,"Behold, we call them blessed that endured: ye have heard of the patience of Job, and have seen the end of the Lord, how that the Lord is full of pity, and merciful.","Ngai ta u! tuortuhai chu hamṭha ei tih a, Job selzie chu in hriet a, Lalpain a tâwpa a thaw zie khawm kha in hmu bawk a; Lalpa chu lunginsietnain a sipzie le za a ngai theizie khawm kha."
12,"But above all things, my brethren, swear not, neither by the heaven, nor by the earth, nor by any other oath: but let your yea be yea, and your nay, nay; that ye fall not under judgment.","Nisienlakhawm, ka unauhai, iengkhawm thaw unla, inkhâm naw ro, vân sâlin amanih, hnuoi sâlin amanih, thil dang hrim hrim amanih sâlin inkhâm naw ro: “A nih,” in ti chu, “A nih,” ni sienla, “A ni nawh,” in ti chu, “A ni naw,” ni raw se; chuong naw chun thiemnaw changin um in tih."
13,Is any among you suffering? let him pray. Is any cheerful? let him sing praise.,Nangni lai thil ṭha naw tuor an um am? Ṭawngṭai raw se. Hlim an um am? Inpâkna hla sak raw se.
14,"Is any among you sick? let him call for the elders of the church; and let them pray over him, anointing him with oil in the name of the Lord:","Nangni lai damnaw an um am? Kohran upa inkotir sienla, anni chun Lalpa hminga hriek nâlin a chungah ṭawngṭai raw hai se."
15,"and the prayer of faith shall save him that is sick, and the Lord shall raise him up; and if he have committed sins, it shall be forgiven him.","Chun, ringnaa ṭawngṭaina chun damnaw chu sukdam a ta, Lalpa chun ama chu keitho a tih; chun, thil a lo suksuol ta chun, ngaidampêk nîng a tih."
16,"Confess therefore your sins one to another, and pray one for another, that ye may be healed. The supplication of a righteous man availeth much in its working.","Chuongchun, sukdama in um theina dingin in suolhai thupha inchawi tuo unla, in ṭawngṭaipêk tuo hlak ro."
17,"Elijah was a man of like passions with us, and he prayed fervently that it might not rain; and it rained not on the earth for three years and six months.","Mi fel ṭawngṭaina chun thil nasatak a thaw hlak. Elija chu eini mizie ang nei mihriem bawk a nih a, ama chun ruo sûr nâwna dingin ṭhahnemngaitakin a ṭawngṭai a; chun, kum thum le thla ruk sûng po chu, hnuoi chungah ruo a sûr ta nawh a."
18,"And he prayed again; and the heaven gave rain, and the earth brought forth her fruit.","Chun, a ṭawngṭai nâwk a, vânin ruo ân sûrtir a, hnuoiin a rahai a hung insuoktir tah a."
19,"My brethren, if any among you err from the truth, and one convert him;","Ka unauhai, nangni laia mi tûkhawm thutaka inthawk chun inhmang sienla, chun, tuin amanih innghat kîrtir sienla,"
20,"let him know, that he who converteth a sinner from the error of his way shall save a soul from death, and shall cover a multitude of sins.","mi suol a lampui inhmangnaa innghat kîrtirtu chun thinaa in- thawkin a thlarau sandam a ta, suol tamtak inkhumpêk bawk a tih ti inhre raw se."
