verse_no,en,hmr
1,"The word of Jehovah which came unto Zephaniah the son of Cushi, the son of Gedaliah, the son of Amariah, the son of Hezekiah, in the days of Josiah the son of Amon, king of Judah.","Juda lal Amon naupa Josia inlal laia, Hezekia naupa Amaria, chu naupa Gedalia, chu naupa Kusi naupa Zephania kuoma LALPA thu hung tlung chu."
2,"I will utterly consume all things from off the face of the ground, saith Jehovah.","“Leihnuoi chunga inthawkin thil tinrêng chu sukbohmang vawng ka tih,” LALPA chun a tih."
3,"I will consume man and beast; I will consume the birds of the heavens, and the fishes of the sea, and the stumblingblocks with the wicked; and I will cut off man from off the face of the ground, saith Jehovah.","“Mihriem le sa khawm sukbo- hmang ka ta, chunglêng vatehai le, tuisuorieta ngahai le mi khawhlohai insuithlûktir ka ta; chun, sukbo- hmang vawng ka ta; chun, leihnuoi chunga inthawk hin mihriem chu sât thlâng ka tih,” LALPA chun a tih."
4,"And I will stretch out my hand upon Judah, and upon all the inhabitants of Jerusalem; and I will cut off the remnant of Baal from this place, and the name of the Chemarim with the priests;","“Juda le Jerusalema chênghai po po chunga chun ka kut phar ka ta; thiempuhai laia milim bie hmingput le, Baal milim la um sunhai chu hi hmuna inthawk hin pei thlâng ka tih;"
5,"and them that worship the host of heaven upon the housetops; and them that worship, that swear to Jehovah and swear by Malcam;","chun, inchung sîpa inthawka vâna thil umhai chibai bûktuhai le, Milkom hminga inkhâmtuhai le, LALPA hminga ṭawng inkhâma betuhai le;"
6,"and them that are turned back from following Jehovah; and those that have not sought Jehovah, nor inquired after him.","LALPA zuinaa hnungkîrtuhai le, LALPA chu zawng ngai lo a, ama chanchin khawm indawn ngai lohai chu sât thlâng ka tih.”"
7,"Hold thy peace at the presence of the Lord Jehovah; for the day of Jehovah is at hand: for Jehovah hath prepared a sacrifice, he hath consecrated his guests.","Lalpa PATHIEN hmaihmaa chun to ṭhiep unla, LALPA ni chu a hnai ta hle sih a: LALPA chun inthawina chu a buotsai tah a, a mikhuolhai khawm chu a hlânthieng ta sih a."
8,"And it shall come to pass in the day of Jehovah’s sacrifice, that I will punish the princes, and the king’s sons, and all such as are clothed with foreign apparel.","Chun, LALPA inthawina hun sûng chun mi lienhai le lal naupasal- hai le ram dang incheinahaia inchei- tuhai po po chu hrem ka tih."
9,"And in that day I will punish all those that leap over the threshold, that fill their master’s house with violence and deceit.","Chun, chu ni chun hlêmna le nunsietna leia an hotuhai in suksip hlaktuhai, hrizâwl chunga inchâwm hlakhai chu hrem bawk ka tih."
10,"And in that day, saith Jehovah, there shall be the noise of a cry from the fish gate, and a wailing from the second quarter, and a great crashing from the hills.","Chun, chu ni chun nga kawt- khâra inthawk chun khêk ri nasatak um a ta, muolhaia inthawka kawi- hâwp ri nasatak le Misneha in- thawka ṭap inrûm ri nasatak um bawk a tih, LALPAIN a tih."
11,"Wail, ye inhabitants of Maktesh; for all the people of Canaan are undone; all they that were laden with silver are cut off.","Nangni Maktes hmuna chêng- hai, inrûm inrûm ro; Kanaan sum- dâwngtuhai po po chu hmangna bo an ni tah a, tangkaruoa inlamukhai po po khawm chu sât thlâk an ni ta sih a."
12,"And it shall come to pass at that time, that I will search Jerusalem with lamps; and I will punish the men that are settled on their lees, that say in their heart, Jehovah will not do good, neither will he do evil.","Chuong huna chun, Jerusalem chu khâwnvarhai sitin dap ka ta, mi an in kilkhâwrhaia chêng a, an lung- rila, “LALPA chun thil ṭha thaw naw nih a, thil ṭha naw khawm thaw chuong hliek naw ni,” tituhai chu hrem ka tih."
13,"And their wealth shall become a spoil, and their houses a desolation: yea, they shall build houses, but shall not inhabit them; and they shall plant vineyards, but shall not drink the wine thereof.","Chuongchun, an hausaknahai chu râllâk sum ang hung nîng a ta, an inhai chu râusan hung nîng a tih: anih, inhai chu bâwl hlak an ta chu, a hluo ruok chu hluo ngai naw ni hai a, grêphruihai khawm phun an ta, nisienlakhawm, chutaka a uoin chu dâwn dêr naw ni hai."
14,"The great day of Jehovah is near, it is near and hasteth greatly, even the voice of the day of Jehovah; the mighty man crieth there bitterly.","LALPA ni ropuitak chu a hnai tah a, LALPA ni râwlri ngei chu a hnai tah a, a tlung ṭêp a nih; chu huna chun mi thilthawtheitak chu rinumti- takin a khêk a nih."
15,"That day is a day of wrath, a day of trouble and distress, a day of wasteness and desolation, a day of darkness and gloominess, a day of clouds and thick darkness,","Chu ni chu lunginsenna ni, buoina le rinumna ni a na, sietna le sukrêmna ni, inthimna le lungzîngna ni, sûm zîngna le inthim sâmup ni,"
16,"a day of the trumpet and alarm, against the fortified cities, and against the high battlements.",in insâng kilkhâwr takhai chunga le khawpui kul neihai chunga suklâuna le tawtawrâwt mût ni chu a nih.
17,"And I will bring distress upon men, that they shall walk like blind men, because they have sinned against Jehovah; and their blood shall be poured out as dust, and their flesh as dung.","Chuongchun, mihriemhai chunga chun rinumna intlungtir ka ta, LALPA chungah thil an lo suksuol ta leiin mitdelhai angin lâwn an ta, an thisen chu pilvut anga bun- thlâk nîng a ta, an taksahai chu êk ang elin."
18,"Neither their silver nor their gold shall be able to deliver them in the day of Jehovah’s wrath; but the whole land shall be devoured by the fire of his jealousy: for he will make an end, yea, a terrible end, of all them that dwell in the land.","LALPA lunginsenna nia chun an tangkain amanih, an rângkachak- in amani khawm sansuok thei naw nih a; amiruokchu, ram pumpui chu a thîkna mei chun kâng hmang a tih; tâwpna chu, anih, rama chêngtuhai po po tâwpna râpthlâktak el chu ân tlungtir vak ding a ni sih a."
