verse_no,en,hmr
1,How is the gold become dim! how is the most pure gold changed! The stones of the sanctuary are poured out at the head of every street.,Rângkachak chu a vân thim ta de! Rângkachak inthieng khawm chu a va danglam ta de! Hmun inthieng lunghai chu kawtthlêr tâwp tina chun bunthlâkin a um a.
2,"The precious sons of Zion, comparable to fine gold, How are they esteemed as earthen pitchers, the work of the hands of the potter!","Zion naupa hlutakhai rângkachak inthieng le hrilkhi theihai chu, Iem a tiha bêlhemtu kuta siem, pil bêlhai ang chaua ngainat an ni el chu!"
3,"Even the jackals draw out the breast, they give suck to their young ones: The daughter of my people is become cruel, like the ostriches in the wilderness.","Sihalhai hmana an nêne an keisuok a, an têhai an innêktir a; Ka mihai naunu ruok chu, thlalêra varîngseihai angin a khawhlo a ni ta hi."
4,"The tongue of the sucking child cleaveth to the roof of his mouth for thirst: The young children ask bread, and no man breaketh it unto them.","Nautê nêne ne lai lei chu dangchâr leiin a dangah a kawp tlat a; Naupanghai chun bei an hnih a, mi tukhawm hlaka an khawipêk si nawh a."
5,They that did feed delicately are desolate in the streets: They that were brought up in scarlet embrace dunghills.,"Dutuitaka fâk zawng hlaktuhai kha, kawtthlêrhaia bohmangin an um a; Sen inlâra enkawl tleihai khawm khan êkdûr chu an pawm a."
6,"For the iniquity of the daughter of my people is greater than the sin of Sodom, That was overthrown as in a moment, and no hands were laid upon her.","Ka mihai naunu rîtlona chu Sodom suolna nêkin a nasa lem sih a; Chu chu mitkhapkâr loa pei- hâwnin a um a, a chunga chun kut hrim innghat a ni nawh."
7,"Her nobles were purer than snow, they were whiter than milk; They were more ruddy in body than rubies, their polishing was as of sapphire.","A miṭhahai chu vûr nêkin an inthieng lem a, nênetui nêkin an ngo lem a, Taksaa chun lunghluhai nêkin an sen lem a, An hmêl chu sapphir lung ang a nih."
8,"Their visage is blacker than a coal; they are not known in the streets: Their skin cleaveth to their bones; it is withered, it is become like a stick.","An hmai chu meihawl nêkin a dum lem a, kawtthlêrhaia chun hriet an ni nawh; An vun chu an ruhaia chun a kawp ri ngawt a, a vuoi a, hmawl ang el a nih."
9,"They that are slain with the sword are better than they that are slain with hunger; For these pine away, stricken through, for want of the fruits of the field.","Kawlhnâma thata umhai chu phîngṭâmnaa thata umhai nêkin an hamṭha lem a, Lo thlairahai tlâksamnaa vuoka umin, hieng hai hi an luong hmang sih a."
10,The hands of the pitiful women have boiled their own children; They were their food in the destruction of the daughter of my people.,Lunginsietna hau nuhmeihai kut chun an nauhai ngei chu an suong a; Ka mihai naunu suksieta a umnaa chun an buhai an nih.
11,"Jehovah hath accomplished his wrath, he hath poured out his fierce anger; And he hath kindled a fire in Zion, which hath devoured the foundations thereof.","LALPA chun a ṭiumna chu a hung sukpuitling a, a lunginsenna ṭium chu a hung bunthlâk a; Ziona chun mei a sukchawk a, a lungphûmhai kâng hmangtu chu."
12,"The kings of the earth believed not, neither all the inhabitants of the world, That the adversary and the enemy would enter into the gates of Jerusalem.","Jerusalem dai kawtkhârhai chun hmêlma le râldo chu hung lût an tih ti, Hnuoia lalhai chun an ring nawh a, khawvêl hluotu- hai khawmin an ring nawh."
