verse_no,en,hmr
1,I am the man that hath seen affliction by the rod of his wrath.,"A lunginsenna hmawla hremna hmu tah mihriem chu ka na,"
2,"He hath led me and caused me to walk in darkness, and not in light.","Ama chun a mi ṭhuoi a, varah ni loin, inthimah a mîn lâwntir a."
3,Surely against me he turneth his hand again and again all the day.,Keia chungah sûnnithlâkin a kut a thlâk takzet a.
4,My flesh and my skin hath he made old; he hath broken my bones.,"Ka taksa le ka vun chu a sukchuor a, ka ruhai chu a suktliek a."
5,"He hath builded against me, and compassed me with gall and travail.","Ka chunga chun dai a rem tah a, nauhase nat le khâknain a mîn huon a."
6,"He hath made me to dwell in dark places, as those that have been long dead.","Sâwttaka lo thi tahai ang khan, hmun inthimahai chun a mîn chêngtir a."
7,"He hath walled me about, that I cannot go forth; he hath made my chain heavy.","Ka vêlin a mîn huon a, ka suok thei nawna dingin; ka khaidiet chu a sukrik a."
8,"Yea, when I cry, and call for help, he shutteth out my prayer.","Anih, ka khêk a, ṭhangpuina ka ngên pha leh, ka hnina chu a lo dangkîr a."
9,He hath walled up my ways with hewn stone; he hath made my paths crooked.,"Ka lampuihai chu lung a saka sakhaiin ân huon a, ka lampuihai chu a sukkâwi a."
10,"He is unto me as a bear lying in wait, as a lion in secret places.","Keia ta ding chun ama chu savawm mi lo inchân zingtu, hmun fienriela sakeibaknei ang chu a nih."
11,"He hath turned aside my ways, and pulled me in pieces; he hath made me desolate.","Ka lampuihai chu a herkâwi a, a mi keinâwi vawng a; râusanin a mi siem tah a."
12,"He hath bent his bow, and set me as a mark for the arrow.","A thalngul chu a kuoi a, thal ta dinga kâp dingah a mi sie tah a."
13,He hath caused the shafts of his quiver to enter into my reins.,A thalbâwm thalhai chu ka diemnêmah a hung kâp lût a.
14,"I am become a derision to all my people, and their song all the day.","Ka mihai ta dinga hrilinsîm le, ni tin tina an hla ka lo ni tah a."
15,"He hath filled me with bitterness, he hath sated me with wormwood.","Ama chun khâknain a mi suksip a, sairam kha leh a mîn ṭhungtir tah a."
16,He hath also broken my teeth with gravel stones; he hath covered me with ashes.,"Ka hahai chu lungtâthaiin a suknâwi a, pilvutin a mîn khum bawk a."
17,And thou hast removed my soul far off from peace; I forgat prosperity.,Nangin ka thla chu thlamuong- naa inthawka hlataka chun i sie hmang a; hlawtlingna khawm ka theinghil rau a.
18,"And I said, My strength is perished, and mine expectation from Jehovah.","Kei chun, “Ka hrâtna le LALPAA inthawka ka beiseina chu a bohmang an ta hi,” ka tih a."
19,"Remember mine affliction and my misery, the wormwood and the gall.","Ka hrem tuorna le ka rimsikna, sairam thing le khâkna chu hre zing la."
20,"My soul hath them still in remembrance, and is bowed down within me.","Ka lungril chun a hriet zing zing a, keimaa chun a kûn a."
21,This I recall to my mind; therefore have I hope.,"Hi hi ka lungrilah ka hung hrietsuok nâwkin, chuleiin, ka beisei hlak."
22,"It is of Jehovah’s lovingkindnesses that we are not consumed, because his compassions fail not.","A lunginsietna chun a tlin naw naw leiin, LALPA zângaina leiin sukbohmangin ka um hri nawh a."
23,They are new every morning; great is thy faithfulness.,Zîng tinin an thar a; i ringumna chu a ropui a nih.
24,"Jehovah is my portion, saith my soul; therefore will I hope in him.","Ka thla chun, “LALPA chu ka chanvo a na, chuleiin, amaa chun beisei ka tih,” a ta."
25,"Jehovah is good unto them that wait for him, to the soul that seeketh him.","Lungrila ama zawngtuhai le, ama nghâktuhai kuoma chun LALPA chu a ṭha a."
26,It is good that a man should hope and quietly wait for the salvation of Jehovah.,"LALPA sandamna chu miin an nghâk ṭâwk ṭâwk a, an beisei chu a ṭha a nih."
27,It is good for a man that he bear the yoke in his youth.,Miin a tleirâwl laiin rîngkawl chu a phur chun a ṭha a nih.
28,"Let him sit alone and keep silence, because he hath laid it upon him.","Ama chunga chun ân nghatpêk ta leiin, mâkhâtin ṭhung sienla, to zing raw se."
29,"Let him put his mouth in the dust, if so be there may be hope.","A bau chu pilvuta chun sie sienla, chuongchun, beiseina a um thei rawi mawh."
30,Let him give his cheek to him that smiteth him; let him be filled full with reproach.,"Ama bentu chu a bieng dawpêk sienla, kâwknaa sipa suksipin um raw se."
31,For the Lord will not cast off for ever.,LALPA chun kumkhuo chun a peihâwn âwm si nawh a.
32,"For though he cause grief, yet will he have compassion according to the multitude of his lovingkindnesses.","Lungngaina intlungtir hlak sien khawm, a zângaina hauzie ang peiin lunginsietna chu nei a tih."
33,"For he doth not afflict willingly, nor grieve the children of men.","Nuom thu ngawtin a hremin, mihriem nauhai chu a suklungzîng ngai si nawh a."
34,"To crush under foot all the prisoners of the earth,",Hnuoia lungin intânghai po po kea sirde dingin.
35,"To turn aside the right of a man before the face of the Most High,","A chunghnungtak hmaihmaa mihriem thuneina herhmang ding le,"
36,"To subvert a man in his cause, the Lord approveth not.","Mi chu a chungthua hnuoisie chu, LALPA chun rem a ti nawh."
37,"Who is he that saith, and it cometh to pass, when the Lord commandeth it not?","LALPAIN thu a pêk naw laia, a hril a, hung tlung el hlak chu tu am a na?"
38,Out of the mouth of the Most High cometh there not evil and good?,A chunghnungtak baua inthawk chun thu sie le ṭha chu a suok ni lo am a nih?
39,"Wherefore doth a living man complain, a man for the punishment of his sins?",Iengleiin am mi hring chu mi a suolnahai leia hremna thua chier hlak a na?
40,"Let us search and try our ways, and turn again to Jehovah.","Ei lampuihai chu thaw ṭâl ei ta, zawngsuok ei ta, LALPA kuomah inher kîr nâwk ei tiu."
41,Let us lift up our heart with our hands unto God in the heavens.,Vânhaia Pathien kuoma chun ei kuthai leh ei lungril chu chawisâng vêng ei tiu.
42,We have transgressed and have rebelled; thou hast not pardoned.,"Kan bawsiet a, kan hel tah a, nang chun i mi ngaidam nawh a."
43,"Thou hast covered with anger and pursued us; thou hast slain, thou hast not pitied.","Lunginsennain în khum a, keini i mi hnawt a; i that a, i lunginsiet nawh a."
