verse_no,en,hmr
1,"And it came to pass in the eleventh year, in the first day of the month, that the word of Jehovah came unto me, saying,","Kum sâwm pakhatna, chu thlaa ni khat ni chun LALPA thu chu ka kuomah a hung tlung a,"
2,"Son of man, because that Tyre hath said against Jerusalem, Aha, she is broken that was the gate of the peoples; she is turned unto me; I shall be replenished, now that she is laid waste:","“Mihriem naupa, Tura chun Jerusalem chunga chun, E he, hnam tinhai dâi kawtkhâr chu a tliek a ni ta hi; tuhin keia kuom tieng a hung inher tah a, kei chu hluosip nâwkin um ka ta; tuhin ama chu suksiet a ni hi, a ti leiin,"
3,"therefore thus saith the Lord Jehovah, Behold, I am against thee, O Tyre, and will cause many nations to come up against thee, as the sea causeth its waves to come up.","Lalpa PATHIEN chun hieng hin a tih: Ngai ta, aw Tura, nang ka dodâl che a nih; tuipuiin a fâwnhai chu a hung insuoktir angin, hnam tam- takhai chu nangma do ding chein ka siem ding a nih."
4,"And they shall destroy the walls of Tyre, and break down her towers: I will also scrape her dust from her, and make her a bare rock.","Chun, anni chun Tura kul bang- hai chu suksieng an ta, a in insânghai chu sukchim an tih; kei khawma a pilvut chu amaa inthawkin ziet- thlâng ka ta, ama chu lungpui fil ruouah siem ka tih."
5,"She shall be a place for the spreading of nets in the midst of the sea; for I have spoken it, saith the Lord Jehovah; and she shall become a spoil to the nations.","Tuisuorieta lênhai keimarna hmun hung nîng a ta, Lalpa PATHIEN chun, ka hril ta sih a, a tih; chuongchun, hnamhai ta ding chun râllâk sum hung nîng a tih."
6,And her daughters that are in the field shall be slain with the sword: and they shall know that I am Jehovah.,"A naunuhmeihai rama umhai chu kâwl hnâma sukhlum nîng an ta, LALPA chu ka nih ti mi hre tâng an tih."
7,"For thus saith the Lord Jehovah: Behold, I will bring upon Tyre Nebuchadrezzar king of Babylon, king of kings, from the north, with horses, and with chariots, and with horsemen, and a company, and much people.","Lalpa PATHIEN chun hieng hin a ti sih a: Ngai ta, hmartienga in- thawkin, lalhai lal Babulon lal Nebukadnezzar chu, sakawr taw- lailîrhai leh, pâwl ruol le mi tam- tak leh Tura chunga hin hung ṭhuoi ka ta."
8,"He shall slay with the sword thy daughters in the field; and he shall make forts against thee, and cast up a mound against thee, and raise up the buckler against thee.","Rama i naunuhmei umhai chu ama chun kâwlhnâmin that a ta; kul bâwl khum a ti cheh a; hnuoi dêngpâwng khum a ti cheh a, phaw chawihai inhuol khumtir a ti che."
9,"And he shall set his battering engines against thy walls, and with his axes he shall break down thy towers.",I kul chu epin a kâpna khâwlhai chu rem a ta; i in insânghai chu a hreipuihaiin sukchim a tih.
10,"By reason of the abundance of his horses their dust shall cover thee: thy walls shall shake at the noise of the horsemen, and of the wagons, and of the chariots, when he shall enter into thy gates, as men enter into a city wherein is made a breach.","A sakawrhai tam lei chun pilvut chun hung inkhum an ti cheh a; khawpuia lûtna siema uma, mihai an lût anga, i dâi kawtkhârhaia chun a hung lût pha chun sakawr taw- lailîrhai, tawlailîrhai le sakawr chung chuong mihai ri chun i kul bang chu inhnîng a ta."
