verse_no,en,hmr
1,"And he brought me to the temple, and measured the posts, six cubits broad on the one side, and six cubits broad on the other side, which was the breadth of the tabernacle.","Chun, ama chun Pathien biek ina chun a mi ṭhuoi a, chun, kawtkhâr bieng chu ân khi a, hi tieng sîrah tawng ruka lien a na, khing tieng sîra khawm tawng ruka lien bawk a nih; chu chu biekbûk khang tieng ruol a nih."
2,"And the breadth of the entrance was ten cubits; and the sides of the entrance were five cubits on the one side, and five cubits on the other side: and he measured the length thereof, forty cubits, and the breadth, twenty cubits.","A lûtna khang tieng chu tawng sâwm a na; lûtna sîr chu sîr khatah tawng nga a na, sîr danga khawm tawng nga bawk a nih; chun, chu dung tieng chu tawng sâwmliin ân khi a, a khang tieng chu tawng sâwmhniin."
3,"Then went he inward, and measured each post of the entrance, two cubits; and the entrance, six cubits; and the breadth of the entrance, seven cubits.","Chun, a sûngah a lût a, lûtna kawtkhâr bieng chu tawng hniin ân khi a; a lûtna chu tawng rukin; a lûtna khang tieng chu tawng sariin."
4,"And he measured the length thereof, twenty cubits, and the breadth, twenty cubits, before the temple: and he said unto me, This is the most holy place.","Chun, pindan chu ân khi a, a dung tieng chu tawng sâwmhniin ân khi a, a khang tieng khawm tawng sâwmhni bawkin; chun, ka kuoma chun, “Hi hi hmun inthiengtak chu a nih,” a ta."
5,"Then he measured the wall of the house, six cubits; and the breadth of every side-chamber, four cubits, round about the house on every side.","Chun, in bang chu ân khi a, tawng ruk a na, sîr tinah a in vêl chun, pindan kêmhai khang tieng chu tawng li pei a na."
6,"And the side-chambers were in three stories, one over another, and thirty in order; and they entered into the wall which belonged to the house for the side-chambers round about, that they might have hold therein, and not have hold in the wall of the house.","A sîr pindanhai chu pathum a na, pakhat chungah a dang, chuong ang peia sâwmthum chena indawt peiin; Inpui banga chun inbûkna nei loa, chutaka chun inbûkna an nei thei lemna dingin, a vêla pindan kêmhai ta ding hrima ruot inpui banga filawrhaia chun an vân bûk a."
7,And the side-chambers were broader as they encompassed the house higher and higher; for the encompassing of the house went higher and higher round about the house: therefore the breadth of the house continued upward; and so one went up from the lowest chamber to the highest by the middle chamber.,"Pindan kêmhai chun in chu an vêl sâng deu deu chun an lien deu deu a; in sîr vêl chun a pindan inzâwnpui ang peiin a lien tung pei a; chuong- chun, in vêlin a sûngpui chu a chin deu deu pei a, in sîra chun leilâk a fe tung pei a; chuongchun, mi chun pindan hnuoihnung taka inthawka a chunghnung taka chun pindan lai- lung hraw tlangin a fe a nih."
8,I saw also that the house had a raised basement round about: the foundations of the side-chambers were a full reed of six great cubits.,"Chun, in chun a vêlin a rei sukkho a nei ka hmu bawk a; chun, pindan kêmhai lungphûmhai chu luonghmawl tling tawng ruk a nih."
9,"The thickness of the wall, which was for the side-chambers, on the outside, was five cubits: and that which was left was the place of the side-chambers that belonged to the house.","Chun, pindan kêmhai bang sazie chu a puotiengah tawng nga a nih; chun, chutaka la mahla chu pindan kêmhai a sûnga umhai sîr thlâk chu a la nih."
10,And between the chambers was a breadth of twenty cubits round about the house on every side.,"Chun, inpui lungrem le pindan kêmhai inkâr chu sîr tinah a in vêl suokin, tawng sâwmhnia lien a um a."
